segmentnr	original	folio	analyzed
PA_mn_136:0.1	Majjhima Nikāya 136	0	
PA_mn_136:0.2	Mahākammavibhaṅgasutta	0	
PA_mn_136:1.1	Evaṁ me sutaṁ—	1	
PA_mn_136:1.2	ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	1	
PA_mn_136:2.1	Tena kho pana samayena āyasmā samiddhi araññakuṭikāyaṁ viharati.	2	
PA_mn_136:2.2	Atha kho potaliputto paribbājako jaṅghāvihāraṁ anucaṅkamamāno anuvicaramāno yenāyasmā samiddhi tenupasaṅkami; upasaṅkamitvā āyasmatā samiddhinā saddhiṁ sammodi.	2	
PA_mn_136:2.3	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho potaliputto paribbājako āyasmantaṁ samiddhiṁ etadavoca:	2	
PA_mn_136:2.4	“sammukhā metaṁ, āvuso samiddhi, samaṇassa gotamassa sutaṁ, sammukhā paṭiggahitaṁ:	2	
PA_mn_136:2.5	‘moghaṁ kāyakammaṁ moghaṁ vacīkammaṁ, manokammameva saccan’ti.	2	
PA_mn_136:2.6	Atthi ca sā samāpatti yaṁ samāpattiṁ samāpanno na kiñci vediyatī”ti?	2	
PA_mn_136:2.7	“Mā hevaṁ, āvuso potaliputta, avaca; mā hevaṁ, āvuso potaliputta, avaca; mā bhagavantaṁ abbhācikkhi. Na hi sādhu bhagavato abbhakkhānaṁ. Na hi bhagavā evaṁ vadeyya:	2	
PA_mn_136:2.8	‘moghaṁ kāyakammaṁ moghaṁ vacīkammaṁ, manokammameva saccan’ti.	2	
PA_mn_136:2.9	‘Atthi ca kho sā, āvuso, samāpatti yaṁ samāpattiṁ samāpanno na kiñci vediyatī’”ti.	2	
PA_mn_136:2.10	“Kīvaciraṁ pabbajitosi, āvuso samiddhī”ti?	2	
PA_mn_136:2.11	“Na ciraṁ, āvuso, tīṇi vassānī”ti.	2	
PA_mn_136:2.12	“Ettha dāni mayaṁ there bhikkhū kiṁ vakkhāma, yatra hi nāma evaṁnavo bhikkhu satthāraṁ parirakkhitabbaṁ maññissati.	2	
PA_mn_136:2.13	Sañcetanikaṁ, āvuso samiddhi, kammaṁ katvā kāyena vācāya manasā kiṁ so vediyatī”ti?	2	
PA_mn_136:2.14	“Sañcetanikaṁ, āvuso potaliputta, kammaṁ katvā kāyena vācāya manasā dukkhaṁ so vediyatī”ti.	2	
PA_mn_136:2.15	Atha kho potaliputto paribbājako āyasmato samiddhissa bhāsitaṁ neva abhinandi nappaṭikkosi;	2	
PA_mn_136:2.16	anabhinanditvā appaṭikkositvā uṭṭhāyāsanā pakkāmi.	2	
