segmentnr	original	folio	analyzed
PA_pv_46:0.1	Petavatthu	0	
PA_pv_46:0.2	Mahāvagga	0	
PA_pv_46:0.3	11. Pāṭaliputtapetavatthu	0	
PA_pv_46:1.1	“Diṭṭhā tayā nirayā tiracchānayoni,	1	
PA_pv_46:1.2	Petā asurā athavāpi mānusā devā;	1	
PA_pv_46:1.3	Sayamaddasa kammavipākamattano,	1	
PA_pv_46:1.4	Nessāmi taṁ pāṭaliputtamakkhataṁ;	1	
PA_pv_46:1.5	Tattha gantvā kusalaṁ karohi kammaṁ”.	1	
PA_pv_46:2.1	“Atthakāmosi me yakkha,	2	
PA_pv_46:2.2	hitakāmosi devate;	2	
PA_pv_46:2.3	Karomi tuyhaṁ vacanaṁ,	2	
PA_pv_46:2.4	tvaṁsi ācariyo mama.	2	
PA_pv_46:3.1	Diṭṭhā mayā nirayā tiracchānayoni,	3	
PA_pv_46:3.2	Petā asurā athavāpi mānusā devā;	3	
PA_pv_46:3.3	Sayamaddasaṁ kammavipākamattano,	3	
PA_pv_46:3.4	Kāhāmi puññāni anappakānī”ti.	3	
PA_pv_46:4.1	Pāṭaliputtapetavatthu ekādasamaṁ.	4	
