segmentnr	original	folio	analyzed
PA_mn_7:0.1	Majjhima Nikāya 7	0	
PA_mn_7:0.2	Vatthasutta	0	
PA_mn_7:1.1	Evaṁ me sutaṁ—	1	
PA_mn_7:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_7:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_7:1.4	“bhikkhavo”ti.	1	
PA_mn_7:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_7:1.6	Bhagavā etadavoca:	1	
PA_mn_7:2.1	“Seyyathāpi, bhikkhave, vatthaṁ saṅkiliṭṭhaṁ malaggahitaṁ;	2	
PA_mn_7:2.2	tamenaṁ rajako yasmiṁ yasmiṁ raṅgajāte upasaṁhareyya—yadi nīlakāya yadi pītakāya yadi lohitakāya yadi mañjiṭṭhakāya durattavaṇṇamevassa aparisuddhavaṇṇamevassa.	2	
PA_mn_7:2.3	Taṁ kissa hetu?	2	
PA_mn_7:2.4	Aparisuddhattā, bhikkhave, vatthassa.	2	
PA_mn_7:2.5	Evameva kho, bhikkhave, citte saṅkiliṭṭhe, duggati pāṭikaṅkhā.	2	
PA_mn_7:2.6	Seyyathāpi, bhikkhave, vatthaṁ parisuddhaṁ pariyodātaṁ;	2	
PA_mn_7:2.7	tamenaṁ rajako yasmiṁ yasmiṁ raṅgajāte upasaṁhareyya—yadi nīlakāya yadi pītakāya yadi lohitakāya yadi mañjiṭṭhakāya—surattavaṇṇamevassa parisuddhavaṇṇamevassa.	2	
PA_mn_7:2.8	Taṁ kissa hetu?	2	
PA_mn_7:2.9	Parisuddhattā, bhikkhave, vatthassa.	2	
PA_mn_7:2.10	Evameva kho, bhikkhave, citte asaṅkiliṭṭhe, sugati pāṭikaṅkhā.	2	
PA_mn_7:3.1	Katame ca, bhikkhave, cittassa upakkilesā?	3	
PA_mn_7:3.2_0	Abhijjhāvisamalobho cittassa upakkileso, byāpādo cittassa upakkileso, kodho cittassa	3	
PA_mn_7:3.2_1	upakkileso, upanāho cittassa upakkileso, makkho cittassa upakkileso, paḷāso cittassa	3	
PA_mn_7:3.2_2	upakkileso, issā cittassa upakkileso, macchariyaṁ cittassa upakkileso, māyā cittassa	3	
PA_mn_7:3.2_3	upakkileso, sāṭheyyaṁ cittassa upakkileso, thambho cittassa upakkileso, sārambho	3	
PA_mn_7:3.2_4	cittassa upakkileso, māno cittassa upakkileso, atimāno cittassa upakkileso, mado	3	
PA_mn_7:3.2_5	cittassa upakkileso, pamādo cittassa upakkileso.	3	
PA_mn_7:4.1	Sa kho so, bhikkhave, bhikkhu ‘abhijjhāvisamalobho cittassa upakkileso’ti—iti viditvā abhijjhāvisamalobhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.2	‘byāpādo cittassa upakkileso’ti—	4	
PA_mn_7:4.3	iti viditvā byāpādaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.4	‘kodho cittassa upakkileso’ti—	4	
PA_mn_7:4.5	iti viditvā kodhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.6	‘upanāho cittassa upakkileso’ti—	4	
PA_mn_7:4.7	iti viditvā upanāhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.8	‘makkho cittassa upakkileso’ti—	4	
PA_mn_7:4.9	iti viditvā makkhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.10	‘paḷāso cittassa upakkileso’ti—	4	
PA_mn_7:4.11	iti viditvā paḷāsaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.12	‘issā cittassa upakkileso’ti—	4	
PA_mn_7:4.13	iti viditvā issaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.14	‘macchariyaṁ cittassa upakkileso’ti—	4	
PA_mn_7:4.15	iti viditvā macchariyaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.16	‘māyā cittassa upakkileso’ti—	4	
PA_mn_7:4.17	iti viditvā māyaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.18	‘sāṭheyyaṁ cittassa upakkileso’ti—	4	
PA_mn_7:4.19	iti viditvā sāṭheyyaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.20	‘thambho cittassa upakkileso’ti—	4	
PA_mn_7:4.21	iti viditvā thambhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.22	‘sārambho cittassa upakkileso’ti—	4	
PA_mn_7:4.23	iti viditvā sārambhaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.24	‘māno cittassa upakkileso’ti—	4	
PA_mn_7:4.25	iti viditvā mānaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.26	‘atimāno cittassa upakkileso’ti—	4	
PA_mn_7:4.27	iti viditvā atimānaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.28	‘mado cittassa upakkileso’ti—	4	
PA_mn_7:4.29	iti viditvā madaṁ cittassa upakkilesaṁ pajahati;	4	
PA_mn_7:4.30	‘pamādo cittassa upakkileso’ti—	4	
PA_mn_7:4.31	iti viditvā pamādaṁ cittassa upakkilesaṁ pajahati.	4	
PA_mn_7:5.1	Yato kho, bhikkhave, bhikkhuno ‘abhijjhāvisamalobho cittassa upakkileso’ti—iti viditvā abhijjhāvisamalobho cittassa upakkileso pahīno hoti,	5	
PA_mn_7:5.2	‘byāpādo cittassa upakkileso’ti—	5	
PA_mn_7:5.3	iti viditvā byāpādo cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.4	‘kodho cittassa upakkileso’ti—	5	
PA_mn_7:5.5	iti viditvā kodho cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.6	‘upanāho cittassa upakkileso’ti—	5	
PA_mn_7:5.7	iti viditvā upanāho cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.8	‘makkho cittassa upakkileso’ti—	5	
PA_mn_7:5.9	iti viditvā makkho cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.10	‘paḷāso cittassa upakkileso’ti—	5	
PA_mn_7:5.11	iti viditvā paḷāso cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.12	‘issā cittassa upakkileso’ti—	5	
PA_mn_7:5.13	iti viditvā issā cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.14	‘macchariyaṁ cittassa upakkileso’ti—	5	
PA_mn_7:5.15	iti viditvā macchariyaṁ cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.16	‘māyā cittassa upakkileso’ti—	5	
PA_mn_7:5.17	iti viditvā māyā cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.18	‘sāṭheyyaṁ cittassa upakkileso’ti—	5	
PA_mn_7:5.19	iti viditvā sāṭheyyaṁ cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.20	‘thambho cittassa upakkileso’ti—	5	
PA_mn_7:5.21	iti viditvā thambho cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.22	‘sārambho cittassa upakkileso’ti—	5	
PA_mn_7:5.23	iti viditvā sārambho cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.24	‘māno cittassa upakkileso’ti—	5	
PA_mn_7:5.25	iti viditvā māno cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.26	‘atimāno cittassa upakkileso’ti—	5	
PA_mn_7:5.27	iti viditvā atimāno cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.28	‘mado cittassa upakkileso’ti—	5	
PA_mn_7:5.29	iti viditvā mado cittassa upakkileso pahīno hoti;	5	
PA_mn_7:5.30	‘pamādo cittassa upakkileso’ti—	5	
PA_mn_7:5.31	iti viditvā pamādo cittassa upakkileso pahīno hoti.	5	
PA_mn_7:5.32	So buddhe aveccappasādena samannāgato hoti:	5	
PA_mn_7:5.33	‘itipi so bhagavā arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā’ti;	5	
PA_mn_7:6.1	dhamme aveccappasādena samannāgato hoti:	6	
PA_mn_7:6.2	‘svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko ehipassiko opaneyyiko paccattaṁ veditabbo viññūhī’ti;	6	
PA_mn_7:7.1	saṅghe aveccappasādena samannāgato hoti:	7	
PA_mn_7:7.2_0	‘suppaṭipanno bhagavato sāvakasaṅgho, ujuppaṭipanno bhagavato sāvakasaṅgho, ñāyappaṭipanno	7	
PA_mn_7:7.2_1	bhagavato sāvakasaṅgho, sāmīcippaṭipanno bhagavato sāvakasaṅgho, yadidaṁ cattāri	7	
