segmentnr	original	folio	analyzed
PA_tha-ap_176:0.1	Therāpadāna	0	
PA_tha-ap_176:0.2	Kumudavagga	0	
PA_tha-ap_176:0.3	4. Udapānadāyakattheraapadāna	0	
PA_tha-ap_176:1.1	“Vipassino bhagavato,	1	
PA_tha-ap_176:1.2	udapāno kato mayā;	1	
PA_tha-ap_176:1.3	Piṇḍapātañca datvāna,	1	
PA_tha-ap_176:1.4	niyyādesimahaṁ tadā.	1	
PA_tha-ap_176:2.1	Ekanavutito kappe,	2	
PA_tha-ap_176:2.2	yaṁ kammamakariṁ tadā;	2	
PA_tha-ap_176:2.3	Duggatiṁ nābhijānāmi,	2	
PA_tha-ap_176:2.4	udapānassidaṁ phalaṁ.	2	
PA_tha-ap_176:3.1	Paṭisambhidā catasso,	3	
PA_tha-ap_176:3.2	…pe…	3	
PA_tha-ap_176:3.3	kataṁ buddhassa sāsanaṁ”.	3	
PA_tha-ap_176:4.1	Itthaṁ sudaṁ āyasmā udapānadāyako thero imā gāthāyo abhāsitthāti.	4	
PA_tha-ap_176:5.1	Udapānadāyakattherassāpadānaṁ catutthaṁ.	5	
