segmentnr	original	folio	analyzed
PA_mn_110:0.1	Majjhima Nikāya 110	0	
PA_mn_110:0.2	Cūḷapuṇṇamasutta	0	
PA_mn_110:1.1	Evaṁ me sutaṁ—	1	
PA_mn_110:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati pubbārāme migāramātupāsāde.	1	
PA_mn_110:2.1	Tena kho pana samayena bhagavā tadahuposathe pannarase puṇṇāya puṇṇamāya rattiyā bhikkhusaṅghaparivuto abbhokāse nisinno hoti.	2	
PA_mn_110:2.2	Atha kho bhagavā tuṇhībhūtaṁ tuṇhībhūtaṁ bhikkhusaṅghaṁ anuviloketvā bhikkhū āmantesi:	2	
PA_mn_110:3.1	“jāneyya nu kho, bhikkhave, asappuriso asappurisaṁ:	3	
PA_mn_110:3.2	‘asappuriso ayaṁ bhavan’”ti?	3	
PA_mn_110:3.3	“No hetaṁ, bhante”.	3	
PA_mn_110:3.4	“Sādhu, bhikkhave;	3	
PA_mn_110:3.5	aṭṭhānametaṁ, bhikkhave, anavakāso yaṁ asappuriso asappurisaṁ jāneyya:	3	
PA_mn_110:3.6	‘asappuriso ayaṁ bhavan’ti.	3	
PA_mn_110:3.7	Jāneyya pana, bhikkhave, asappuriso sappurisaṁ:	3	
PA_mn_110:3.8	‘sappuriso ayaṁ bhavan’”ti?	3	
PA_mn_110:3.9	“No hetaṁ, bhante”.	3	
PA_mn_110:3.10	“Sādhu, bhikkhave;	3	
PA_mn_110:3.11	etampi kho, bhikkhave, aṭṭhānaṁ anavakāso yaṁ asappuriso sappurisaṁ jāneyya:	3	
PA_mn_110:3.12	‘sappuriso ayaṁ bhavan’ti.	3	
PA_mn_110:4.1_0	Asappuriso, bhikkhave, assaddhammasamannāgato hoti, asappurisabhatti hoti, asappurisacintī	4	
PA_mn_110:4.1_1	hoti, asappurisamantī hoti, asappurisavāco hoti, asappurisakammanto hoti, asappurisadiṭṭhi	4	
PA_mn_110:4.1_2	hoti; asappurisadānaṁ deti.	4	
PA_mn_110:5.1	Kathañca, bhikkhave, asappuriso assaddhammasamannāgato hoti?	5	
PA_mn_110:5.2	Idha, bhikkhave, asappuriso assaddho hoti, ahiriko hoti, anottappī hoti, appassuto hoti, kusīto hoti, muṭṭhassati hoti, duppañño hoti.	5	
PA_mn_110:5.3	Evaṁ kho, bhikkhave, asappuriso assaddhammasamannāgato hoti.	5	
PA_mn_110:6.1	Kathañca, bhikkhave, asappuriso asappurisabhatti hoti?	6	
PA_mn_110:6.2	Idha, bhikkhave, asappurisassa ye te samaṇabrāhmaṇā assaddhā ahirikā anottappino appassutā kusītā muṭṭhassatino duppaññā tyāssa mittā honti te sahāyā.	6	
PA_mn_110:6.3	Evaṁ kho, bhikkhave, asappuriso asappurisabhatti hoti.	6	
PA_mn_110:7.1	Kathañca, bhikkhave, asappuriso asappurisacintī hoti?	7	
