segmentnr	original	folio	analyzed
PA_bi-vb_pd2-8:2.0.1	Theravāda Vinaya	2	
PA_bi-vb_pd2-8:2.0.2	Bhikkhunivibhaṅga	2	
PA_bi-vb_pd2-8:2.0.3	Pāṭidesanīyakaṇḍa	2	
PA_bi-vb_pd2-8:2.0.4	2–8. Tela-madhu-phāṇita-maccha-maṁsa-khīra-dadhiviññāpanasikkhāpada	2	
PA_bi-vb_pd2-8:2.1.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	2	
PA_bi-vb_pd2-8:2.1.1.2	Tena kho pana samayena chabbaggiyā bhikkhuniyo telaṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.3	…pe… madhuṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.4	…pe… phāṇitaṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.5	…pe… macchaṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.6	…pe… maṁsaṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.7	…pe… khīraṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.8	…pe… dadhiṁ viññāpetvā bhuñjanti.	2	
PA_bi-vb_pd2-8:2.1.1.9	Manussā ujjhāyanti khiyyanti vipācenti—	2	
PA_bi-vb_pd2-8:2.1.1.10	“kathañhi nāma bhikkhuniyo dadhiṁ viññāpetvā bhuñjissanti.	2	
PA_bi-vb_pd2-8:2.1.1.11	Kassa sampannaṁ na manāpaṁ, kassa sāduṁ na ruccatī”ti.	2	
PA_bi-vb_pd2-8:2.1.1.12	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	2	
PA_bi-vb_pd2-8:2.1.1.13	Yā tā bhikkhuniyo appicchā … pe … tā ujjhāyanti khiyyanti vipācenti—	2	
PA_bi-vb_pd2-8:2.1.1.14	“kathañhi nāma chabbaggiyā bhikkhuniyo dadhiṁ viññāpetvā bhuñjissantī”ti … pe …	2	
PA_bi-vb_pd2-8:2.1.1.15	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo dadhiṁ viññāpetvā bhuñjantī”ti?	2	
PA_bi-vb_pd2-8:2.1.1.16	“Saccaṁ, bhagavā”ti.	2	
PA_bi-vb_pd2-8:2.1.1.17	Vigarahi buddho bhagavā … pe …	2	
PA_bi-vb_pd2-8:2.1.1.18	kathañhi nāma, bhikkhave, chabbaggiyā bhikkhuniyo dadhiṁ viññāpetvā bhuñjissanti.	2	
PA_bi-vb_pd2-8:2.1.1.19	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya … pe …	2	
PA_bi-vb_pd2-8:2.1.1.20	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	2	
PA_bi-vb_pd2-8:2.1.1.21.1	“Yā pana bhikkhunī dadhiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā—	2	
PA_bi-vb_pd2-8:2.1.1.22	‘gārayhaṁ, ayye, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī’”ti.	2	
PA_bi-vb_pd2-8:2.1.1.23	Evañcidaṁ bhagavatā bhikkhunīnaṁ sikkhāpadaṁ paññattaṁ hoti.	2	
PA_bi-vb_pd2-8:2.1.2.1	Tena kho pana samayena bhikkhuniyo gilānā honti.	2	
PA_bi-vb_pd2-8:2.1.2.2	Gilānapucchikā bhikkhuniyo gilānā bhikkhuniyo etadavocuṁ—	2	
PA_bi-vb_pd2-8:2.1.2.3	“kacci, ayye, khamanīyaṁ, kacci yāpanīyan”ti?	2	
PA_bi-vb_pd2-8:2.1.2.4	“Pubbe mayaṁ, ayye, dadhiṁ viññāpetvā bhuñjimhā, tena no phāsu hoti;	2	
PA_bi-vb_pd2-8:2.1.2.5	idāni pana ‘bhagavatā paṭikkhittan’ti kukkuccāyantā na viññāpema, tena no na phāsu hotī”ti … pe …	2	
PA_bi-vb_pd2-8:2.1.2.6	bhagavato etamatthaṁ ārocesuṁ … pe …	2	
PA_bi-vb_pd2-8:2.1.2.7	anujānāmi, bhikkhave, gilānāya bhikkhuniyā dadhiṁ viññāpetvā bhuñjituṁ.	2	
PA_bi-vb_pd2-8:2.1.2.8	Evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	2	
PA_bi-vb_pd2-8:2.1.2.9.1	“Yā pana bhikkhunī agilānā (telaṁ …pe…	2	
PA_bi-vb_pd2-8:3.1.1.1	madhuṁ …pe…	3	
PA_bi-vb_pd2-8:4.1.1.1	phāṇitaṁ …pe…	4	
PA_bi-vb_pd2-8:5.1.1.1	macchaṁ …pe…	5	
PA_bi-vb_pd2-8:6.1.1.1	maṁsaṁ …pe…	6	
PA_bi-vb_pd2-8:7.1.1.1	khīraṁ …pe…)	7	
PA_bi-vb_pd2-8:8.1.1.1	dadhiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā—	8	
