segmentnr	original	analyzed
PA_bi-vb_pj8:0.1	Theravāda Vinaya	thera vāda vinaya 
PA_bi-vb_pj8:0.2	Bhikkhunivibhaṅga	bhikkhuni vibhaṅga 
PA_bi-vb_pj8:0.3	Pārājikakaṇḍa	pārājika kaṇḍa 
PA_bi-vb_pj8:0.4	8. Aṭṭhavatthukāsikkhāpada	aṭṭhavatthuka sikkhāpada 
PA_bi-vb_pj8:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 
PA_bi-vb_pj8:1.2_0	Tena kho pana samayena chabbaggiyā bhikkhuniyo avassutā avassutassa purisapuggalassa	tena kho pana samayena chabbaggiyāḥ bhikkhuniyaḥ avassutāḥ avassutassa purisa puggalassa 
PA_bi-vb_pj8:1.2_1	hatthaggahaṇampi sādiyanti, saṅghāṭikaṇṇaggahaṇampi sādiyanti, santiṭṭhantipi, sallapantipi,	hattha ggahaṇam pi sādiyanti saṅghāṭi kaṇṇa ggahaṇam pi sādiyanti santiṭṭhanti pi sallapanti pi 
PA_bi-vb_pj8:1.2_2	saṅketampi gacchanti, purisassapi abbhāgamanaṁ sādiyanti, channampi anupavisanti,	saṅketam pi gacchanti purisassa api abbhāgamanam sādiyanti channam pi anupavisanti 
PA_bi-vb_pj8:1.2_3	kāyampi tadatthāya upasaṁharanti etassa asaddhammassa paṭisevanatthāya.	kāyam pi tad atthāya upasaharanti etassa asat dhammassa paṭisevana tthāya 
PA_bi-vb_pj8:1.3	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_pj8:1.4_0	“kathañhi nāma chabbaggiyā bhikkhuniyo avassutā avassutassa purisapuggalassa hatthaggahaṇampi	katham hi nāma chabbaggiyāḥ bhikkhuniyaḥ avassutāḥ avassutassa purisa puggalassa hattha ggahaṇam pi 
PA_bi-vb_pj8:1.4_1	sādiyissanti, saṅghāṭikaṇṇaggahaṇampi sādiyissanti, santiṭṭhissantipi, sallapissantipi,	sādiyissanti saṅghāṭi kaṇṇa ggahaṇam pi sādiyissanti santiṭṭhissanti pi sallapissanti pi 
PA_bi-vb_pj8:1.4_2	saṅketampi gacchissanti, purisassapi abbhāgamanaṁ sādiyissanti, channampi anupavisissanti,	saṅketam pi gacchissanti purisassa api abbhāgamanam sādiyissanti channam pi anupavisissanti 
PA_bi-vb_pj8:1.4_3	kāyampi tadatthāya upasaṁharissanti etassa asaddhammassa paṭisevanatthāyā”ti …pe…	kāyam pi tad atthāya upasaharissanti etassa asat dhammassa paṭisevana tthāya ati pe 
PA_bi-vb_pj8:1.5_0	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo avassutā avassutassa purisapuggalassa	saccam kira bhikkhave chabbaggiyāḥ bhikkhuniyaḥ avassutāḥ avassutassa purisa puggalassa 
PA_bi-vb_pj8:1.5_1	hatthaggahaṇampi sādiyanti, saṅghāṭikaṇṇaggahaṇampi sādiyanti, santiṭṭhantipi, sallapantipi,	hattha ggahaṇam pi sādiyanti saṅghāṭi kaṇṇa ggahaṇam pi sādiyanti santiṭṭhanti pi sallapanti pi 
PA_bi-vb_pj8:1.5_2	saṅketampi gacchanti, purisassapi abbhāgamanaṁ sādiyanti, channampi anupavisanti,	saṅketam pi gacchanti purisassa api abbhāgamanam sādiyanti channam pi anupavisanti 
PA_bi-vb_pj8:1.5_3	kāyampi tadatthāya upasaṁharanti etassa asaddhammassa paṭisevanatthāyā”ti?	kāyam pi tad atthāya upasaharanti etassa asat dhammassa paṭisevana tthāya ati 
PA_bi-vb_pj8:1.6	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 
PA_bi-vb_pj8:1.7	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 
