segmentnr	original	folio	analyzed
PA_pv_2:0.1	Petavatthu	0	
PA_pv_2:0.2	Uragavagga	0	
PA_pv_2:0.3	2. Sūkaramukhapetavatthu	0	
PA_pv_2:1.1	“Kāyo te sabbasovaṇṇo,	1	
PA_pv_2:1.2	sabbā obhāsate disā;	1	
PA_pv_2:1.3	Mukhaṁ te sūkarasseva,	1	
PA_pv_2:1.4	kiṁ kammamakarī pure”.	1	
PA_pv_2:2.1	“Kāyena saññato āsiṁ,	2	
PA_pv_2:2.2	vācāyāsimasaññato;	2	
PA_pv_2:2.3	Tena metādiso vaṇṇo,	2	
PA_pv_2:2.4	yathā passasi nārada.	2	
PA_pv_2:3.1	Taṁ tyāhaṁ nārada brūmi,	3	
PA_pv_2:3.2	Sāmaṁ diṭṭhamidaṁ tayā;	3	
PA_pv_2:3.3	Mākāsi mukhasā pāpaṁ,	3	
PA_pv_2:3.4	Mā kho sūkaramukho ahū”ti.	3	
PA_pv_2:4.1	Sūkaramukhapetavatthu dutiyaṁ.	4	
