segmentnr	original	folio	analyzed
PA_pvr_1.4:0.1	Parivāra	0	
PA_pvr_1.4:0.2	Bhikkhuvibhaṅga	0	
PA_pvr_1.4:0.3	Paṭhamabhāga	0	
PA_pvr_1.4:0.4	1.4 Saṅgahitavāra	0	
PA_pvr_1.4:1.1	Methunaṁ dhammaṁ paṭisevantassa āpattiyo sattannaṁ āpattikkhandhānaṁ katihi āpattikkhandhehi saṅgahitā?	1	
PA_pvr_1.4:1.2	Methunaṁ dhammaṁ paṭisevantassa āpattiyo sattannaṁ āpattikkhandhānaṁ tīhi āpattikkhandhehi saṅgahitā—	1	
PA_pvr_1.4:1.3	siyā pārājikāpattikkhandhena, siyā thullaccayāpattikkhandhena, siyā dukkaṭāpattikkhandhena …pe….	1	
PA_pvr_1.4:2.1	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karontassa āpatti sattannaṁ āpattikkhandhānaṁ katihi āpattikkhandhehi saṅgahitā?	2	
PA_pvr_1.4:2.2	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karontassa āpatti sattannaṁ āpattikkhandhānaṁ ekena āpattikkhandhena saṅgahitā—	2	
PA_pvr_1.4:2.3	dukkaṭāpattikkhandhena.	2	
PA_pvr_1.4:3.1	Saṅgahitavāro niṭṭhito catuttho.	3	
