segmentnr	original	folio	analyzed
PA_atk-vin02_a2:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_atk-vin02_a2:1	Vinayapiṭake	0	
PA_atk-vin02_a2:2	Mahāvagga-aṭṭhakathā	0	
PA_atk-vin02_a2:3	1. Mahākhandhakaṃ	0	
PA_atk-vin02_a2:4	Bodhikathā	0	
PA_atk-vin02_a2:5	Ubhinnaṃ pātimokkhānaṃ, saṅgītisamanantaraṃ;	0	
PA_atk-vin02_a2:6	Saṅgāyiṃsu mahātherā, khandhakaṃ khandhakovidā.	0	
PA_atk-vin02_a2:7	Yaṃ tassa dāni sampatto, yasmā saṃvaṇṇanākkamo;	0	
PA_atk-vin02_a2:8	Tasmā hoti ayaṃ tassa, anuttānatthavaṇṇanā.	0	
PA_atk-vin02_a2:9	Padabhājaniye atthā, yehi yesaṃ pakāsitā;	0	
PA_atk-vin02_a2:10	Te ce puna vadeyyāma, pariyosānaṃ kadā bhave.	1	
PA_atk-vin02_a2:11	Uttānā ceva ye atthā, tesaṃ saṃvaṇṇanāya kiṃ;	1	
PA_atk-vin02_a2:12	Adhippāyānusandhīhi, byañjanena ca ye pana.	1	
PA_atk-vin02_a2:13	Anuttānā na te yasmā, sakkā ñātuṃ avaṇṇitā;	1	
PA_atk-vin02_a2:14	Tesaṃyeva ayaṃ tasmā, hoti saṃvaṇṇanānayoti.	1	
PA_atk-vin02_a2:15_0	1. Tena samayena buddho bhagavā uruvelāyaṃ viharati najjā nerañjarāya tīre bodhirukkhamūle	15	
PA_atk-vin02_a2:15_1	paṭhamābhisambuddhoti ettha kiñcāpi “tena samayena buddho bhagavā verañjāya”ntiādīsu	15	
PA_atk-vin02_a2:15_2	viya karaṇavacane visesakāraṇaṃ natthi, vinayaṃ patvā pana karaṇavacaneneva ayamabhilāpo	15	
PA_atk-vin02_a2:15_3	āropitoti ādito paṭṭhāya āruḷhābhilāpavasenevetaṃ vuttanti veditabbaṃ. Esa nayo aññesupi	15	
PA_atk-vin02_a2:15_4	ito paresu evarūpesu.	15	
PA_atk-vin02_a2:16_0	Kiṃ panetassa vacane payojananti? Pabbajjādīnaṃ vinayakammānaṃ ādito paṭṭhāya nidānadassanaṃ.	16	
PA_atk-vin02_a2:16_1	Yā hi bhagavatā “anujānāmi, bhikkhave, imehi tīhi saraṇagamanehi pabbajjaṃ upasampada”nti	16	
PA_atk-vin02_a2:16_2	evaṃ pabbajjā ceva upasampadā ca anuññātā, yāni ca rājagahādīsu upajjhāyaupajjhāyavattaācariyaācariyavattādīni	16	
PA_atk-vin02_a2:16_3	anuññātāni, tāni abhisambodhiṃ patvā sattasattāhaṃ bodhimaṇḍe vītināmetvā bārāṇasiyaṃ	16	
PA_atk-vin02_a2:16_4	dhammacakkaṃ pavattetvā iminā anukkamena idañcidañca ṭhānaṃ patvā imasmiñca imasmiñca	16	
PA_atk-vin02_a2:16_5	vatthusmiṃ paññattānīti evametesaṃ pabbajjādīnaṃ vinayakammānaṃ ādito paṭṭhāya nidānadassanaṃ	16	
PA_atk-vin02_a2:16_6	etassa vacane payojananti veditabbaṃ.	16	
PA_atk-vin02_a2:17_0	Tattha uruvelāyanti mahāvelāyaṃ; mahante vālikarāsimhīti attho. Atha vā “urū”ti vālikā	17	
