segmentnr	original	analyzed
PA_kv_3.3:0.1	Kathāvatthu	kathāvatthu 
PA_kv_3.3:0.2	Mahāpaṇṇāsaka	mahāpaṇṇāsaka 
PA_kv_3.3:0.3	Tatiyavagga	tatiya vagga 
PA_kv_3.3:0.4	Vimuttikathā	vimutti kathā 
PA_kv_3.3:1.1	Sarāgaṁ cittaṁ vimuccatīti?	sa rāgam cittam vimuccati iti 
PA_kv_3.3:1.2	Āmantā.	āmantā 
PA_kv_3.3:1.3_0	Rāgasahagataṁ rāgasahajātaṁ rāgasaṁsaṭṭhaṁ rāgasampayuttaṁ rāgasahabhu rāgānuparivatti	rāga sahagatam rāga sahajātam rāga sasaṭṭham rāga sampayuttam rāga sahabhu rāga anuparivatti 
PA_kv_3.3:1.3_1	akusalaṁ lokiyaṁ sāsavaṁ saṁyojaniyaṁ ganthaniyaṁ oghaniyaṁ yoganiyaṁ nīvaraṇiyaṁ	akusalam lokiyam sa āsavam sayojaniyam ganthaniyam oghaniyam yoganiyam nīvaraṇiya 
PA_kv_3.3:1.3_2	parāmaṭṭhaṁ upādāniyaṁ saṅkilesiyaṁ cittaṁ vimuccatīti?	parāmaṭṭham upādāniyam saṅkilesiyam cittam vimuccati iti 
PA_kv_3.3:1.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:2.1	Saphassaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:2.2	Āmantā.	āmantā 
PA_kv_3.3:2.3	Sarāgaṁ cittaṁ vimuccati, rāgo ca cittañca ubho vimuccantīti?	sa rāgam cittam vimuccati rāgaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:2.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:3.1	Savedanaṁ …pe…	sa vedanam pe 
PA_kv_3.3:3.2	sasaññaṁ …pe…	sa saññam pe 
PA_kv_3.3:3.3	sacetanaṁ …pe…	sa cetanam pe 
PA_kv_3.3:3.4	sapaññaṁ cittaṁ vimuccati, paññā ca cittañca ubho vimuccantīti?	sa paññam cittam vimuccati paññā ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:3.5	Āmantā.	āmantā 
PA_kv_3.3:3.6	Sarāgaṁ cittaṁ vimuccati, rāgo ca cittañca ubho vimuccantīti?	sa rāgam cittam vimuccati rāgaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:3.7	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:4.1	Saphassaṁ sarāgaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam sa rāgam cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:4.2	Āmantā.	āmantā 
PA_kv_3.3:4.3	Rāgo ca cittañca ubho vimuccantīti?	rāgaḥ ca cittañca ubho vimuccanti iti 
PA_kv_3.3:4.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:5.1	Savedanaṁ sarāgaṁ …pe…	sa vedanam sa rāgam pe 
PA_kv_3.3:5.2	sasaññaṁ sarāgaṁ …pe…	sa saññam sa rāgam pe 
PA_kv_3.3:5.3	sacetanaṁ sarāgaṁ …pe…	sa cetanam sa rāgam pe 
PA_kv_3.3:5.4	sapaññaṁ sarāgaṁ cittaṁ vimuccati, paññā ca cittañca ubho vimuccantīti?	sa paññam sa rāgam cittam vimuccati paññā ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:5.5	Āmantā.	āmantā 
PA_kv_3.3:5.6	Rāgo ca cittañca ubho vimuccantīti?	rāgaḥ ca cittañca ubho vimuccanti iti 
PA_kv_3.3:5.7	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:6.1	Sadosaṁ cittaṁ vimuccatīti?	sa dosam cittam vimuccati iti 
PA_kv_3.3:6.2	Āmantā.	āmantā 
PA_kv_3.3:6.3	Dosasahagataṁ dosasahajātaṁ dosasaṁsaṭṭhaṁ dosasampayuttaṁ dosasahabhu dosānuparivatti akusalaṁ lokiyaṁ sāsavaṁ …pe… saṅkilesiyaṁ cittaṁ vimuccatīti?	dosa sahagatam dosa sahajātam dosa sasaṭṭham dosa sampayuttam dosa sahabhu dosa anuparivatti akusalam lokiyam sa āsavam pe saṅkilesiyam cittam vimuccati iti 
PA_kv_3.3:6.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:7.1	Saphassaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:7.2	Āmantā.	āmantā 
PA_kv_3.3:7.3	Sadosaṁ cittaṁ vimuccati, doso ca cittañca ubho vimuccantīti?	sa dosam cittam vimuccati doso ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:7.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:8.1	Savedanaṁ …pe…	sa vedanam pe 
PA_kv_3.3:8.2	sasaññaṁ …pe…	sa saññam pe 
PA_kv_3.3:8.3	sacetanaṁ …pe…	sa cetanam pe 
PA_kv_3.3:8.4	sapaññaṁ cittaṁ vimuccati, paññā ca cittañca ubho vimuccantīti?	sa paññam cittam vimuccati paññā ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:8.5	Āmantā.	āmantā 
PA_kv_3.3:8.6	Sadosaṁ cittaṁ vimuccati, doso ca cittañca ubho vimuccantīti?	sa dosam cittam vimuccati doso ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:8.7	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:9.1	Saphassaṁ sadosaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam sa dosam cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:9.2	Āmantā.	āmantā 
PA_kv_3.3:9.3	Sadosaṁ cittaṁ vimuccati, doso ca cittañca ubho vimuccantīti?	sa dosam cittam vimuccati doso ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:9.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:10.1	Savedanaṁ sadosaṁ …	sa vedanam sa dosam 
PA_kv_3.3:10.2	sasaññaṁ sadosaṁ …	sa saññam sa dosam 
PA_kv_3.3:10.3	sacetanaṁ sadosaṁ …	sa cetanam sa dosam 
PA_kv_3.3:10.4	sapaññaṁ sadosaṁ cittaṁ vimuccati, paññā ca cittañca ubho vimuccantīti?	sa paññam sa dosam cittam vimuccati paññā ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:10.5	Āmantā.	āmantā 
PA_kv_3.3:10.6	Doso ca cittañca ubho vimuccantīti?	doso ca cittañca ubho vimuccanti iti 
PA_kv_3.3:10.7	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:11.1	Samohaṁ cittaṁ vimuccatīti?	sa moham cittam vimuccati iti 
PA_kv_3.3:11.2	Āmantā.	āmantā 
PA_kv_3.3:11.3	Mohasahagataṁ mohasahajātaṁ mohasaṁsaṭṭhaṁ mohasampayuttaṁ mohasahabhu mohānuparivatti akusalaṁ lokiyaṁ sāsavaṁ …pe… saṅkilesiyaṁ cittaṁ vimuccatīti?	moha sahagatam moha sahajātam moha sasaṭṭham moha sampayuttam moha sahabhu moha anuparivatti akusalam lokiyam sa āsavam pe saṅkilesiyam cittam vimuccati iti 
PA_kv_3.3:11.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:12.1	Saphassaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:12.2	Āmantā.	āmantā 
PA_kv_3.3:12.3	Samohaṁ cittaṁ vimuccati, moho ca cittañca ubho vimuccantīti?	sa moham cittam vimuccati moho ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:12.4	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:13.1	Savedanaṁ …	sa vedanam 
PA_kv_3.3:13.2	sasaññaṁ …	sa saññam 
PA_kv_3.3:13.3	sacetanaṁ …	sa cetanam 
PA_kv_3.3:13.4	sapaññaṁ cittaṁ vimuccati, paññā ca cittañca ubho vimuccantīti?	sa paññam cittam vimuccati paññā ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:13.5	Āmantā.	āmantā 
PA_kv_3.3:13.6	Samohaṁ cittaṁ vimuccati, moho ca cittañca ubho vimuccantīti?	sa moham cittam vimuccati moho ca cittam ca ubho vimuccanti iti 
PA_kv_3.3:13.7	Na hevaṁ vattabbe …pe….	na ha ivam vattabbe pe 
PA_kv_3.3:14.1	Saphassaṁ samohaṁ cittaṁ vimuccati, phasso ca cittañca ubho vimuccantīti?	sa phassam sa moham cittam vimuccati phassaḥ ca cittam ca ubho vimuccanti iti 
