segmentnr	original	folio	analyzed
PA_cp_24:0.1	Cariyāpiṭaka	0	
PA_cp_24:0.2	Yudhañjayavagga	0	
PA_cp_24:0.3	Nekkhammapāramī 4	0	
PA_cp_24:0.4	Bhisacariya	0	
PA_cp_24:1.1	“Punāparaṁ yadā homi,	1	
PA_cp_24:1.2	kāsīnaṁ puravaruttame;	1	
PA_cp_24:1.3	Bhaginī ca bhātaro satta,	1	
PA_cp_24:1.4	nibbattā sotthiye kule.	1	
PA_cp_24:2.1	Etesaṁ pubbajo āsiṁ,	2	
PA_cp_24:2.2	hirīsukkamupāgato;	2	
PA_cp_24:2.3	Bhavaṁ disvāna bhayato,	2	
PA_cp_24:2.4	nekkhammābhirato ahaṁ.	2	
PA_cp_24:3.1	Mātāpitūhi pahitā,	3	
PA_cp_24:3.2	sahāyā ekamānasā;	3	
PA_cp_24:3.3	Kāmehi maṁ nimantenti,	3	
PA_cp_24:3.4	‘kulavaṁsaṁ dharehi’ti.	3	
PA_cp_24:4.1	Yaṁ tesaṁ vacanaṁ vuttaṁ,	4	
PA_cp_24:4.2	gihīdhamme sukhāvahaṁ;	4	
PA_cp_24:4.3	Taṁ me ahosi kaṭhinaṁ,	4	
PA_cp_24:4.4	tattaphālasamaṁ viya.	4	
PA_cp_24:5.1	Te maṁ tadā ukkhipantaṁ,	5	
PA_cp_24:5.2	pucchiṁsu patthitaṁ mama;	5	
PA_cp_24:5.3	‘Kiṁ tvaṁ patthayase samma,	5	
PA_cp_24:5.4	yadi kāme na bhuñjasi’.	5	
PA_cp_24:6.1	Tesāhaṁ evamavacaṁ,	6	
PA_cp_24:6.2	atthakāmo hitesinaṁ;	6	
PA_cp_24:6.3	‘Nāhaṁ patthemi gihībhāvaṁ,	6	
PA_cp_24:6.4	nekkhammābhirato ahaṁ’.	6	
PA_cp_24:7.1	Te mayhaṁ vacanaṁ sutvā,	7	
PA_cp_24:7.2	pitu mātu ca sāvayuṁ;	7	
PA_cp_24:7.3	Mātāpitā evamāhu,	7	
PA_cp_24:7.4	‘sabbeva pabbajāma bho’.	7	
PA_cp_24:8.1	Ubho mātāpitā mayhaṁ,	8	
PA_cp_24:8.2	bhaginī ca satta bhātaro;	8	
PA_cp_24:8.3	Amitadhanaṁ chaḍḍayitvā,	8	
PA_cp_24:8.4	pāvisimhā mahāvanan”ti.	8	
PA_cp_24:9.1	Bhisacariyaṁ catutthaṁ.	9	
