segmentnr	original	folio	analyzed
PA_thig_5.9:0.1	Therīgāthā 5.9	0	
PA_thig_5.9:0.2	Pañcakanipāta	0	
PA_thig_5.9:0.3	Bhaddākuṇḍalakesātherīgāthā	0	
PA_thig_5.9:1.1	“Lūnakesī paṅkadharī,	1	
PA_thig_5.9:1.2	ekasāṭī pure cariṁ;	1	
PA_thig_5.9:1.3	Avajje vajjamatinī,	1	
PA_thig_5.9:1.4	vajje cāvajjadassinī.	1	
PA_thig_5.9:2.1	Divāvihārā nikkhamma,	2	
PA_thig_5.9:2.2	gijjhakūṭamhi pabbate;	2	
PA_thig_5.9:2.3	Addasaṁ virajaṁ buddhaṁ,	2	
PA_thig_5.9:2.4	bhikkhusaṅghapurakkhataṁ.	2	
PA_thig_5.9:3.1	Nihacca jāṇuṁ vanditvā,	3	
PA_thig_5.9:3.2	sammukhā añjaliṁ akaṁ;	3	
PA_thig_5.9:3.3	‘Ehi bhadde’ti maṁ avaca,	3	
PA_thig_5.9:3.4	sā me āsūpasampadā.	3	
PA_thig_5.9:4.1	Ciṇṇā aṅgā ca magadhā,	4	
PA_thig_5.9:4.2	vajjī kāsī ca kosalā;	4	
PA_thig_5.9:4.3	Anaṇā paṇṇāsa vassāni,	4	
PA_thig_5.9:4.4	raṭṭhapiṇḍaṁ abhuñjahaṁ.	4	
PA_thig_5.9:5.1	Puññaṁ vata pasavi bahuṁ,	5	
PA_thig_5.9:5.2	Sappañño vatāyaṁ upāsako;	5	
PA_thig_5.9:5.3	Yo bhaddāya cīvaraṁ adāsi,	5	
PA_thig_5.9:5.4	Vippamuttāya sabbaganthehī”ti.	5	
PA_thig_5.9:6.1	… Bhaddā kuṇḍalakesā therī ….	6	
