segmentnr	original	folio	analyzed
PA_mn_122:0.1	Majjhima Nikāya 122	0	
PA_mn_122:0.2	Mahāsuññatasutta	0	
PA_mn_122:1.1	Evaṁ me sutaṁ—	1	
PA_mn_122:1.2	ekaṁ samayaṁ bhagavā sakkesu viharati kapilavatthusmiṁ nigrodhārāme.	1	
PA_mn_122:2.1	Atha kho bhagavā pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya kapilavatthuṁ piṇḍāya pāvisi.	2	
PA_mn_122:2.2	Kapilavatthusmiṁ piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena kāḷakhemakassa sakkassa vihāro tenupasaṅkami divāvihārāya.	2	
PA_mn_122:2.3	Tena kho pana samayena kāḷakhemakassa sakkassa vihāre sambahulāni senāsanāni paññattāni honti.	2	
PA_mn_122:2.4	Addasā kho bhagavā kāḷakhemakassa sakkassa vihāre sambahulāni senāsanāni paññattāni.	2	
PA_mn_122:2.5	Disvāna bhagavato etadahosi:	2	
PA_mn_122:2.6	“sambahulāni kho kāḷakhemakassa sakkassa vihāre senāsanāni paññattāni.	2	
PA_mn_122:2.7	Sambahulā nu kho idha bhikkhū viharantī”ti.	2	
PA_mn_122:2.8	Tena kho pana samayena āyasmā ānando sambahulehi bhikkhūhi saddhiṁ ghaṭāya sakkassa vihāre cīvarakammaṁ karoti.	2	
PA_mn_122:2.9	Atha kho bhagavā sāyanhasamayaṁ paṭisallānā vuṭṭhito yena ghaṭāya sakkassa vihāro tenupasaṅkami; upasaṅkamitvā paññatte āsane nisīdi.	2	
PA_mn_122:2.10	Nisajja kho bhagavā āyasmantaṁ ānandaṁ āmantesi:	2	
PA_mn_122:2.11	“sambahulāni kho, ānanda, kāḷakhemakassa sakkassa vihāre senāsanāni paññattāni.	2	
PA_mn_122:2.12	Sambahulā nu kho ettha bhikkhū viharantī”ti?	2	
PA_mn_122:2.13	“Sambahulāni, bhante, kāḷakhemakassa sakkassa vihāre senāsanāni paññattāni.	2	
PA_mn_122:2.14	Sambahulā bhikkhū ettha viharanti.	2	
PA_mn_122:2.15	Cīvarakārasamayo no, bhante, vattatī”ti.	2	
PA_mn_122:3.1	“Na kho, ānanda, bhikkhu sobhati saṅgaṇikārāmo saṅgaṇikarato saṅgaṇikārāmataṁ anuyutto gaṇārāmo gaṇarato gaṇasammudito.	3	
PA_mn_122:3.2_0	So vatānanda, bhikkhu saṅgaṇikārāmo saṅgaṇikarato saṅgaṇikārāmataṁ anuyutto gaṇārāmo	3	
