segmentnr	original	folio	analyzed
PA_mn_5:0.1	Majjhima Nikāya 5	0	
PA_mn_5:0.2	Anaṅgaṇasutta	0	
PA_mn_5:1.1	Evaṁ me sutaṁ—	1	
PA_mn_5:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_5:1.3	Tatra kho āyasmā sāriputto bhikkhū āmantesi:	1	
PA_mn_5:1.4	“āvuso bhikkhave”ti.	1	
PA_mn_5:1.5	“Āvuso”ti kho te bhikkhū āyasmato sāriputtassa paccassosuṁ.	1	
PA_mn_5:1.6	Āyasmā sāriputto etadavoca:	1	
PA_mn_5:2.1	“Cattārome, āvuso, puggalā santo saṁvijjamānā lokasmiṁ.	2	
PA_mn_5:2.2	Katame cattāro?	2	
PA_mn_5:2.3	Idhāvuso, ekacco puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ nappajānāti.	2	
PA_mn_5:2.4	Idha panāvuso, ekacco puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ pajānāti.	2	
PA_mn_5:2.5	Idhāvuso, ekacco puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ nappajānāti.	2	
PA_mn_5:2.6	Idha panāvuso, ekacco puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ pajānāti.	2	
PA_mn_5:2.7	Tatrāvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ nappajānāti, ayaṁ imesaṁ dvinnaṁ puggalānaṁ sāṅgaṇānaṁyeva sataṁ hīnapuriso akkhāyati.	2	
PA_mn_5:2.8	Tatrāvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ pajānāti, ayaṁ imesaṁ dvinnaṁ puggalānaṁ sāṅgaṇānaṁyeva sataṁ seṭṭhapuriso akkhāyati.	2	
PA_mn_5:2.9	Tatrāvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ nappajānāti, ayaṁ imesaṁ dvinnaṁ puggalānaṁ anaṅgaṇānaṁyeva sataṁ hīnapuriso akkhāyati.	2	
PA_mn_5:2.10	Tatrāvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ pajānāti, ayaṁ imesaṁ dvinnaṁ puggalānaṁ anaṅgaṇānaṁyeva sataṁ seṭṭhapuriso akkhāyatī”ti.	2	
PA_mn_5:3.1	Evaṁ vutte, āyasmā mahāmoggallāno āyasmantaṁ sāriputtaṁ etadavoca:	3	
PA_mn_5:3.2	“Ko nu kho, āvuso sāriputta, hetu ko paccayo yenimesaṁ dvinnaṁ puggalānaṁ sāṅgaṇānaṁyeva sataṁ eko hīnapuriso akkhāyati, eko seṭṭhapuriso akkhāyati?	3	
PA_mn_5:3.3	Ko panāvuso sāriputta, hetu ko paccayo yenimesaṁ dvinnaṁ puggalānaṁ anaṅgaṇānaṁyeva sataṁ eko hīnapuriso akkhāyati, eko seṭṭhapuriso akkhāyatī”ti?	3	
PA_mn_5:4.1_0	“Tatrāvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ	4	
PA_mn_5:4.1_1	nappajānāti, tassetaṁ pāṭikaṅkhaṁ—na chandaṁ janessati na vāyamissati na vīriyaṁ	4	
PA_mn_5:4.1_2	ārabhissati tassaṅgaṇassa pahānāya;	4	
PA_mn_5:4.2	so sarāgo sadoso samoho sāṅgaṇo saṅkiliṭṭhacitto kālaṁ karissati.	4	
PA_mn_5:4.3	Seyyathāpi, āvuso, kaṁsapāti ābhatā āpaṇā vā kammārakulā vā rajena ca malena ca pariyonaddhā.	4	
PA_mn_5:4.4	Tamenaṁ sāmikā na ceva paribhuñjeyyuṁ na ca pariyodapeyyuṁ, rajāpathe ca naṁ nikkhipeyyuṁ.	4	
PA_mn_5:4.5	Evañhi sā, āvuso, kaṁsapāti aparena samayena saṅkiliṭṭhatarā assa malaggahitā”ti?	4	
PA_mn_5:4.6	“Evamāvuso”ti.	4	
PA_mn_5:4.7_0	“Evameva kho, āvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti	4	
PA_mn_5:4.7_1	yathābhūtaṁ nappajānāti, tassetaṁ pāṭikaṅkhaṁ—na chandaṁ janessati na vāyamissati	4	
PA_mn_5:4.7_2	na vīriyaṁ ārabhissati tassaṅgaṇassa pahānāya;	4	
PA_mn_5:4.8	so sarāgo sadoso samoho sāṅgaṇo saṅkiliṭṭhacitto kālaṁ karissati.	4	
PA_mn_5:5.1_0	Tatrāvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ	5	
PA_mn_5:5.1_1	pajānāti, tassetaṁ pāṭikaṅkhaṁ—chandaṁ janessati vāyamissati vīriyaṁ ārabhissati	5	
PA_mn_5:5.1_2	tassaṅgaṇassa pahānāya;	5	
PA_mn_5:5.2	so arāgo adoso amoho anaṅgaṇo asaṅkiliṭṭhacitto kālaṁ karissati.	5	
PA_mn_5:5.3	Seyyathāpi, āvuso, kaṁsapāti ābhatā āpaṇā vā kammārakulā vā rajena ca malena ca pariyonaddhā.	5	
PA_mn_5:5.4	Tamenaṁ sāmikā paribhuñjeyyuñceva pariyodapeyyuñca, na ca naṁ rajāpathe nikkhipeyyuṁ.	5	
PA_mn_5:5.5	Evañhi sā, āvuso, kaṁsapāti aparena samayena parisuddhatarā assa pariyodātā”ti?	5	
PA_mn_5:5.6	“Evamāvuso”ti.	5	
PA_mn_5:5.7_0	“Evameva kho, āvuso, yvāyaṁ puggalo sāṅgaṇova samāno ‘atthi me ajjhattaṁ aṅgaṇan’ti	5	
PA_mn_5:5.7_1	yathābhūtaṁ pajānāti, tassetaṁ pāṭikaṅkhaṁ—chandaṁ janessati vāyamissati vīriyaṁ	5	
PA_mn_5:5.7_2	ārabhissati tassaṅgaṇassa pahānāya;	5	
PA_mn_5:5.8	so arāgo adoso amoho anaṅgaṇo asaṅkiliṭṭhacitto kālaṁ karissati.	5	
PA_mn_5:6.1_0	Tatrāvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ	6	
PA_mn_5:6.1_1	nappajānāti, tassetaṁ pāṭikaṅkhaṁ—subhanimittaṁ manasi karissati, tassa subhanimittassa	6	
PA_mn_5:6.1_2	manasikārā rāgo cittaṁ anuddhaṁsessati;	6	
PA_mn_5:6.2	so sarāgo sadoso samoho sāṅgaṇo saṅkiliṭṭhacitto kālaṁ karissati.	6	
PA_mn_5:6.3	Seyyathāpi, āvuso, kaṁsapāti ābhatā āpaṇā vā kammārakulā vā parisuddhā pariyodātā.	6	
PA_mn_5:6.4	Tamenaṁ sāmikā na ceva paribhuñjeyyuṁ na ca pariyodapeyyuṁ, rajāpathe ca naṁ nikkhipeyyuṁ.	6	
PA_mn_5:6.5	Evañhi sā, āvuso, kaṁsapāti aparena samayena saṅkiliṭṭhatarā assa malaggahitā”ti?	6	
PA_mn_5:6.6	“Evamāvuso”ti.	6	
PA_mn_5:6.7_0	“Evameva kho, āvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti	6	
PA_mn_5:6.7_1	yathābhūtaṁ nappajānāti, tassetaṁ pāṭikaṅkhaṁ—subhanimittaṁ manasi karissati, tassa	6	
PA_mn_5:6.7_2	subhanimittassa manasikārā rāgo cittaṁ anuddhaṁsessati;	6	
PA_mn_5:6.8	so sarāgo sadoso samoho sāṅgaṇo saṅkiliṭṭhacitto kālaṁ karissati.	6	
PA_mn_5:7.1_0	Tatrāvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti yathābhūtaṁ	7	
PA_mn_5:7.1_1	pajānāti, tassetaṁ pāṭikaṅkhaṁ—subhanimittaṁ na manasi karissati, tassa subhanimittassa	7	
PA_mn_5:7.1_2	amanasikārā rāgo cittaṁ nānuddhaṁsessati;	7	
PA_mn_5:7.2	so arāgo adoso amoho anaṅgaṇo asaṅkiliṭṭhacitto kālaṁ karissati.	7	
PA_mn_5:7.3	Seyyathāpi, āvuso, kaṁsapāti ābhatā āpaṇā vā kammārakulā vā parisuddhā pariyodātā.	7	
PA_mn_5:7.4	Tamenaṁ sāmikā paribhuñjeyyuñceva pariyodapeyyuñca, na ca naṁ rajāpathe nikkhipeyyuṁ.	7	
PA_mn_5:7.5	Evañhi sā, āvuso, kaṁsapāti aparena samayena parisuddhatarā assa pariyodātā”ti?	7	
PA_mn_5:7.6	“Evamāvuso”ti.	7	
PA_mn_5:7.7_0	“Evameva kho, āvuso, yvāyaṁ puggalo anaṅgaṇova samāno ‘natthi me ajjhattaṁ aṅgaṇan’ti	7	
PA_mn_5:7.7_1	yathābhūtaṁ pajānāti, tassetaṁ pāṭikaṅkhaṁ—subhanimittaṁ na manasi karissati, tassa	7	
PA_mn_5:7.7_2	subhanimittassa amanasikārā rāgo cittaṁ nānuddhaṁsessati;	7	
PA_mn_5:7.8	so arāgo adoso amoho anaṅgaṇo asaṅkiliṭṭhacitto kālaṁ karissati.	7	
PA_mn_5:8.1	Ayaṁ kho, āvuso moggallāna, hetu ayaṁ paccayo yenimesaṁ dvinnaṁ puggalānaṁ sāṅgaṇānaṁyeva sataṁ eko hīnapuriso akkhāyati, eko seṭṭhapuriso akkhāyati.	8	
PA_mn_5:8.2	Ayaṁ panāvuso moggallāna, hetu ayaṁ paccayo yenimesaṁ dvinnaṁ puggalānaṁ anaṅgaṇānaṁyeva sataṁ eko hīnapuriso akkhāyati, eko seṭṭhapuriso akkhāyatī”ti.	8	
PA_mn_5:9.1	“Aṅgaṇaṁ aṅgaṇanti, āvuso, vuccati.	9	
PA_mn_5:9.2	Kissa nu kho etaṁ, āvuso, adhivacanaṁ yadidaṁ aṅgaṇan”ti?	9	
PA_mn_5:9.3	“Pāpakānaṁ kho etaṁ, āvuso, akusalānaṁ icchāvacarānaṁ adhivacanaṁ, yadidaṁ aṅgaṇan”ti.	9	
PA_mn_5:10.1	“Ṭhānaṁ kho panetaṁ, āvuso, vijjati yaṁ idhekaccassa bhikkhuno evaṁ icchā uppajjeyya:	10	
PA_mn_5:10.2	‘āpattiñca vata āpanno assaṁ, na ca maṁ bhikkhū jāneyyuṁ āpattiṁ āpanno’ti.	10	
PA_mn_5:10.3	Ṭhānaṁ kho panetaṁ, āvuso, vijjati yaṁ taṁ bhikkhuṁ bhikkhū jāneyyuṁ:	10	
PA_mn_5:10.4	‘āpattiṁ āpanno’ti.	10	
PA_mn_5:10.5	‘Jānanti maṁ bhikkhū āpattiṁ āpanno’ti—	10	
PA_mn_5:10.6	iti so kupito hoti appatīto.	10	
PA_mn_5:10.7	Yo ceva kho, āvuso, kopo yo ca appaccayo—	10	
PA_mn_5:10.8	ubhayametaṁ aṅgaṇaṁ.	10	
PA_mn_5:11.1	Ṭhānaṁ kho panetaṁ, āvuso, vijjati yaṁ idhekaccassa bhikkhuno evaṁ icchā uppajjeyya:	11	
