segmentnr	original	folio	analyzed
PA_atk-s05_14a3:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_atk-s05_14a3:1	Khuddakanikāye	0	
PA_atk-s05_14a3:2	Jātaka-aṭṭhakathā	0	
PA_atk-s05_14a3:3	(Sattamo bhāgo)	0	
PA_atk-s05_14a3:4	22. Mahānipāto	0	
PA_atk-s05_14a3:6	[543] 6. Bhūridattajātakavaṇṇanā	0	
PA_atk-s05_14a3:7	Nagarakaṇḍaṃ	0	
PA_atk-s05_14a3:8_0	Yaṃ kiñci ratanaṃ atthīti idaṃ satthā sāvatthiṃ upanissāya jetavane viharanto uposathike	8	
PA_atk-s05_14a3:8_1	upāsake ārabbha kathesi. Te kira uposathadivase pātova uposathaṃ adhiṭṭhāya dānaṃ	8	
PA_atk-s05_14a3:8_2	datvā pacchābhattaṃ gandhamālādihatthā jetavanaṃ gantvā dhammassavanavelāya ekamantaṃ	8	
PA_atk-s05_14a3:8_3	nisīdiṃsu. Satthā dhammasabhaṃ āgantvā alaṅkatabuddhāsane nisīditvā bhikkhusaṅghaṃ	8	
PA_atk-s05_14a3:8_4	oloketvā bhikkhuādīsu pana ye ārabbha dhammakathā samuṭṭhāti, tehi saddhiṃ tathāgatā	8	
PA_atk-s05_14a3:8_5	sallapanti, tasmā ajja upāsake ārabbha pubbacariyappaṭisaṃyuttā dhammakathā samuṭṭhahissatīti	8	
PA_atk-s05_14a3:8_6	ñatvā upāsakehi saddhiṃ sallapanto “uposathikattha, upāsakā”ti upāsake pucchitvā	8	
PA_atk-s05_14a3:8_7	“āma, bhante”ti vutte “sādhu, upāsakā, kalyāṇaṃ vo kataṃ, apica anacchariyaṃ kho	8	
PA_atk-s05_14a3:8_8	panetaṃ, yaṃ tumhe mādisaṃ buddhaṃ ovādadāyakaṃ ācariyaṃ labhantā uposathaṃ kareyyātha.	8	
PA_atk-s05_14a3:8_9	Porāṇapaṇḍitā pana anācariyakāpi mahantaṃ yasaṃ pahāya uposathaṃ kariṃsuyevā”ti vatvā	8	
PA_atk-s05_14a3:8_10	tehi yācito atītaṃ āhari.	81	
PA_atk-s05_14a3:9_0	Atīte bārāṇasiyaṃ brahmadatto nāma rājā rajjaṃ kārento puttassa uparajjaṃ datvā tassa	9	
PA_atk-s05_14a3:9_1	mahantaṃ yasaṃ disvā “rajjampi me gaṇheyyā”ti uppannāsaṅko “tāta, tvaṃ ito nikkhamitvā	9	
PA_atk-s05_14a3:9_2	yattha te ruccati, tattha vasitvā mama accayena kulasantakaṃ rajjaṃ gaṇhāhī”ti āha.	9	
PA_atk-s05_14a3:9_3	So “sādhū”ti sampaṭicchitvā pitaraṃ vanditvā nikkhamitvā anupubbena yamunaṃ gantvā	9	
PA_atk-s05_14a3:9_4	yamunāya ca samuddassa ca pabbatassa ca antare paṇṇasālaṃ māpetvā vanamūlaphalāhāro	9	
