segmentnr	original	folio	analyzed
PA_mn_137:0.1	Majjhima Nikāya 137	0	
PA_mn_137:0.2	Saḷāyatanavibhaṅgasutta	0	
PA_mn_137:1.1	Evaṁ me sutaṁ—	1	
PA_mn_137:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_137:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_137:1.4	“bhikkhavo”ti.	1	
PA_mn_137:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_137:1.6	Bhagavā etadavoca:	1	
PA_mn_137:2.1	“saḷāyatanavibhaṅgaṁ vo, bhikkhave, desessāmi.	2	
PA_mn_137:2.2	Taṁ suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti.	2	
PA_mn_137:2.3	“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ.	2	
PA_mn_137:2.4	Bhagavā etadavoca:	2	
PA_mn_137:3.1_0	“‘Cha ajjhattikāni āyatanāni veditabbāni, cha bāhirāni āyatanāni veditabbāni, cha	3	
PA_mn_137:3.1_1	viññāṇakāyā veditabbā, cha phassakāyā veditabbā, aṭṭhārasa manopavicārā veditabbā,	3	
PA_mn_137:3.1_2	chattiṁsa sattapadā veditabbā, tatra idaṁ nissāya idaṁ pajahatha, tayo satipaṭṭhānā	3	
PA_mn_137:3.1_3	yadariyo sevati yadariyo sevamāno satthā gaṇamanusāsitumarahati, so vuccati yoggācariyānaṁ	3	
PA_mn_137:3.1_4	anuttaro purisadammasārathī’ti—	3	
PA_mn_137:3.2	ayamuddeso saḷāyatanavibhaṅgassa.	3	
PA_mn_137:4.1	‘Cha ajjhattikāni āyatanāni veditabbānī’ti—	4	
PA_mn_137:4.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	4	
PA_mn_137:4.3	‘Cakkhāyatanaṁ sotāyatanaṁ ghānāyatanaṁ jivhāyatanaṁ kāyāyatanaṁ manāyatanaṁ—	4	
PA_mn_137:4.4	cha ajjhattikāni āyatanāni veditabbānī’ti—	4	
PA_mn_137:4.5	iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ.	4	
PA_mn_137:5.1	‘Cha bāhirāni āyatanāni veditabbānī’ti—	5	
PA_mn_137:5.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	5	
PA_mn_137:5.3	‘Rūpāyatanaṁ saddāyatanaṁ gandhāyatanaṁ rasāyatanaṁ phoṭṭhabbāyatanaṁ dhammāyatanaṁ—	5	
PA_mn_137:5.4	cha bāhirāni āyatanāni veditabbānī’ti—	5	
PA_mn_137:5.5	iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ.	5	
PA_mn_137:6.1	‘Cha viññāṇakāyā veditabbā’ti—	6	
PA_mn_137:6.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	6	
PA_mn_137:6.3	‘Cakkhuviññāṇaṁ sotaviññāṇaṁ ghānaviññāṇaṁ jivhāviññāṇaṁ kāyaviññāṇaṁ manoviññāṇaṁ—	6	
PA_mn_137:6.4	cha viññāṇakāyā veditabbā’ti—	6	
PA_mn_137:6.5	iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ.	6	
PA_mn_137:7.1	‘Cha phassakāyā veditabbā’ti—	7	
PA_mn_137:7.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	7	
PA_mn_137:7.3	‘Cakkhusamphasso sotasamphasso ghānasamphasso jivhāsamphasso kāyasamphasso manosamphasso—	7	
PA_mn_137:7.4	cha phassakāyā veditabbā’ti—	7	
PA_mn_137:7.5	iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ.	7	
PA_mn_137:8.1	‘Aṭṭhārasa manopavicārā veditabbā’ti—	8	
PA_mn_137:8.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	8	
PA_mn_137:8.3	‘Cakkhunā rūpaṁ disvā somanassaṭṭhānīyaṁ rūpaṁ upavicarati, domanassaṭṭhānīyaṁ rūpaṁ upavicarati, upekkhāṭṭhānīyaṁ rūpaṁ upavicarati.	8	
PA_mn_137:8.4	Sotena saddaṁ sutvā …pe…	8	
PA_mn_137:8.5	ghānena gandhaṁ ghāyitvā …	8	
PA_mn_137:8.6	jivhāya rasaṁ sāyitvā …	8	
PA_mn_137:8.7	kāyena phoṭṭhabbaṁ phusitvā …	8	
PA_mn_137:8.8	manasā dhammaṁ viññāya somanassaṭṭhānīyaṁ dhammaṁ upavicarati, domanassaṭṭhānīyaṁ dhammaṁ upavicarati, upekkhāṭṭhānīyaṁ dhammaṁ upavicarati.	8	
PA_mn_137:8.9	Iti cha somanassūpavicārā, cha domanassūpavicārā, cha upekkhūpavicārā, aṭṭhārasa manopavicārā veditabbā’ti—	8	
PA_mn_137:8.10	iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ.	8	
PA_mn_137:9.1	‘Chattiṁsa sattapadā veditabbā’ti—	9	
PA_mn_137:9.2	iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ?	9	
PA_mn_137:9.3	Cha gehasitāni somanassāni, cha nekkhammasitāni somanassāni, cha gehasitāni domanassāni, cha nekkhammasitāni domanassāni, cha gehasitā upekkhā, cha nekkhammasitā upekkhā.	9	
PA_mn_137:10.1	Tattha katamāni cha gehasitāni somanassāni?	10	
PA_mn_137:10.2_0	Cakkhuviññeyyānaṁ rūpānaṁ iṭṭhānaṁ kantānaṁ manāpānaṁ manoramānaṁ lokāmisapaṭisaṁyuttānaṁ	10	
PA_mn_137:10.2_1	paṭilābhaṁ vā paṭilābhato samanupassato pubbe vā paṭiladdhapubbaṁ atītaṁ niruddhaṁ	10	
PA_mn_137:10.2_2	vipariṇataṁ samanussarato uppajjati somanassaṁ.	10	
PA_mn_137:10.3	Yaṁ evarūpaṁ somanassaṁ idaṁ vuccati gehasitaṁ somanassaṁ.	10	
PA_mn_137:10.4	Sotaviññeyyānaṁ saddānaṁ …	10	
PA_mn_137:10.5	ghānaviññeyyānaṁ gandhānaṁ …	10	
PA_mn_137:10.6	jivhāviññeyyānaṁ rasānaṁ …	10	
PA_mn_137:10.7	kāyaviññeyyānaṁ phoṭṭhabbānaṁ …	10	
PA_mn_137:10.8	manoviññeyyānaṁ dhammānaṁ iṭṭhānaṁ kantānaṁ manāpānaṁ …pe… somanassaṁ.	10	
PA_mn_137:10.9	Yaṁ evarūpaṁ somanassaṁ idaṁ vuccati gehasitaṁ somanassaṁ.	10	
PA_mn_137:10.10	Imāni cha gehasitāni somanassāni.	10	
PA_mn_137:11.1	Tattha katamāni cha nekkhammasitāni somanassāni?	11	
PA_mn_137:11.2_0	Rūpānaṁ tveva aniccataṁ viditvā vipariṇāmavirāganirodhaṁ, ‘pubbe ceva rūpā etarahi	11	
PA_mn_137:11.2_1	ca sabbe te rūpā aniccā dukkhā vipariṇāmadhammā’ti evametaṁ yathābhūtaṁ sammappaññāya	11	
PA_mn_137:11.2_2	passato uppajjati somanassaṁ.	11	
PA_mn_137:11.3	Yaṁ evarūpaṁ somanassaṁ idaṁ vuccati nekkhammasitaṁ somanassaṁ.	11	
PA_mn_137:11.4	Saddānaṁ tveva …	11	
PA_mn_137:11.5	gandhānaṁ tveva …	11	
