segmentnr	original	folio	analyzed
PA_ds_2.3.3:0.1	Dhammasaṅgaṇī	0	
PA_ds_2.3.3:0.2	2 Niddesa	0	
PA_ds_2.3.3:0.3	2.3 Nikkhepakaṇḍa	0	
PA_ds_2.3.3:0.4	2.3.3. Suttantikadukanikkhepa	0	
PA_ds_2.3.3:1.0	2.3.3.1. Vijjābhāgīduka	1	
PA_ds_2.3.3:1.1	Katame dhammā vijjābhāgino?	1	
PA_ds_2.3.3:1.2	Vijjāya sampayuttakā dhammā—	1	
PA_ds_2.3.3:1.3	ime dhammā vijjābhāgino.	1	
PA_ds_2.3.3:2.1	Katame dhammā avijjābhāgino?	2	
PA_ds_2.3.3:2.2	Avijjāya sampayuttakā dhammā—	2	
PA_ds_2.3.3:2.3	ime dhammā avijjābhāgino.	2	
PA_ds_2.3.3:3.0	2.3.3.2. Vijjūpamaduka	3	
PA_ds_2.3.3:3.1	Katame dhammā vijjūpamā?	3	
PA_ds_2.3.3:3.2	Heṭṭhimesu tīsu ariyamaggesu paññā—	3	
PA_ds_2.3.3:3.3	ime dhammā vijjūpamā.	3	
PA_ds_2.3.3:4.1	Katame dhammā vajirūpamā?	4	
PA_ds_2.3.3:4.2	Upariṭṭhime arahattamagge paññā—	4	
PA_ds_2.3.3:4.3	ime dhammā vajirūpamā.	4	
PA_ds_2.3.3:5.0	2.3.3.3. Bāladuka	5	
PA_ds_2.3.3:5.1	Katame dhammā bālā?	5	
PA_ds_2.3.3:5.2	Ahirīkañca anottappañca—	5	
PA_ds_2.3.3:5.3	ime dhammā bālā.	5	
PA_ds_2.3.3:5.4	Sabbepi akusalā dhammā bālā.	5	
PA_ds_2.3.3:6.1	Katame dhammā paṇḍitā?	6	
PA_ds_2.3.3:6.2	Hirī ca ottappañca—	6	
PA_ds_2.3.3:6.3	ime dhammā paṇḍitā.	6	
PA_ds_2.3.3:6.4	Sabbepi kusalā dhammā paṇḍitā.	6	
PA_ds_2.3.3:7.0	2.3.3.4. Kaṇhaduka	7	
PA_ds_2.3.3:7.1	Katame dhammā kaṇhā?	7	
PA_ds_2.3.3:7.2	Ahirīkañca anottappañca—	7	
PA_ds_2.3.3:7.3	ime dhammā kaṇhā.	7	
PA_ds_2.3.3:7.4	Sabbepi akusalā dhammā kaṇhā.	7	
PA_ds_2.3.3:8.1	Katame dhammā sukkā?	8	
PA_ds_2.3.3:8.2	Hirī ca ottappañca—	8	
PA_ds_2.3.3:8.3	ime dhammā sukkā?	8	
PA_ds_2.3.3:8.4	Sabbepi kusalā dhammā sukkā.	8	
PA_ds_2.3.3:9.0	2.3.3.5. Tapanīyaduka	9	
PA_ds_2.3.3:9.1	Katame dhammā tapanīyā?	9	
PA_ds_2.3.3:9.2	Kāyaduccaritaṁ, vacīduccaritaṁ, manoduccaritaṁ—	9	
PA_ds_2.3.3:9.3	ime dhammā tapanīyā.	9	
PA_ds_2.3.3:9.4	Sabbepi akusalā dhammā tapanīyā.	9	
PA_ds_2.3.3:10.1	Katame dhammā atapanīyā?	10	
PA_ds_2.3.3:10.2	Kāyasucaritaṁ, vacīsucaritaṁ, manosucaritaṁ—	10	
PA_ds_2.3.3:10.3	ime dhammā atapanīyā.	10	
PA_ds_2.3.3:10.4	Sabbepi kusalā dhammā atapanīyā.	10	
PA_ds_2.3.3:11.0	2.3.3.6. Adhivacanaduka	11	
PA_ds_2.3.3:11.1	Katame dhammā adhivacanā?	11	
PA_ds_2.3.3:11.2	Yā tesaṁ tesaṁ dhammānaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpo—	11	
PA_ds_2.3.3:11.3	ime dhammā adhivacanā.	11	
PA_ds_2.3.3:12.1	Sabbeva dhammā adhivacanapathā.	12	
PA_ds_2.3.3:13.0	2.3.3.7. Niruttiduka	13	
PA_ds_2.3.3:13.1	Katame dhammā nirutti?	13	
PA_ds_2.3.3:13.2	Yā tesaṁ tesaṁ dhammānaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpo—	13	
PA_ds_2.3.3:13.3	ime dhammā nirutti.	13	
PA_ds_2.3.3:14.1	Sabbeva dhammā niruttipathā.	14	
PA_ds_2.3.3:15.0	2.3.3.8. Paññattiduka	15	
PA_ds_2.3.3:15.1	Katame dhammā paññatti?	15	
PA_ds_2.3.3:15.2	Yā tesaṁ tesaṁ dhammānaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpo—	15	
PA_ds_2.3.3:15.3	ime dhammā paññatti.	15	
PA_ds_2.3.3:16.1	Sabbeva dhammā paññattipathā.	16	
PA_ds_2.3.3:17.0	2.3.3.9. Nāmaduka	17	
PA_ds_2.3.3:17.1	Tattha katamaṁ nāmaṁ?	17	
PA_ds_2.3.3:17.2	Vedanākkhandho, saññākkhandho, saṅkhārakkhandho, viññāṇakkhandho, asaṅkhatā ca dhātu—	17	
PA_ds_2.3.3:17.3	idaṁ vuccati nāmaṁ.	17	
PA_ds_2.3.3:18.1	Tattha katamaṁ rūpaṁ?	18	
PA_ds_2.3.3:18.2	Cattāro ca mahābhūtā, catunnañca mahābhūtānaṁ upādāya rūpaṁ—	18	
PA_ds_2.3.3:18.3	idaṁ vuccati rūpaṁ.	18	
PA_ds_2.3.3:19.0	2.3.3.10. Avijjāduka	19	
PA_ds_2.3.3:19.1	Tattha katamā avijjā?	19	
PA_ds_2.3.3:19.2	Yaṁ aññāṇaṁ adassanaṁ …pe… avijjālaṅgī moho akusalamūlaṁ—	19	
PA_ds_2.3.3:19.3	ayaṁ vuccati avijjā.	19	
PA_ds_2.3.3:20.1	Tattha katamā bhavataṇhā?	20	
PA_ds_2.3.3:20.2	Yo bhavesu bhavachando …pe… bhavajjhosānaṁ—	20	
PA_ds_2.3.3:20.3	ayaṁ vuccati bhavataṇhā.	20	
PA_ds_2.3.3:21.0	2.3.3.11. Bhavadiṭṭhiduka	21	
PA_ds_2.3.3:21.1	Tattha katamā bhavadiṭṭhi?	21	
PA_ds_2.3.3:21.2	Bhavissati attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	21	
PA_ds_2.3.3:21.3	ayaṁ vuccati bhavadiṭṭhi.	21	
PA_ds_2.3.3:22.1	Tattha katamā vibhavadiṭṭhi?	22	
PA_ds_2.3.3:22.2	Na bhavissati attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	22	
PA_ds_2.3.3:22.3	ayaṁ vuccati vibhavadiṭṭhi.	22	
PA_ds_2.3.3:23.0	2.3.3.12. Sassatadiṭṭhiduka	23	
PA_ds_2.3.3:23.1	Tattha katamā sassatadiṭṭhi?	23	
PA_ds_2.3.3:23.2	Sassato attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	23	
PA_ds_2.3.3:23.3	ayaṁ vuccati sassatadiṭṭhi.	23	
PA_ds_2.3.3:24.1	Tattha katamā ucchedadiṭṭhi?	24	
PA_ds_2.3.3:24.2	Ucchijjissati attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	24	
PA_ds_2.3.3:24.3	ayaṁ vuccati ucchedadiṭṭhi.	24	
PA_ds_2.3.3:25.0	2.3.3.13. Antavādiṭṭhiduka	25	
PA_ds_2.3.3:25.1	Tattha katamā antavā diṭṭhi?	25	
PA_ds_2.3.3:25.2	Antavā attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	25	
PA_ds_2.3.3:25.3	ayaṁ vuccati antavā diṭṭhi.	25	
PA_ds_2.3.3:26.1	Tattha katamā anantavā diṭṭhi?	26	
PA_ds_2.3.3:26.2	Anantavā attā ca loko cāti, yā evarūpā diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	26	
PA_ds_2.3.3:26.3	ayaṁ vuccati anantavā diṭṭhi.	26	
PA_ds_2.3.3:27.0	2.3.3.14. Pubbantānudiṭṭhiduka	27	
PA_ds_2.3.3:27.1	Tattha katamā pubbantānudiṭṭhi?	27	
PA_ds_2.3.3:27.2	Pubbantaṁ ārabbha yā uppajjati diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	27	
PA_ds_2.3.3:27.3	ayaṁ vuccati pubbantānudiṭṭhi.	27	
PA_ds_2.3.3:28.1	Tattha katamā aparantānudiṭṭhi?	28	
PA_ds_2.3.3:28.2	Aparantaṁ ārabbha yā uppajjati diṭṭhi diṭṭhigataṁ …pe… vipariyāsaggāho—	28	
PA_ds_2.3.3:28.3	ayaṁ vuccati aparantānudiṭṭhi.	28	
PA_ds_2.3.3:29.0	2.3.3.15. Ahirikaduka	29	
PA_ds_2.3.3:29.1	Tattha katamaṁ ahirikaṁ?	29	
PA_ds_2.3.3:29.2	Yaṁ na hirīyati hiriyitabbena, na hirīyati pāpakānaṁ akusalānaṁ dhammānaṁ samāpattiyā—	29	
PA_ds_2.3.3:29.3	idaṁ vuccati ahirikaṁ.	29	
PA_ds_2.3.3:30.1	Tattha katamaṁ anottappaṁ?	30	
PA_ds_2.3.3:30.2	Yaṁ na ottappati ottappitabbena, na ottappati pāpakānaṁ akusalānaṁ dhammānaṁ samāpattiyā—	30	
