segmentnr	original	analyzed
PA_pli-tv-pvr_1.12:0.1	Parivāra	▁parivār a
PA_pli-tv-pvr_1.12:0.2	Bhikkhuvibhaṅga	▁bhikkhu vibhaṃg a
PA_pli-tv-pvr_1.12:0.3	Dutiyabhāga	▁dutiy a bhāg a
PA_pli-tv-pvr_1.12:0.4	1.12 Saṅgahitavāra	▁saṃgahit avāra
PA_pli-tv-pvr_1.12:1.1	Methunaṁ dhammaṁ paṭisevanapaccayā āpattiyo sattannaṁ āpattikkhandhānaṁ katihi āpattikkhandhehi saṅgahitā?	▁methun aṃ ▁dhammaṃ ▁paṭisev an apaccayā ▁āpattiyo ▁satta nnaṃ ▁āpatti kkhandh ānaṃ ▁kati hi ▁āpatti kkhandh ehi ▁saṃgahit ā
PA_pli-tv-pvr_1.12:1.2	Methunaṁ dhammaṁ paṭisevanapaccayā āpattiyo sattannaṁ āpattikkhandhānaṁ catūhi āpattikkhandhehi saṅgahitā—	▁methun aṃ ▁dhammaṃ ▁paṭisev an apaccayā ▁āpattiyo ▁satta nnaṃ ▁āpatti kkhandh ānaṃ ▁catūhi ▁āpatti kkhandh ehi ▁saṃgahit ā
PA_pli-tv-pvr_1.12:1.3	siyā pārājikāpattikkhandhena, siyā thullaccayāpattikkhandhena, siyā pācittiyāpattikkhandhena, siyā dukkaṭāpattikkhandhena …pe….	▁siyā ▁pārājik āpatti kkhandh ena ▁siyā ▁thullaccay āpatti kkhandh ena ▁siyā ▁pācittiy āpatti kkhandh ena ▁siyā ▁dukkaṭ āpatti kkhandh ena ▁pe
PA_pli-tv-pvr_1.12:2.1	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karaṇapaccayā āpatti sattannaṁ āpattikkhandhānaṁ katihi āpattikkhandhehi saṅgahitā?	▁anādar iyaṃ ▁paṭicca ▁udak e ▁ucc ā raṃ ▁vā ▁pass āva ṃ ▁vā ▁kh e ḷ aṃ ▁vā ▁karaṇ apaccayā ▁āpatti ▁satta nnaṃ ▁āpatti kkhandh ānaṃ ▁kati hi ▁āpatti kkhandh ehi ▁saṃgahit ā
PA_pli-tv-pvr_1.12:2.2	Anādariyaṁ paṭicca udake uccāraṁ vā passāvaṁ vā kheḷaṁ vā karaṇapaccayā āpatti sattannaṁ āpattikkhandhānaṁ ekena āpattikkhandhena saṅgahitā—	▁anādar iyaṃ ▁paṭicca ▁udak e ▁ucc ā raṃ ▁vā ▁pass āva ṃ ▁vā ▁kh e ḷ aṃ ▁vā ▁karaṇ apaccayā ▁āpatti ▁satta nnaṃ ▁āpatti kkhandh ānaṃ ▁ekena ▁āpatti kkhandh ena ▁saṃgahit ā
PA_pli-tv-pvr_1.12:2.3	dukkaṭāpattikkhandhena.	▁dukkaṭ āpatti kkhandh ena
PA_pli-tv-pvr_1.12:3.1	Saṅgahitavāro niṭṭhito catuttho.	▁saṃgahit avāro ▁niṭṭhito ▁catutth o
