segmentnr	original	folio	analyzed
PA_mn_44:0.1	Majjhima Nikāya 44	0	
PA_mn_44:0.2	Cūḷavedallasutta	0	
PA_mn_44:1.1	Evaṁ me sutaṁ—	1	
PA_mn_44:1.2	ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	1	
PA_mn_44:1.3_0	Atha kho visākho upāsako yena dhammadinnā bhikkhunī tenupasaṅkami; upasaṅkamitvā	1	
PA_mn_44:1.3_1	dhammadinnaṁ bhikkhuniṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho visākho	1	
PA_mn_44:1.3_2	upāsako dhammadinnaṁ bhikkhuniṁ etadavoca:	1	
PA_mn_44:2.1	“‘sakkāyo sakkāyo’ti, ayye, vuccati.	2	
PA_mn_44:2.2	Katamo nu kho, ayye, sakkāyo vutto bhagavatā”ti?	2	
PA_mn_44:2.3	“Pañca kho ime, āvuso visākha, upādānakkhandhā sakkāyo vutto bhagavatā,	2	
PA_mn_44:2.4	seyyathidaṁ—rūpupādānakkhandho, vedanupādānakkhandho, saññupādānakkhandho, saṅkhārupādānakkhandho, viññāṇupādānakkhandho.	2	
PA_mn_44:2.5	Ime kho, āvuso visākha, pañcupādānakkhandhā sakkāyo vutto bhagavatā”ti.	2	
PA_mn_44:2.6	“Sādhayye”ti kho visākho upāsako dhammadinnāya bhikkhuniyā bhāsitaṁ abhinanditvā anumoditvā dhammadinnaṁ bhikkhuniṁ uttariṁ pañhaṁ apucchi:	2	
PA_mn_44:3.1	“‘sakkāyasamudayo sakkāyasamudayo’ti, ayye, vuccati.	3	
PA_mn_44:3.2	Katamo nu kho, ayye, sakkāyasamudayo vutto bhagavatā”ti?	3	
PA_mn_44:3.3	“Yāyaṁ, āvuso visākha, taṇhā ponobbhavikā nandīrāgasahagatā tatratatrābhinandinī, seyyathidaṁ—	3	
PA_mn_44:3.4	kāmataṇhā bhavataṇhā vibhavataṇhā;	3	
PA_mn_44:3.5	ayaṁ kho, āvuso visākha, sakkāyasamudayo vutto bhagavatā”ti.	3	
