segmentnr	original	folio	analyzed
PA_tha-ap_39:0.1	Therāpadāna	0	
PA_tha-ap_39:0.2	Kuṇḍadhānavagga	0	
PA_tha-ap_39:0.3	7. Lasuṇadāyakattheraapadāna	0	
PA_tha-ap_39:1.1	“Himavantassāvidūre,	1	
PA_tha-ap_39:1.2	tāpaso āsahaṁ tadā;	1	
PA_tha-ap_39:1.3	Lasuṇaṁ upajīvāmi,	1	
PA_tha-ap_39:1.4	lasuṇaṁ mayhabhojanaṁ.	1	
PA_tha-ap_39:2.1	Khāriyo pūrayitvāna,	2	
PA_tha-ap_39:2.2	saṅghārāmamagacchahaṁ;	2	
PA_tha-ap_39:2.3	Haṭṭho haṭṭhena cittena,	2	
PA_tha-ap_39:2.4	saṅghassa lasuṇaṁ adaṁ.	2	
PA_tha-ap_39:3.1	Vipassissa naraggassa,	3	
PA_tha-ap_39:3.2	sāsane niratassahaṁ;	3	
PA_tha-ap_39:3.3	Saṅghassa lasuṇaṁ datvā,	3	
PA_tha-ap_39:3.4	kappaṁ saggamhi modahaṁ.	3	
PA_tha-ap_39:4.1	Ekanavutito kappe,	4	
PA_tha-ap_39:4.2	lasuṇaṁ yamadaṁ tadā;	4	
PA_tha-ap_39:4.3	Duggatiṁ nābhijānāmi,	4	
PA_tha-ap_39:4.4	lasuṇassa idaṁ phalaṁ.	4	
PA_tha-ap_39:5.1	Paṭisambhidā catasso,	5	
PA_tha-ap_39:5.2	…pe…	5	
PA_tha-ap_39:5.3	kataṁ buddhassa sāsanaṁ”.	5	
PA_tha-ap_39:6.1	Itthaṁ sudaṁ āyasmā lasuṇadāyako thero imā gāthāyo abhāsitthāti.	6	
PA_tha-ap_39:7.1	Lasuṇadāyakattherassāpadānaṁ sattamaṁ.	7	
