segmentnr	original	analyzed
PA_cnd_19:0.1	Cūḷaniddesa	cūḷa niddesa 
PA_cnd_19:0.2	Pārāyanavagganiddesa	pārāyana vagga niddesa 
PA_cnd_19:0.3	Pucchāniddesa	pucchā niddesa 
PA_cnd_19:0.4	15. Mogharājamāṇavapucchāniddesa	      
PA_cnd_19:1.1	Dvāhaṁ sakkaṁ apucchissaṁ,	dvā aham sakkam apucchissa 
PA_cnd_19:1.2	(iccāyasmā mogharājā)	mogha rājā 
PA_cnd_19:1.3	Na me byākāsi cakkhumā;	na me byākāsi cakkhumā 
PA_cnd_19:1.4	Yāvatatiyañca devīsi,	devī isi 
PA_cnd_19:1.5	Byākarotīti me sutaṁ.	byākaroti iti me suta 
PA_cnd_19:2.1	Dvāhaṁ sakkaṁ apucchissanti so brāhmaṇo dvikkhattuṁ buddhaṁ bhagavantaṁ pañhaṁ apucchi.	dvā aham sakkam apucchissanti saḥ brāhmaṇaḥ dvi khattum buddham bhagavantam pañham apucchi 
PA_cnd_19:2.2	Tassa bhagavā pañhaṁ puṭṭho na byākāsi—	tassa bhagavā pañham puṭṭhaḥ na byākāsi 
PA_cnd_19:2.3	“tadantarā imassa brāhmaṇassa indriyaparipāko bhavissatī”ti.	tad antarā imassa brāhmaṇassa indriya paripākaḥ bhavissati iti 
PA_cnd_19:2.4	Sakkanti sakko.	sakkanti sakko 
PA_cnd_19:2.5	Bhagavā sakyakulā pabbajitotipi sakko.	bhagavā sakya kulā pabbajitaḥ tipi sakko 
PA_cnd_19:2.6	Atha vā aḍḍho mahaddhano dhanavātipi sakko.	atha vai aḍḍhaḥ mahaddhanaḥ dhanavā atipi sakkaḥ 
PA_cnd_19:2.7	Tassimāni dhanāni, seyyathidaṁ—	tassa imāni dhanāni 
PA_cnd_19:2.8_0	saddhādhanaṁ sīladhanaṁ hiridhanaṁ ottappadhanaṁ sutadhanaṁ cāgadhanaṁ paññādhanaṁ	saddhā dhanam sīla dhanam hiri dhanam ottappa dhanam suta dhanam cāga dhanam paññā dhanam 
PA_cnd_19:2.8_1	satipaṭṭhānadhanaṁ sammappadhānadhanaṁ iddhipādadhanaṁ indriyadhanaṁ baladhanaṁ bojjhaṅgadhanaṁ	sati paṭṭhāna dhanam sammappadhāna dhanam iddhipāda dhanam indriya dhanam bala dhanam bojjhaṅga dhana 
PA_cnd_19:2.8_2	maggadhanaṁ phaladhanaṁ nibbānadhanaṁ.	magga dhanam phala dhanam nibbāna dhana 
PA_cnd_19:2.9	Imehi anekavidhehi dhanaratanehi aḍḍho mahaddhano dhanavātipi sakko.	imehi anekavidhehi dhana ratanehi aḍḍhaḥ mahaddhanaḥ sakkaḥ 
PA_cnd_19:2.10	Atha vā sakko pahu visavī alamatto sūro vīro vikkanto abhīrū acchambhī anutrāsī apalāyī pahīnabhayabheravo vigatalomahaṁsotipi sakko.	atha vā sakkaḥ pahu visavī alamattaḥ sūraḥ vīraḥ vikkantaḥ abhīruḥ acchambhī anutrāsī apalāyī pahīna bhaya bheravaḥ vigata loma hasaḥ tipi sakkaḥ 
PA_cnd_19:2.11	Dvāhaṁ sakkaṁ apucchissanti dvāhaṁ sakkaṁ apucchissaṁ ayācissaṁ ajjhesissaṁ pasādayissanti—	dvā aham sakkam apucchissanti dvā aham sakkam apucchissam ayācissam ajjhesissam pasādayissanti 
PA_cnd_19:2.12	dvāhaṁ sakkaṁ apucchissaṁ.	dvā aham sakkam apucchissa 
PA_cnd_19:3.1	Iccāyasmā mogharājāti.	id ca ayasmai mogha rājā ati 
PA_cnd_19:3.2	Iccāti padasandhi …pe…	i t ca ati pada sandhi pe 
PA_cnd_19:3.3	āyasmāti piyavacanaṁ …pe…	āyasmā iti piya vacanam pe 
PA_cnd_19:3.4	mogharājāti tassa brāhmaṇassa nāmaṁ …pe… abhilāpoti—	mogha rājā ati tassa brāhmaṇassa nāmam pe abhilāpo ti 
PA_cnd_19:3.5	iccāyasmā mogharājā.	mogha rājā 
PA_cnd_19:4.1	Na me byākāsi cakkhumāti.	na me byākāsi cakkhumā iti 
PA_cnd_19:4.2	Na me byākāsīti na me byākāsi na ācikkhi na desesi na paññapesi na paṭṭhapesi na vivari na vibhaji na uttānīakāsi na pakāsesi.	na me byākāsi iti na me byākāsi na ācikkhi na desesi na paññapesi na paṭṭhapesi na vivari na vibhaji na uttānīakāsi na pakāsesi 
PA_cnd_19:4.3	Cakkhumāti bhagavā pañcahi cakkhūhi cakkhumā—	cakkhumā ati bhagavā pañcahi cakkhūhi cakkhumā 
PA_cnd_19:4.4	maṁsacakkhunāpi cakkhumā, dibbacakkhunāpi cakkhumā, paññācakkhunāpi cakkhumā, buddhacakkhunāpi cakkhumā, samantacakkhunāpi cakkhumā.	masa cakkhunā api cakkhumā dibba cakkhunā api cakkhumā paññā cakkhunā api cakkhumā buddha cakkhunā api cakkhumā samanta cakkhunā api cakkhumā 
PA_cnd_19:5.1	Kathaṁ bhagavā maṁsacakkhunāpi cakkhumā?	katham bhagavā masa cakkhunā api cakkhumā 
PA_cnd_19:5.2	Maṁsacakkhumhi bhagavato pañca vaṇṇā saṁvijjanti—	masa cakkhumhi bhagavataḥ pañca vaṇṇā savijjanti 
PA_cnd_19:5.3	nīlo ca vaṇṇo, pītako ca vaṇṇo, lohitako ca vaṇṇo, kaṇho ca vaṇṇo, odāto ca vaṇṇo (…).	nīlo ca vaṇṇaḥ pītakaḥ ca vaṇṇaḥ lohitakaḥ ca vaṇṇaḥ kaṇhaḥ ca vaṇṇaḥ odātaḥ ca vaṇṇaḥ 
PA_cnd_19:5.4	Yattha ca akkhilomāni patiṭṭhitāni taṁ nīlaṁ hoti sunīlaṁ pāsādikaṁ dassaneyyaṁ umāpupphasamānaṁ.	yattha ca akkhi lomāni patiṭṭhitāni tam nīlam hoti su nīlam pāsādikam dassaneyyam umā puppha samāna 
PA_cnd_19:5.5	Tassa parato pītakaṁ hoti supītakaṁ suvaṇṇavaṇṇaṁ pāsādikaṁ dassaneyyaṁ kaṇikārapupphasamānaṁ.	tassa paratas pītakam hoti su pītakam suvaṇṇa vaṇṇam pāsādikam dassaneyyam kaṇikāra puppha samāna 
PA_cnd_19:5.6	Ubhato ca akkhikūṭāni bhagavato lohitakāni honti sulohitakāni pāsādikāni dassaneyyāni indagopakasamānāni.	ubhatas ca akkhikūṭāni bhagavataḥ lohitakāni honti su lohitakāni pāsādikāni dassaneyyāni indagopaka samānāni 
PA_cnd_19:5.7	Majjhe kaṇhaṁ hoti sukaṇhaṁ alūkhaṁ siniddhaṁ pāsādikaṁ dassaneyyaṁ addāriṭṭhakasamānaṁ.	majjhe kaṇham hoti su kaṇham a lūkham siniddham pāsādikam dassaneyyam 
PA_cnd_19:5.8	Tassa parato odātaṁ hoti suodātaṁ setaṁ paṇḍaraṁ pāsādikaṁ dassaneyyaṁ osadhitārakasamānaṁ.	tassa paratas odātam hoti su odātam setam paṇḍaram pāsādikam dassaneyyam osadhi tāraka samāna 
PA_cnd_19:5.9	Tena bhagavā pākatikena maṁsacakkhunā attabhāvapariyāpannena purimasucaritakammābhinibbattena samantā yojanaṁ passati divā ceva rattiñca.	tena bhagavā pākatikena masa cakkhunā atta bhāva pariyāpannena purima su carita kamma abhinibbattena samantā yojanam passati divā ca iva rattiñca 
PA_cnd_19:5.10	Yadā hi caturaṅgasamannāgato andhakāro hoti sūriyo ca atthaṅgato hoti;	yadā hi catur aṅga samannāgataḥ andhakāraḥ hoti sūriyo ca atthaṅgataḥ hoti 
