segmentnr	original	folio	analyzed
PA_mn_97:0.1	Majjhima Nikāya 97	0	
PA_mn_97:0.2	Dhanañjānisutta	0	
PA_mn_97:1.1	Evaṁ me sutaṁ—	1	
PA_mn_97:1.2	ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	1	
PA_mn_97:2.1	Tena kho pana samayena āyasmā sāriputto dakkhiṇāgirismiṁ cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ.	2	
PA_mn_97:2.2	Atha kho aññataro bhikkhu rājagahe vassaṁvuṭṭho yena dakkhiṇāgiri yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā āyasmatā sāriputtena saddhiṁ sammodi.	2	
PA_mn_97:2.3	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho taṁ bhikkhuṁ āyasmā sāriputto etadavoca:	2	
PA_mn_97:2.4	“kaccāvuso, bhagavā arogo ca balavā cā”ti?	2	
PA_mn_97:2.5	“Arogo cāvuso, bhagavā balavā cā”ti.	2	
PA_mn_97:2.6	“Kacci panāvuso, bhikkhusaṅgho arogo ca balavā cā”ti?	2	
PA_mn_97:2.7	“Bhikkhusaṅghopi kho, āvuso, arogo ca balavā cā”ti.	2	
PA_mn_97:2.8	“Ettha, āvuso, taṇḍulapālidvārāya dhanañjāni nāma brāhmaṇo atthi.	2	
PA_mn_97:2.9	Kaccāvuso, dhanañjāni brāhmaṇo arogo ca balavā cā”ti?	2	
PA_mn_97:2.10	“Dhanañjānipi kho, āvuso, brāhmaṇo arogo ca balavā cā”ti.	2	
PA_mn_97:2.11	“Kacci panāvuso, dhanañjāni brāhmaṇo appamatto”ti?	2	
PA_mn_97:2.12	“Kuto panāvuso, dhanañjānissa brāhmaṇassa appamādo?	2	
PA_mn_97:2.13	Dhanañjāni, āvuso, brāhmaṇo rājānaṁ nissāya brāhmaṇagahapatike vilumpati, brāhmaṇagahapatike nissāya rājānaṁ vilumpati.	2	
PA_mn_97:2.14	Yāpissa bhariyā saddhā saddhakulā ānītā sāpi kālaṅkatā;	2	
PA_mn_97:2.15	aññāssa bhariyā assaddhā assaddhakulā ānītā”ti.	2	
PA_mn_97:2.16	“Dussutaṁ vatāvuso, assumha, dussutaṁ vatāvuso, assumha;	2	
PA_mn_97:2.17	ye mayaṁ dhanañjāniṁ brāhmaṇaṁ pamattaṁ assumha.	2	
PA_mn_97:2.18	Appeva ca nāma mayaṁ kadāci karahaci dhanañjāninā brāhmaṇena saddhiṁ samāgaccheyyāma, appeva nāma siyā kocideva kathāsallāpo”ti?	2	
PA_mn_97:3.1	Atha kho āyasmā sāriputto dakkhiṇāgirismiṁ yathābhirantaṁ viharitvā yena rājagahaṁ tena cārikaṁ pakkāmi.	3	
PA_mn_97:3.2	Anupubbena cārikaṁ caramāno yena rājagahaṁ tadavasari.	3	
PA_mn_97:3.3	Tatra sudaṁ āyasmā sāriputto rājagahe viharati veḷuvane kalandakanivāpe.	3	
PA_mn_97:4.1	Atha kho āyasmā sāriputto pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya rājagahaṁ piṇḍāya pāvisi.	4	
PA_mn_97:4.2	Tena kho pana samayena dhanañjāni brāhmaṇo bahinagare gāvo goṭṭhe duhāpeti.	4	
PA_mn_97:4.3	Atha kho āyasmā sāriputto rājagahe piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena dhanañjāni brāhmaṇo tenupasaṅkami.	4	
PA_mn_97:4.4	Addasā kho dhanañjāni brāhmaṇo āyasmantaṁ sāriputtaṁ dūratova āgacchantaṁ.	4	
PA_mn_97:4.5	Disvāna yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā āyasmantaṁ sāriputtaṁ etadavoca:	4	
PA_mn_97:4.6	“ito, bho sāriputta, payo, pīyataṁ tāva bhattassa kālo bhavissatī”ti.	4	
PA_mn_97:4.7	“Alaṁ, brāhmaṇa.	4	
PA_mn_97:4.8	Kataṁ me ajja bhattakiccaṁ.	4	
PA_mn_97:4.9	Amukasmiṁ me rukkhamūle divāvihāro bhavissati.	4	
PA_mn_97:4.10	Tattha āgaccheyyāsī”ti.	4	
PA_mn_97:4.11	“Evaṁ, bho”ti kho dhanañjāni brāhmaṇo āyasmato sāriputtassa paccassosi.	4	
PA_mn_97:5.1	Atha kho dhanañjāni brāhmaṇo pacchābhattaṁ bhuttapātarāso yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā āyasmatā sāriputtena saddhiṁ sammodi.	5	
PA_mn_97:5.2	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho dhanañjāniṁ brāhmaṇaṁ āyasmā sāriputto etadavoca:	5	
PA_mn_97:5.3	“kaccāsi, dhanañjāni, appamatto”ti?	5	
PA_mn_97:5.4_0	“Kuto, bho sāriputta, amhākaṁ appamādo yesaṁ no mātāpitaro posetabbā, puttadāro posetabbo,	5	
PA_mn_97:5.4_1	dāsakammakarā posetabbā, mittāmaccānaṁ mittāmaccakaraṇīyaṁ kātabbaṁ, ñātisālohitānaṁ	5	
PA_mn_97:5.4_2	ñātisālohitakaraṇīyaṁ kātabbaṁ, atithīnaṁ atithikaraṇīyaṁ kātabbaṁ, pubbapetānaṁ	5	
PA_mn_97:5.4_3	pubbapetakaraṇīyaṁ kātabbaṁ, devatānaṁ devatākaraṇīyaṁ kātabbaṁ, rañño rājakaraṇīyaṁ	5	
PA_mn_97:5.4_4	kātabbaṁ, ayampi kāyo pīṇetabbo brūhetabbo”ti?	5	
PA_mn_97:6.1	“Taṁ kiṁ maññasi, dhanañjāni,	6	
PA_mn_97:6.2	idhekacco mātāpitūnaṁ hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	6	
PA_mn_97:6.3_0	Labheyya nu kho so ‘ahaṁ kho mātāpitūnaṁ hetu adhammacārī visamacārī ahosiṁ, mā maṁ	6	
PA_mn_97:6.3_1	nirayaṁ nirayapālā’ti, mātāpitaro vā panassa labheyyuṁ ‘eso kho amhākaṁ hetu adhammacārī	6	
PA_mn_97:6.3_2	visamacārī ahosi, mā naṁ nirayaṁ nirayapālā’”ti?	6	
PA_mn_97:6.4	“No hidaṁ, bho sāriputta.	6	
PA_mn_97:6.5	Atha kho naṁ vikkandantaṁyeva niraye nirayapālā pakkhipeyyuṁ”.	6	
PA_mn_97:7.1	“Taṁ kiṁ maññasi, dhanañjāni,	7	
PA_mn_97:7.2	idhekacco puttadārassa hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	7	
PA_mn_97:7.3_0	Labheyya nu kho so ‘ahaṁ kho puttadārassa hetu adhammacārī visamacārī ahosiṁ, mā	7	
PA_mn_97:7.3_1	maṁ nirayaṁ nirayapālā’ti, puttadāro vā panassa labheyya ‘eso kho amhākaṁ hetu adhammacārī	7	
PA_mn_97:7.3_2	visamacārī ahosi mā naṁ nirayaṁ nirayapālā’”ti?	7	
PA_mn_97:7.4	“No hidaṁ, bho sāriputta.	7	
PA_mn_97:7.5	Atha kho naṁ vikkandantaṁyeva niraye nirayapālā pakkhipeyyuṁ”.	7	
PA_mn_97:8.1	“Taṁ kiṁ maññasi, dhanañjāni, idhekacco dāsakammakaraporisassa hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	8	
PA_mn_97:8.2_0	Labheyya nu kho so ‘ahaṁ kho dāsakammakaraporisassa hetu adhammacārī visamacārī ahosiṁ,	8	
PA_mn_97:8.2_1	mā maṁ nirayaṁ nirayapālā’ti, dāsakammakaraporisā vā panassa labheyyuṁ ‘eso kho amhākaṁ	8	
PA_mn_97:8.2_2	hetu adhammacārī visamacārī ahosi, mā naṁ nirayaṁ nirayapālā’”ti?	8	
PA_mn_97:8.3	“No hidaṁ, bho sāriputta.	8	
PA_mn_97:8.4	Atha kho naṁ vikkandantaṁyeva niraye nirayapālā pakkhipeyyuṁ”.	8	
PA_mn_97:9.1	“Taṁ kiṁ maññasi, dhanañjāni, idhekacco mittāmaccānaṁ hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	9	
PA_mn_97:9.2_0	Labheyya nu kho so ‘ahaṁ kho mittāmaccānaṁ hetu adhammacārī visamacārī ahosiṁ, mā	9	
PA_mn_97:9.2_1	maṁ nirayaṁ nirayapālā’ti, mittāmaccā vā panassa labheyyuṁ ‘eso kho amhākaṁ hetu	9	
PA_mn_97:9.2_2	adhammacārī visamacārī ahosi, mā naṁ nirayaṁ nirayapālā’”ti?	9	
PA_mn_97:9.3	“No hidaṁ, bho sāriputta.	9	
PA_mn_97:9.4	Atha kho naṁ vikkandantaṁyeva niraye nirayapālā pakkhipeyyuṁ”.	9	
PA_mn_97:10.1	“Taṁ kiṁ maññasi, dhanañjāni, idhekacco ñātisālohitānaṁ hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	10	
PA_mn_97:10.2_0	Labheyya nu kho so ‘ahaṁ kho ñātisālohitānaṁ hetu adhammacārī visamacārī ahosiṁ,	10	
PA_mn_97:10.2_1	mā maṁ nirayaṁ nirayapālā’ti, ñātisālohitā vā panassa labheyyuṁ ‘eso kho amhākaṁ	10	
PA_mn_97:10.2_2	hetu adhammacārī visamacārī ahosi, mā naṁ nirayaṁ nirayapālā’”ti?	10	
PA_mn_97:10.3	“No hidaṁ, bho sāriputta.	10	
PA_mn_97:10.4	Atha kho naṁ vikkandantaṁyeva niraye nirayapālā pakkhipeyyuṁ”.	10	
PA_mn_97:11.1	“Taṁ kiṁ maññasi, dhanañjāni, idhekacco atithīnaṁ hetu adhammacārī visamacārī assa, tamenaṁ adhammacariyāvisamacariyāhetu nirayaṁ nirayapālā upakaḍḍheyyuṁ.	11	
PA_mn_97:11.2_0	Labheyya nu kho so ‘ahaṁ kho atithīnaṁ hetu adhammacārī visamacārī ahosiṁ, mā maṁ	11	
