segmentnr	original	folio	analyzed
PA_thi-ap_24:0.1	Therīapadāna	0	
PA_thi-ap_24:0.2	Kuṇḍalakesīvagga	0	
PA_thi-ap_24:0.3	4. Sakulātherīapadāna	0	
PA_thi-ap_24:1.1	“Padumuttaro nāma jino,	1	
PA_thi-ap_24:1.2	sabbadhammāna pāragū;	1	
PA_thi-ap_24:1.3	Ito satasahassamhi,	1	
PA_thi-ap_24:1.4	kappe uppajji nāyako.	1	
PA_thi-ap_24:2.1	Hitāya sabbasattānaṁ,	2	
PA_thi-ap_24:2.2	sukhāya vadataṁ varo;	2	
PA_thi-ap_24:2.3	Atthāya purisājañño,	2	
PA_thi-ap_24:2.4	paṭipanno sadevake.	2	
PA_thi-ap_24:3.1	Yasaggapatto sirimā,	3	
PA_thi-ap_24:3.2	kittivaṇṇagato jino;	3	
PA_thi-ap_24:3.3	Pūjito sabbalokassa,	3	
PA_thi-ap_24:3.4	disāsabbāsu vissuto.	3	
PA_thi-ap_24:4.1	Uttiṇṇavicikiccho so,	4	
PA_thi-ap_24:4.2	vītivattakathaṅkatho;	4	
PA_thi-ap_24:4.3	Sampuṇṇamanasaṅkappo,	4	
PA_thi-ap_24:4.4	patto sambodhimuttamaṁ.	4	
PA_thi-ap_24:5.1	Anuppannassa maggassa,	5	
PA_thi-ap_24:5.2	uppādetā naruttamo;	5	
PA_thi-ap_24:5.3	Anakkhātañca akkhāsi,	5	
PA_thi-ap_24:5.4	asañjātañca sañjanī.	5	
PA_thi-ap_24:6.1	Maggaññū ca maggavidū,	6	
PA_thi-ap_24:6.2	maggakkhāyī narāsabho;	6	
PA_thi-ap_24:6.3	Maggassa kusalo satthā,	6	
PA_thi-ap_24:6.4	sārathīnaṁ varuttamo.	6	
PA_thi-ap_24:7.1	Mahākāruṇiko satthā,	7	
PA_thi-ap_24:7.2	dhammaṁ desesi nāyako;	7	
PA_thi-ap_24:7.3	Nimugge kāmapaṅkamhi,	7	
PA_thi-ap_24:7.4	samuddharati pāṇine.	7	
PA_thi-ap_24:8.1	Tadāhaṁ haṁsavatiyaṁ,	8	
PA_thi-ap_24:8.2	jātā khattiyanandanā;	8	
PA_thi-ap_24:8.3	Surūpā sadhanā cāpi,	8	
PA_thi-ap_24:8.4	dayitā ca sirīmatī.	8	
PA_thi-ap_24:9.1	Ānandassa mahārañño,	9	
PA_thi-ap_24:9.2	dhītā paramasobhaṇā;	9	
PA_thi-ap_24:9.3	Vemātā bhaginī cāpi,	9	
PA_thi-ap_24:9.4	padumuttaranāmino.	9	
PA_thi-ap_24:10.1	Rājakaññāhi sahitā,	10	
PA_thi-ap_24:10.2	sabbābharaṇabhūsitā;	10	
PA_thi-ap_24:10.3	Upāgamma mahāvīraṁ,	10	
PA_thi-ap_24:10.4	assosiṁ dhammadesanaṁ.	10	
PA_thi-ap_24:11.1	Tadā hi so lokagaru,	11	
PA_thi-ap_24:11.2	bhikkhuniṁ dibbacakkhukaṁ;	11	
PA_thi-ap_24:11.3	Kittayaṁ parisāmajjhe,	11	
PA_thi-ap_24:11.4	aggaṭṭhāne ṭhapesi taṁ.	11	
PA_thi-ap_24:12.1	Suṇitvā tamahaṁ haṭṭhā,	12	
PA_thi-ap_24:12.2	dānaṁ datvāna satthuno;	12	
PA_thi-ap_24:12.3	Pūjitvāna ca sambuddhaṁ,	12	
PA_thi-ap_24:12.4	dibbacakkhuṁ apatthayiṁ.	12	
PA_thi-ap_24:13.1	Tato avoca maṁ satthā,	13	
PA_thi-ap_24:13.2	‘nande lacchasi patthitaṁ;	13	
PA_thi-ap_24:13.3	Padīpadhammadānānaṁ,	13	
PA_thi-ap_24:13.4	phalametaṁ sunicchitaṁ.	13	
PA_thi-ap_24:14.1	Satasahassito kappe,	14	
PA_thi-ap_24:14.2	okkākakulasambhavo;	14	
PA_thi-ap_24:14.3	Gotamo nāma gottena,	14	
PA_thi-ap_24:14.4	satthā loke bhavissati.	14	
PA_thi-ap_24:15.1	Tassa dhammesu dāyādā,	15	
PA_thi-ap_24:15.2	orasā dhammanimmitā;	15	
PA_thi-ap_24:15.3	Sakulā nāma nāmena,	15	
PA_thi-ap_24:15.4	hessati satthu sāvikā’.	15	
PA_thi-ap_24:16.1	Tena kammena sukatena,	16	
PA_thi-ap_24:16.2	cetanāpaṇidhīhi ca;	16	
PA_thi-ap_24:16.3	Jahitvā mānusaṁ dehaṁ,	16	
PA_thi-ap_24:16.4	tāvatiṁsamagacchahaṁ.	16	
PA_thi-ap_24:17.1	Imamhi bhaddake kappe,	17	
PA_thi-ap_24:17.2	brahmabandhu mahāyaso;	17	
PA_thi-ap_24:17.3	Kassapo nāma gottena,	17	
PA_thi-ap_24:17.4	uppajji vadataṁ varo.	17	
PA_thi-ap_24:18.1	Paribbājakinī āsiṁ,	18	
PA_thi-ap_24:18.2	tadāhaṁ ekacārinī;	18	
PA_thi-ap_24:18.3	Bhikkhāya vicaritvāna,	18	
PA_thi-ap_24:18.4	alabhiṁ telamattakaṁ.	18	
PA_thi-ap_24:19.1	Tena dīpaṁ padīpetvā,	19	
PA_thi-ap_24:19.2	upaṭṭhiṁ sabbasaṁvariṁ;	19	
PA_thi-ap_24:19.3	Cetiyaṁ dvipadaggassa,	19	
PA_thi-ap_24:19.4	vippasannena cetasā.	19	
PA_thi-ap_24:20.1	Tena kammena sukatena,	20	
PA_thi-ap_24:20.2	cetanāpaṇidhīhi ca;	20	
PA_thi-ap_24:20.3	Jahitvā mānusaṁ dehaṁ,	20	
PA_thi-ap_24:20.4	tāvatiṁsamagacchahaṁ.	20	
PA_thi-ap_24:21.1	Yattha yatthūpapajjāmi,	21	
PA_thi-ap_24:21.2	tassa kammassa vāhasā;	21	
PA_thi-ap_24:21.3	Pajjalanti mahādīpā,	21	
PA_thi-ap_24:21.4	tattha tattha gatāya me.	21	
PA_thi-ap_24:22.1	Tirokuṭṭaṁ tiroselaṁ,	22	
PA_thi-ap_24:22.2	samatiggayha pabbataṁ;	22	
PA_thi-ap_24:22.3	Passāmahaṁ yadicchāmi,	22	
PA_thi-ap_24:22.4	dīpadānassidaṁ phalaṁ.	22	
PA_thi-ap_24:23.1	Visuddhanayanā homi,	23	
PA_thi-ap_24:23.2	yasasā ca jalāmahaṁ;	23	
PA_thi-ap_24:23.3	Saddhāpaññāvatī ceva,	23	
PA_thi-ap_24:23.4	dīpadānassidaṁ phalaṁ.	23	
PA_thi-ap_24:24.1	Pacchime ca bhave dāni,	24	
PA_thi-ap_24:24.2	jātā vippakule ahaṁ;	24	
PA_thi-ap_24:24.3	Pahūtadhanadhaññamhi,	24	
PA_thi-ap_24:24.4	mudite rājapūjite.	24	
PA_thi-ap_24:25.1	Ahaṁ sabbaṅgasampannā,	25	
PA_thi-ap_24:25.2	sabbābharaṇabhūsitā;	25	
PA_thi-ap_24:25.3	Purappavese sugataṁ,	25	
PA_thi-ap_24:25.4	vātapāne ṭhitā ahaṁ.	25	
PA_thi-ap_24:26.1	Disvā jalantaṁ yasasā,	26	
PA_thi-ap_24:26.2	devamanussasakkataṁ;	26	
PA_thi-ap_24:26.3	Anubyañjanasampannaṁ,	26	
PA_thi-ap_24:26.4	lakkhaṇehi vibhūsitaṁ.	26	
PA_thi-ap_24:27.1	Udaggacittā sumanā,	27	
PA_thi-ap_24:27.2	pabbajjaṁ samarocayiṁ;	27	
PA_thi-ap_24:27.3	Na cireneva kālena,	27	
PA_thi-ap_24:27.4	arahattamapāpuṇiṁ.	27	
PA_thi-ap_24:28.1	Iddhīsu ca vasī homi,	28	
PA_thi-ap_24:28.2	dibbāya sotadhātuyā;	28	
PA_thi-ap_24:28.3	Paracittāni jānāmi,	28	
