segmentnr	original	folio	analyzed
PA_pv_44:0.1	Petavatthu	0	
PA_pv_44:0.2	Mahāvagga	0	
PA_pv_44:0.3	9. Gūthakhādakapetivatthu	0	
PA_pv_44:1.1	“Gūthakūpato uggantvā,	1	
PA_pv_44:1.2	kā nu dīnā patiṭṭhasi;	1	
PA_pv_44:1.3	Nissaṁsayaṁ pāpakammantā,	1	
PA_pv_44:1.4	kiṁ nu saddahase tuvan”ti.	1	
PA_pv_44:2.1	“Ahaṁ bhadante petīmhi,	2	
PA_pv_44:2.2	duggatā yamalokikā;	2	
PA_pv_44:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_44:2.4	petalokaṁ ito gatā”ti.	2	
PA_pv_44:3.1	“Kiṁ nu kāyena vācāya,	3	
PA_pv_44:3.2	manasā dukkaṭaṁ kataṁ;	3	
PA_pv_44:3.3	Kissa kammavipākena,	3	
PA_pv_44:3.4	idaṁ dukkhaṁ nigacchasī”ti.	3	
PA_pv_44:4.1	“Ahu āvāsiko mayhaṁ,	4	
PA_pv_44:4.2	issukī kulamaccharī;	4	
PA_pv_44:4.3	Ajjhāsito mayhaṁ ghare,	4	
PA_pv_44:4.4	kadariyo paribhāsako.	4	
PA_pv_44:5.1	Tassāhaṁ vacanaṁ sutvā,	5	
PA_pv_44:5.2	bhikkhavo paribhāsisaṁ;	5	
PA_pv_44:5.3	Tassa kammavipākena,	5	
PA_pv_44:5.4	petalokaṁ ito gatā”ti.	5	
PA_pv_44:6.1	“Amitto mittavaṇṇena,	6	
PA_pv_44:6.2	yo te āsi kulūpako;	6	
PA_pv_44:6.3	Kāyassa bhedā duppañño,	6	
PA_pv_44:6.4	kiṁ nu pecca gatiṁ gato”ti.	6	
PA_pv_44:7.1	“Tassevāhaṁ pāpakammassa,	7	
PA_pv_44:7.2	sīse tiṭṭhāmi matthake;	7	
PA_pv_44:7.3	So ca paravisayaṁ patto,	7	
PA_pv_44:7.4	mameva paricārako.	7	
PA_pv_44:8.1	Yaṁ bhadante hadantaññe,	8	
PA_pv_44:8.2	etaṁ me hoti bhojanaṁ;	8	
PA_pv_44:8.3	Ahañca kho yaṁ hadāmi,	8	
PA_pv_44:8.4	etaṁ so upajīvatī”ti.	8	
PA_pv_44:9.1	Gūthakhādakapetivatthu navamaṁ.	9	
