segmentnr	original	folio	analyzed
PA_pv_23:0.1	Petavatthu	0	
PA_pv_23:0.2	Ubbarivagga	0	
PA_pv_23:0.3	11. Suttapetavatthu	0	
PA_pv_23:1.1	“Ahaṁ pure pabbajitassa bhikkhuno,	1	
PA_pv_23:1.2	Suttaṁ adāsiṁ upasaṅkamma yācitā;	1	
PA_pv_23:1.3	Tassa vipāko vipulaphalūpalabbhati,	1	
PA_pv_23:1.4	Bahukā ca me uppajjare vatthakoṭiyo.	1	
PA_pv_23:2.1	Pupphābhikiṇṇaṁ ramitaṁ vimānaṁ,	2	
PA_pv_23:2.2	Anekacittaṁ naranārisevitaṁ;	2	
PA_pv_23:2.3	Sāhaṁ bhuñjāmi ca pārupāmi ca,	2	
PA_pv_23:2.4	Pahūtavittā na ca tāva khīyati.	2	
PA_pv_23:3.1	Tasseva kammassa vipākamanvayā,	3	
PA_pv_23:3.2	Sukhañca sātañca idhūpalabbhati;	3	
PA_pv_23:3.3	Sāhaṁ gantvā punadeva mānusaṁ,	3	
PA_pv_23:3.4	Kāhāmi puññāni nayayyaputta man”ti.	3	
PA_pv_23:4.1	“Satta tuvaṁ vassasatā idhāgatā,	4	
PA_pv_23:4.2	Jiṇṇā ca vuḍḍhā ca tahiṁ bhavissasi;	4	
PA_pv_23:4.3	Sabbeva te kālakatā ca ñātakā,	4	
PA_pv_23:4.4	Kiṁ tattha gantvāna ito karissasī”ti.	4	
PA_pv_23:5.1	“Satteva vassāni idhāgatāya me,	5	
PA_pv_23:5.2	Dibbañca sukhañca samappitāya;	5	
PA_pv_23:5.3	Sāhaṁ gantvāna punadeva mānusaṁ,	5	
PA_pv_23:5.4	Kāhāmi puññāni nayayyaputta man”ti.	5	
PA_pv_23:6.1	So taṁ gahetvāna pasayha bāhāyaṁ,	6	
PA_pv_23:6.2	Paccānayitvāna theriṁ sudubbalaṁ;	6	
PA_pv_23:6.3	“Vajjesi aññampi janaṁ idhāgataṁ,	6	
PA_pv_23:6.4	‘Karotha puññāni sukhūpalabbhati’.	6	
PA_pv_23:7.1	Diṭṭhā mayā akatena sādhunā,	7	
PA_pv_23:7.2	Petā vihaññanti tatheva manussā;	7	
PA_pv_23:7.3	Kammañca katvā sukhavedanīyaṁ,	7	
PA_pv_23:7.4	Devā manussā ca sukhe ṭhitā pajā”ti.	7	
PA_pv_23:8.1	Suttapetavatthu ekādasamaṁ.	8	
