segmentnr	original	analyzed
PA_bu-vb_pj4:0.1	Theravāda Vinaya	thera vāda vinaya 
PA_bu-vb_pj4:0.2	Mahāvibhaṅga	mahāvibhaṅga 
PA_bu-vb_pj4:0.3	Pārājikakaṇḍa	pārājika kaṇḍa 
PA_bu-vb_pj4:0.4	4. Catutthapārājikasikkhāpada	catuttha pārājika sikkhāpada 
PA_bu-vb_pj4:1.1.1	Tena samayena buddho bhagavā vesāliyaṁ viharati mahāvane kūṭāgārasālāyaṁ.	tena samayena buddhaḥ bhagavā vesāliyam viharati mahā vane kūṭāgāra sālāya 
PA_bu-vb_pj4:1.1.2	Tena kho pana samayena sambahulā sandiṭṭhā sambhattā bhikkhū vaggumudāya nadiyā tīre vassaṁ upagacchiṁsu.	tena kho pana samayena sambahulā sandiṭṭhā sambhattāḥ bhikkhū vaggumudāya nadiyāḥ tīre vassam upagacchisu 
PA_bu-vb_pj4:1.1.3	Tena kho pana samayena vajjī dubbhikkhā hoti dvīhitikā setaṭṭhikā salākāvuttā,	tena kho pana samayena vajjī dubbhikkhā hoti dvīhitikā setaṭṭhikā salākāvuttā 
PA_bu-vb_pj4:1.1.4	na sukarā uñchena paggahena yāpetuṁ.	na sukarā uñchena paggahena yāpetu 
PA_bu-vb_pj4:1.1.5	Atha kho tesaṁ bhikkhūnaṁ etadahosi—“etarahi kho vajjī dubbhikkhā dvīhitikā setaṭṭhikā salākāvuttā, na sukarā uñchena paggahena yāpetuṁ.	atha kho tesam bhikkhūnam etat ahosi etarahi kho vajjī dubbhikkhā dvīhitikā setaṭṭhikā salākāvuttā na sukarā uñchena paggahena yāpetu 
PA_bu-vb_pj4:1.1.6	Kena nu kho mayaṁ upāyena samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vaseyyāma,	kena nu khalu mayam upāyena samaggāḥ sammodamānāḥ a vivadamānā phāsukam vassam vaseyyāma 
PA_bu-vb_pj4:1.1.7	na ca piṇḍakena kilameyyāmā”ti?	na ca piṇḍakena kilameyyāmāti 
PA_bu-vb_pj4:1.1.8	Ekacce evamāhaṁsu—	ekacce evam ahasu 
PA_bu-vb_pj4:1.1.9	“handa mayaṁ, āvuso, gihīnaṁ kammantaṁ adhiṭṭhema,	handa mayaḥ āvuso gihīnam kammantam adhiṭṭhema 
PA_bu-vb_pj4:1.1.10	evaṁ te amhākaṁ dātuṁ maññissanti.	evam te amhākam dātum maññissanti 
PA_bu-vb_pj4:1.1.11	Evaṁ mayaṁ samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vasissāma,	evam mayam samaggā sammodamānāḥ a vivadamānā phāsukam vassam vasissāma 
PA_bu-vb_pj4:1.1.12	na ca piṇḍakena kilamissāmā”ti.	na ca piṇḍakena kilamissāma ati 
PA_bu-vb_pj4:1.1.13	Ekacce evamāhaṁsu—	ekacce evam ahasu 
PA_bu-vb_pj4:1.1.14	“alaṁ, āvuso, kiṁ gihīnaṁ kammantaṁ adhiṭṭhitena.	ala āvuso kim gihīnam kammantam adhiṭṭhitena 
PA_bu-vb_pj4:1.1.15	Handa mayaṁ, āvuso, gihīnaṁ dūteyyaṁ harāma,	handa mayaḥ āvusaḥ gihīnam dūteyyam harāma 
PA_bu-vb_pj4:1.1.16	evaṁ te amhākaṁ dātuṁ maññissanti.	evam te amhākam dātum maññissanti 
PA_bu-vb_pj4:1.1.17	Evaṁ mayaṁ samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vasissāma,	evam mayam samaggā sammodamānāḥ a vivadamānā phāsukam vassam vasissāma 
PA_bu-vb_pj4:1.1.18	na ca piṇḍakena kilamissāmā”ti.	na ca piṇḍakena kilamissāma ati 
PA_bu-vb_pj4:1.1.19	Ekacce evamāhaṁsu—	ekacce evam ahasu 
PA_bu-vb_pj4:1.1.20	“alaṁ, āvuso, kiṁ gihīnaṁ kammantaṁ adhiṭṭhitena.	ala āvuso kim gihīnam kammantam adhiṭṭhitena 
PA_bu-vb_pj4:1.1.21	Kiṁ gihīnaṁ dūteyyaṁ haṭena.	kim gihīnam dūteyyam haṭena 
PA_bu-vb_pj4:1.1.22	Handa mayaṁ, āvuso, gihīnaṁ aññamaññassa uttarimanussadhammassa vaṇṇaṁ bhāsissāma—	handa mayaḥ āvuso gihīnam aññamaññassa uttari manussa dhammassa vaṇṇam bhāsissāma 
PA_bu-vb_pj4:1.1.23	‘asuko bhikkhu paṭhamassa jhānassa lābhī,	asukaḥ bhikkhu paṭhamassa jhānassa lābhī 
PA_bu-vb_pj4:1.1.24	asuko bhikkhu dutiyassa jhānassa lābhī,	asukaḥ bhikkhu dutiyassa jhānassa lābhī 
PA_bu-vb_pj4:1.1.25	asuko bhikkhu tatiyassa jhānassa lābhī,	asukaḥ bhikkhu tatiyassa jhānassa lābhī 
PA_bu-vb_pj4:1.1.26	asuko bhikkhu catutthassa jhānassa lābhī,	asukaḥ bhikkhu catutthassa jhānassa lābhī 
PA_bu-vb_pj4:1.1.27	asuko bhikkhu sotāpanno,	asukaḥ bhikkhu sotāpannaḥ 
PA_bu-vb_pj4:1.1.28	asuko bhikkhu sakadāgāmī,	asukaḥ bhikkhu sakadāgāmī 
PA_bu-vb_pj4:1.1.29	asuko bhikkhu anāgāmī,	asukaḥ bhikkhu anāgāmī 
PA_bu-vb_pj4:1.1.30	asuko bhikkhu arahā,	asukaḥ bhikkhu arahā 
PA_bu-vb_pj4:1.1.31	asuko bhikkhu tevijjo,	asukaḥ bhikkhu tevijjaḥ 
PA_bu-vb_pj4:1.1.32	asuko bhikkhu chaḷabhiñño’ti.	asukaḥ bhikkhu chaḍabhiñño ti 
PA_bu-vb_pj4:1.1.33	Evaṁ te amhākaṁ dātuṁ maññissanti.	evam te amhākam dātum maññissanti 
PA_bu-vb_pj4:1.1.34	Evaṁ mayaṁ samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vasissāma,	evam mayam samaggā sammodamānāḥ a vivadamānā phāsukam vassam vasissāma 
PA_bu-vb_pj4:1.1.35	na ca piṇḍakena kilamissāmā”ti.	na ca piṇḍakena kilamissāma ati 
PA_bu-vb_pj4:1.1.36	“Esoyeva kho, āvuso, seyyo yo amhākaṁ gihīnaṁ aññamaññassa uttarimanussadhammassa vaṇṇo bhāsito”ti.	esaḥ yā iva kho āvuso seyyaḥ yaḥ amhākam gihīnam aññamaññassa uttari manussa dhammassa vaṇṇaḥ bhāsito ti 
PA_bu-vb_pj4:1.1.37	Atha kho te bhikkhū gihīnaṁ aññamaññassa uttarimanussadhammassa vaṇṇaṁ bhāsiṁsu—	atha kho te bhikkhū gihīnam aññamaññassa uttari manussa dhammassa vaṇṇam bhāsisu 
PA_bu-vb_pj4:1.1.38	“asuko bhikkhu paṭhamassa jhānassa lābhī …pe…	asukaḥ bhikkhu paṭhamassa jhānassa lābhī pe 
PA_bu-vb_pj4:1.1.39	asuko bhikkhu chaḷabhiñño”ti.	asukaḥ bhikkhu chaḍabhiñño ti 
PA_bu-vb_pj4:1.1.40	Atha kho te manussā—	atha kho te manussā 
PA_bu-vb_pj4:1.1.41	“lābhā vata no, suladdhaṁ vata no, yesaṁ no evarūpā bhikkhū vassaṁ upagatā;	lābhāḥ vata no su laddham vata no yesam no evarūpāḥ bhikkhū vassam upagatā 
PA_bu-vb_pj4:1.1.42	na vata no ito pubbe evarūpā bhikkhū vassaṁ upagatā yathayime bhikkhū sīlavanto kalyāṇadhammā”ti,	na vata no itas pubbe evarūpāḥ bhikkhū vassam upagatāḥ yathā ime bhikkhū sīlavantaḥ kalyāṇa dhammā ti 
PA_bu-vb_pj4:1.1.43_0	te na tādisāni bhojanāni attanā paribhuñjanti mātāpitūnaṁ denti puttadārassa denti	te na tādisāni bhojanāni attanā paribhuñjanti mātā pitūnam denti putta dārassa denti 
PA_bu-vb_pj4:1.1.43_1	dāsakammakaraporisassa denti mittāmaccānaṁ denti ñātisālohitānaṁ denti, yādisāni bhikkhūnaṁ denti.	dāsa kamma kara porisassa denti mitta amaccānam denti ñāti sālohitānam denti yādisāni bhikkhūnam denti 
PA_bu-vb_pj4:1.1.44_0	Te na tādisāni khādanīyāni sāyanīyāni pānāni attanā khādanti sāyanti pivanti mātāpitūnaṁ	te na tādisāni khādanīyāni sāyanīyāni pānāni attanā khādanti sāyanti pivanti mātā pitūna 
