segmentnr	original	folio	analyzed
PA_snp_3.11:0.1	Sutta Nipāta 3.11	0	
PA_snp_3.11:0.2	Nālakasutta	0	
PA_snp_3.11:1.1	Ānandajāte tidasagaṇe patīte,	1	
PA_snp_3.11:1.2	Sakkañca indaṁ sucivasane ca deve;	1	
PA_snp_3.11:1.3	Dussaṁ gahetvā atiriva thomayante,	1	
PA_snp_3.11:1.4	Asito isi addasa divāvihāre.	1	
PA_snp_3.11:2.1	Disvāna deve muditamane udagge,	2	
PA_snp_3.11:2.2	Cittiṁ karitvāna idamavoca tattha;	2	
PA_snp_3.11:2.3	“Kiṁ devasaṅgho atiriva kalyarūpo,	2	
PA_snp_3.11:2.4	Dussaṁ gahetvā ramayatha kiṁ paṭicca.	2	
PA_snp_3.11:3.1	Yadāpi āsī asurehi saṅgamo,	3	
PA_snp_3.11:3.2	Jayo surānaṁ asurā parājitā;	3	
PA_snp_3.11:3.3	Tadāpi netādiso lomahaṁsano,	3	
PA_snp_3.11:3.4	Kimabbhutaṁ daṭṭhu marū pamoditā.	3	
PA_snp_3.11:4.1	Seḷenti gāyanti ca vādayanti ca,	4	
PA_snp_3.11:4.2	Bhujāni phoṭenti ca naccayanti ca;	4	
PA_snp_3.11:4.3	Pucchāmi vohaṁ merumuddhavāsine,	4	
PA_snp_3.11:4.4	Dhunātha me saṁsayaṁ khippa mārisā”.	4	
PA_snp_3.11:5.1	“So bodhisatto ratanavaro atulyo,	5	
PA_snp_3.11:5.2	Manussaloke hitasukhatthāya jāto;	5	
PA_snp_3.11:5.3	Sakyāna gāme janapade lumbineyye,	5	
PA_snp_3.11:5.4	Tenamha tuṭṭhā atiriva kalyarūpā.	5	
PA_snp_3.11:6.1	So sabbasattuttamo aggapuggalo,	6	
PA_snp_3.11:6.2	Narāsabho sabbapajānamuttamo;	6	
PA_snp_3.11:6.3	Vattessati cakkamisivhaye vane,	6	
PA_snp_3.11:6.4	Nadaṁva sīho balavā migābhibhū”.	6	
