segmentnr	original	analyzed
PA_ud_6.5:0.1	Udāna 6.5	▁udān a
PA_ud_6.5:0.2	Dutiyanānātitthiyasutta	▁dutiy anā nā ti tth iy asutta
PA_ud_6.5:1.1	Evaṁ me sutaṁ—	▁evaṃ ▁me ▁sut aṃ
PA_ud_6.5:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	▁ekaṃ ▁samay aṃ ▁bhagavā ▁sāvatthiyaṃ ▁viharati ▁jetavane ▁ anāthapiṇḍikassa ▁ārām e
PA_ud_6.5:1.3	Tena kho pana samayena sambahulā nānātitthiyasamaṇabrāhmaṇaparibbājakā sāvatthiyaṁ paṭivasanti nānādiṭṭhikā nānākhantikā nānārucikā nānādiṭṭhinissayanissitā.	▁tena ▁kho ▁pana ▁samayena ▁sambahulā ▁nānā ti tth iya samaṇ a brāhmaṇ apari bb ā j akā ▁sāvatthiyaṃ ▁paṭi va santi ▁nānā diṭṭh ikā ▁nānā kh anti kā ▁nānā ruci kā ▁nānā diṭṭhi nissay anissit ā
PA_ud_6.5:2.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:2.2	“sassato attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sassat o ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:3.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:3.2	“asassato attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁as assa to ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:4.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:4.2	“sassato ca asassato ca attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sassat o ▁ca ▁as assa to ▁ca ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:5.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:5.2	“neva sassato nāsassato attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁neva ▁sassat o ▁nās assa to ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:6.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:6.2	“sayaṅkato attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sayaṃ kat o ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:7.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:7.2	“paraṅkato attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁paraṃ kat o ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:8.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:8.2	“sayaṅkato ca paraṅkato ca attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sayaṃ kat o ▁ca ▁paraṃ kat o ▁ca ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:9.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:9.2	“asayaṅkāro aparaṅkāro adhiccasamuppanno attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁as a yaṃ kāro ▁apar aṃ kāro ▁adhi cc asam u ppann o ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:10.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:10.2	“sassataṁ sukhadukkhaṁ attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sassat aṃ ▁sukh adukkh aṃ ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:11.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:11.2	“asassataṁ sukhadukkhaṁ attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁as assa taṃ ▁sukh adukkh aṃ ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:12.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:12.2	“sassatañca asassatañca sukhadukkhaṁ attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sassat añca ▁as assa t añca ▁sukh adukkh aṃ ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:13.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:13.2	“neva sassataṁ nāsassataṁ sukhadukkhaṁ attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁neva ▁sassat aṃ ▁nās assa taṃ ▁sukh adukkh aṃ ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:14.1	Santeke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁sant e ke ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
PA_ud_6.5:14.2	“sayaṅkataṁ sukhadukkhaṁ attā ca loko ca, idameva saccaṁ moghamaññan”ti.	▁sayaṃ kat aṃ ▁sukh adukkh aṃ ▁ attā ▁ca ▁lok o ▁ca ▁idameva ▁saccaṃ ▁mogh amaññ anti
PA_ud_6.5:15.1	Santi paneke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino:	▁santi ▁pa nek e ▁samaṇabrāhmaṇ ā ▁evaṃ vād ino ▁evaṃ diṭṭh ino
