segmentnr	original	folio	analyzed
PA_bu-vb_ay2:0.1	Theravāda Vinaya	0	
PA_bu-vb_ay2:0.2	Mahāvibhaṅga	0	
PA_bu-vb_ay2:0.3	Aniyatakaṇḍa	0	
PA_bu-vb_ay2:0.4	2. Dutiyaaniyatasikkhāpada	0	
PA_bu-vb_ay2:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bu-vb_ay2:1.2_0	Tena kho pana samayena āyasmā udāyī—“bhagavatā paṭikkhittaṁ mātugāmena saddhiṁ eko	1	
PA_bu-vb_ay2:1.2_1	ekāya raho paṭicchanne āsane alaṅkammaniye nisajjaṁ kappetun”ti tassāyeva kumārikāya	1	
PA_bu-vb_ay2:1.2_2	saddhiṁ eko ekāya raho nisajjaṁ kappesi kālayuttaṁ samullapanto kālayuttaṁ dhammaṁ bhaṇanto.	1	
PA_bu-vb_ay2:1.3	Dutiyampi kho visākhā migāramātā nimantitā taṁ kulaṁ agamāsi.	1	
PA_bu-vb_ay2:1.4	Addasā kho visākhā migāramātā āyasmantaṁ udāyiṁ tassāyeva kumārikāya saddhiṁ ekaṁ ekāya raho nisinnaṁ.	1	
PA_bu-vb_ay2:1.5	Disvāna āyasmantaṁ udāyiṁ etadavoca—	1	
PA_bu-vb_ay2:1.6	“idaṁ, bhante, nacchannaṁ nappatirūpaṁ yaṁ ayyo mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappeti.	1	
PA_bu-vb_ay2:1.7	Kiñcāpi, bhante, ayyo anatthiko tena dhammena, api ca dussaddhāpayā appasannā manussā”ti.	1	
PA_bu-vb_ay2:1.8	Evampi kho āyasmā udāyī visākhāya migāramātuyā vuccamāno nādiyi.	1	
PA_bu-vb_ay2:1.9	Atha kho visākhā migāramātā nikkhamitvā bhikkhūnaṁ etamatthaṁ ārocesi.	1	
PA_bu-vb_ay2:1.10	Ye te bhikkhū appicchā …pe… te ujjhāyanti khiyyanti vipācenti—	1	
PA_bu-vb_ay2:1.11	“kathañhi nāma āyasmā udāyī mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappessatī”ti.	1	
PA_bu-vb_ay2:1.12	Atha kho te bhikkhū āyasmantaṁ udāyiṁ anekapariyāyena vigarahitvā bhagavato etamatthaṁ ārocesuṁ …pe…	1	
PA_bu-vb_ay2:1.13	“saccaṁ kira tvaṁ, udāyi, mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappesī”ti?	1	
PA_bu-vb_ay2:1.14	“Saccaṁ, bhagavā”ti.	1	
PA_bu-vb_ay2:1.15	Vigarahi buddho bhagavā …pe…	1	
PA_bu-vb_ay2:1.16	kathañhi nāma tvaṁ, moghapurisa, mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappessasi.	1	
PA_bu-vb_ay2:1.17	Netaṁ, moghapurisa, appasannānaṁ vā pasādāya …pe…	1	
PA_bu-vb_ay2:1.18	evañca pana, bhikkhave, imaṁ sikkhāpadaṁ uddiseyyātha—	1	
PA_bu-vb_ay2:1.19.1	“Na heva kho pana paṭicchannaṁ āsanaṁ hoti nālaṅkammaniyaṁ, alañca kho hoti mātugāmaṁ duṭṭhullāhi vācāhi obhāsituṁ.	1	
PA_bu-vb_ay2:1.20	Yo pana bhikkhu tathārūpe āsane mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappeyya, tamenaṁ saddheyyavacasā upāsikā disvā	1	
PA_bu-vb_ay2:1.21	dvinnaṁ dhammānaṁ aññatarena vadeyya—saṅghādisesena vā pācittiyena vā.	1	
PA_bu-vb_ay2:1.22	Nisajjaṁ bhikkhu paṭijānamāno dvinnaṁ dhammānaṁ aññatarena kāretabbo— saṅghādisesena vā pācittiyena vā.	1	
PA_bu-vb_ay2:1.23	Yena vā sā saddheyyavacasā upāsikā vadeyya tena so bhikkhu kāretabbo.	1	
PA_bu-vb_ay2:1.24	Ayampi dhammo aniyato”ti.	1	
PA_bu-vb_ay2:2.1.1	Na heva kho pana paṭicchannaṁ āsanaṁ hotīti	2	
PA_bu-vb_ay2:2.1.2	appaṭicchannaṁ hoti kuṭṭena vā kavāṭena vā kilañjena vā sāṇipākārena vā rukkhena vā thambhena vā kotthaḷiyā vā yena kenaci appaṭicchannaṁ hoti.	2	
PA_bu-vb_ay2:2.1.3	Nālaṅkammaniyanti	2	
PA_bu-vb_ay2:2.1.4	na sakkā hoti methunaṁ dhammaṁ paṭisevituṁ.	2	
PA_bu-vb_ay2:2.1.5	Alañca kho hoti mātugāmaṁ duṭṭhullāhi vācāhi obhāsitunti	2	
PA_bu-vb_ay2:2.1.6	sakkā hoti mātugāmaṁ duṭṭhullāhi vācāhi obhāsituṁ.	2	
PA_bu-vb_ay2:2.1.7	Yo panāti	2	
PA_bu-vb_ay2:2.1.8	yo yādiso …pe…	2	
PA_bu-vb_ay2:2.1.9	bhikkhūti	2	
PA_bu-vb_ay2:2.1.10	…pe… ayaṁ imasmiṁ atthe adhippeto bhikkhūti.	2	
PA_bu-vb_ay2:2.1.11	Tathārūpe āsaneti	2	
PA_bu-vb_ay2:2.1.12	evarūpe āsane.	2	
PA_bu-vb_ay2:2.1.13	Mātugāmo nāma	2	
PA_bu-vb_ay2:2.1.14	manussitthī, na yakkhī na petī na tiracchānagatā, viññū paṭibalā subhāsitadubbhāsitaṁ duṭṭhullāduṭṭhullaṁ ājānituṁ.	2	
PA_bu-vb_ay2:2.1.15	Saddhinti	2	
PA_bu-vb_ay2:2.1.16	ekato.	2	
PA_bu-vb_ay2:2.1.17	Eko ekāyāti	2	
PA_bu-vb_ay2:2.1.18	bhikkhu ceva hoti mātugāmo ca.	2	
PA_bu-vb_ay2:2.1.19	Raho nāma	2	
PA_bu-vb_ay2:2.1.20	cakkhussa raho, sotassa raho.	2	
PA_bu-vb_ay2:2.1.21	Cakkhussa raho nāma	2	
PA_bu-vb_ay2:2.1.22	na sakkā hoti akkhiṁ vā nikhaṇīyamāne bhamukaṁ vā ukkhipīyamāne sīsaṁ vā ukkhipīyamāne passituṁ.	2	
PA_bu-vb_ay2:2.1.23	Sotassa raho nāma	2	
PA_bu-vb_ay2:2.1.24	na sakkā hoti pakatikathā sotuṁ.	2	
PA_bu-vb_ay2:2.1.25	Nisajjaṁ kappeyyāti	2	
PA_bu-vb_ay2:2.1.26	mātugāme nisinne bhikkhu upanisinno vā hoti upanipanno vā.	2	
PA_bu-vb_ay2:2.1.27	Bhikkhu nisinne mātugāmo upanisinno vā hoti upanipanno vā.	2	
PA_bu-vb_ay2:2.1.28	Ubho vā nisinnā honti ubho vā nipannā.	2	
PA_bu-vb_ay2:2.1.29	Saddheyyavacasā nāma	2	
PA_bu-vb_ay2:2.1.30	āgataphalā abhisametāvinī viññātasāsanā.	2	
PA_bu-vb_ay2:2.1.31	Upāsikā nāma	2	
PA_bu-vb_ay2:2.1.32	buddhaṁ saraṇaṁ gatā, dhammaṁ saraṇaṁ gatā, saṅghaṁ saraṇaṁ gatā.	2	
PA_bu-vb_ay2:2.1.33	Disvāti	2	
PA_bu-vb_ay2:2.1.34	passitvā.	2	
PA_bu-vb_ay2:2.2.1	Dvinnaṁ dhammānaṁ aññatarena vadeyya saṅghādisesena vā pācittiyena vā.	2	
PA_bu-vb_ay2:2.2.2	Nisajjaṁ bhikkhu paṭijānamāno dvinnaṁ dhammānaṁ aññatarena kāretabbo— saṅghādisesena vā pācittiyena vā.	2	
PA_bu-vb_ay2:2.2.3	Yena vā sā saddheyyavacasā upāsikā vadeyya, tena so bhikkhu kāretabbo.	2	
PA_bu-vb_ay2:2.2.4	Sā ce evaṁ vadeyya—	2	
PA_bu-vb_ay2:2.2.5	“ayyo mayā diṭṭho nisinno mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajjanto”ti,	2	
PA_bu-vb_ay2:2.2.6	so ca taṁ paṭijānāti, āpattiyā kāretabbo.	2	
PA_bu-vb_ay2:2.2.7	Sā ce evaṁ vadeyya—	2	
PA_bu-vb_ay2:2.2.8	“ayyo mayā diṭṭho nisinno mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajjanto”ti,	2	
PA_bu-vb_ay2:2.2.9	so ce evaṁ vadeyya—	2	
PA_bu-vb_ay2:2.2.10	“saccāhaṁ nisinno, no ca kho kāyasaṁsaggaṁ samāpajjin”ti,	2	
PA_bu-vb_ay2:2.2.11	nisajjāya kāretabbo …pe…	2	
PA_bu-vb_ay2:2.2.12	“nāhaṁ nisinno, api ca kho nipanno”ti,	2	
PA_bu-vb_ay2:2.2.13	nipajjāya kāretabbo …pe…	2	
PA_bu-vb_ay2:2.2.14	“nāhaṁ nisinno, api ca kho ṭhito”ti,	2	
PA_bu-vb_ay2:2.2.15	na kāretabbo.	2	
PA_bu-vb_ay2:2.2.16	Sā ce evaṁ vadeyya—	2	
PA_bu-vb_ay2:2.2.17	“ayyo mayā diṭṭho nipanno mātugāmena saddhiṁ kāyasaṁsaggaṁ samāpajjanto”ti,	2	
PA_bu-vb_ay2:2.2.18	so ca taṁ paṭijānāti, āpattiyā kāretabbo …pe…	2	
PA_bu-vb_ay2:2.2.19	“saccāhaṁ nipanno, no ca kho kāyasaṁsaggaṁ samāpajjin”ti,	2	
PA_bu-vb_ay2:2.2.20	nipajjāya kāretabbo …pe…	2	
PA_bu-vb_ay2:2.2.21	“nāhaṁ nipanno, api ca kho nisinno”ti,	2	
PA_bu-vb_ay2:2.2.22	nisajjāya kāretabbo …pe…	2	
PA_bu-vb_ay2:2.2.23	“nāhaṁ nipanno, api ca kho ṭhito”ti,	2	
PA_bu-vb_ay2:2.2.24	na kāretabbo.	2	
PA_bu-vb_ay2:2.2.25	Sā ce evaṁ vadeyya—	2	
