segmentnr	original	folio	analyzed
PA_pv_41:0.1	Petavatthu	0	
PA_pv_41:0.2	Mahāvagga	0	
PA_pv_41:0.3	6. Kumārapetavatthu	0	
PA_pv_41:1.1	“Sāvatthi nāma nagaraṁ,	1	
PA_pv_41:1.2	himavantassa passato;	1	
PA_pv_41:1.3	Tattha āsuṁ dve kumārā,	1	
PA_pv_41:1.4	rājaputtāti me sutaṁ.	1	
PA_pv_41:2.1	Sammattā rajanīyesu,	2	
PA_pv_41:2.2	kāmassādābhinandino;	2	
PA_pv_41:2.3	Paccuppannasukhe giddhā,	2	
PA_pv_41:2.4	na te passiṁsunāgataṁ.	2	
PA_pv_41:3.1	Te cutā ca manussattā,	3	
PA_pv_41:3.2	paralokaṁ ito gatā;	3	
PA_pv_41:3.3	Tedha ghosentyadissantā,	3	
PA_pv_41:3.4	pubbe dukkaṭamattano.	3	
PA_pv_41:4.1	Bahūsu vata santesu,	4	
PA_pv_41:4.2	deyyadhamme upaṭṭhite;	4	
PA_pv_41:4.3	Nāsakkhimhā ca attānaṁ,	4	
PA_pv_41:4.4	parittaṁ kātuṁ sukhāvahaṁ.	4	
PA_pv_41:5.1	Kiṁ tato pāpakaṁ assa,	5	
PA_pv_41:5.2	yaṁ no rājakulā cutā;	5	
PA_pv_41:5.3	Upapannā pettivisayaṁ,	5	
PA_pv_41:5.4	khuppipāsasamappitā.	5	
PA_pv_41:6.1	Sāmino idha hutvāna,	6	
PA_pv_41:6.2	honti asāmino tahiṁ;	6	
PA_pv_41:6.3	Bhamanti khuppipāsāya,	6	
PA_pv_41:6.4	manussā unnatonatā.	6	
PA_pv_41:7.1	Etamādīnavaṁ ñatvā,	7	
PA_pv_41:7.2	issaramadasambhavaṁ;	7	
PA_pv_41:7.3	Pahāya issaramadaṁ,	7	
PA_pv_41:7.4	bhave saggagato naro;	7	
PA_pv_41:7.5	Kāyassa bhedā sappañño,	7	
PA_pv_41:7.6	saggaṁ so upapajjatī”ti.	7	
PA_pv_41:8.1	Kumārapetavatthu chaṭṭhaṁ.	8	
