segmentnr	original	folio	analyzed
PA_bu-vb_ss5:0.1	Theravāda Vinaya	0	
PA_bu-vb_ss5:0.2	Mahāvibhaṅga	0	
PA_bu-vb_ss5:0.3	Saṅghādisesakaṇḍa	0	
PA_bu-vb_ss5:0.4	5. Sañcarittasikkhāpada	0	
PA_bu-vb_ss5:1.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bu-vb_ss5:1.1.2	Tena kho pana samayena āyasmā udāyī sāvatthiyaṁ kulūpako hoti. Bahukāni kulāni upasaṅkamati.	1	
PA_bu-vb_ss5:1.1.3	Yattha passati kumārakaṁ vā apajāpatikaṁ, kumārikaṁ vā apatikaṁ, kumārakassa mātāpitūnaṁ santike kumārikāya vaṇṇaṁ bhaṇati—	1	
PA_bu-vb_ss5:1.1.4	“amukassa kulassa kumārikā abhirūpā dassanīyā pāsādikā paṇḍitā byattā medhāvinī dakkhā analasā.	1	
PA_bu-vb_ss5:1.1.5	Channā sā kumārikā imassa kumārakassā”ti.	1	
PA_bu-vb_ss5:1.1.6	Te evaṁ vadanti—	1	
PA_bu-vb_ss5:1.1.7	“ete kho, bhante, amhe na jānanti—‘ke vā ime kassa vā’ti.	1	
PA_bu-vb_ss5:1.1.8	Sace, bhante, ayyo dāpeyya āneyyāma mayaṁ taṁ kumārikaṁ imassa kumārakassā”ti.	1	
PA_bu-vb_ss5:1.1.9	Kumārikāya mātāpitūnaṁ santike kumārakassa vaṇṇaṁ bhaṇati—	1	
PA_bu-vb_ss5:1.1.10	“amukassa kulassa kumārako abhirūpo dassanīyo pāsādiko paṇḍito byatto medhāvī dakkho analaso.	1	
PA_bu-vb_ss5:1.1.11	Channāyaṁ kumārikā tassa kumārakassā”ti.	1	
PA_bu-vb_ss5:1.1.12	Te evaṁ vadanti—	1	
PA_bu-vb_ss5:1.1.13	“ete kho, bhante, amhe na jānanti—‘ke vā ime kassa vā’ti,	1	
PA_bu-vb_ss5:1.1.14	kismiṁ viya kumārikāya vattuṁ.	1	
PA_bu-vb_ss5:1.1.15	Sace, bhante, ayyo yācāpeyya dajjeyyāma mayaṁ imaṁ kumārikaṁ tassa kumārakassā”ti.	1	
PA_bu-vb_ss5:1.1.16	Eteneva upāyena āvāhānipi kārāpeti, vivāhānipi kārāpeti, vāreyyānipi kārāpeti.	1	
PA_bu-vb_ss5:1.2.1	Tena kho pana samayena aññatarissā purāṇagaṇakiyā dhītā abhirūpā hoti dassanīyā pāsādikā.	1	
PA_bu-vb_ss5:1.2.2	Tirogāmakā ājīvakasāvakā āgantvā taṁ gaṇakiṁ etadavocuṁ—	1	
PA_bu-vb_ss5:1.2.3	“dehāyye, imaṁ kumārikaṁ amhākaṁ kumārakassā”ti.	1	
PA_bu-vb_ss5:1.2.4	Sā evamāha—“ahaṁ khvayyo, tumhe na jānāmi—‘ke vā ime kassa vā’ti.	1	
PA_bu-vb_ss5:1.2.5	Ayañca me ekadhītikā, tirogāmo ca gantabbo, nāhaṁ dassāmī”ti.	1	
PA_bu-vb_ss5:1.2.6	Manussā te ājīvakasāvake etadavocuṁ—	1	
PA_bu-vb_ss5:1.2.7	“kissa tumhe, ayyo, āgatatthā”ti?	1	
PA_bu-vb_ss5:1.2.8	“Idha mayaṁ, ayyo, amukaṁ nāma gaṇakiṁ dhītaraṁ yācimhā amhākaṁ kumārakassa.	1	
PA_bu-vb_ss5:1.2.9	Sā evamāha—‘ahaṁ khvayyo, tumhe na jānāmi—ke vā ime kassa vā’ti.	1	
PA_bu-vb_ss5:1.2.10	Ayañca me ekadhītikā, tirogāmo ca gantabbo, nāhaṁ dassāmī”ti.	1	
PA_bu-vb_ss5:1.2.11	“Kissa tumhe, ayyo, taṁ gaṇakiṁ dhītaraṁ yācittha?	1	
PA_bu-vb_ss5:1.2.12	Nanu ayyo udāyī vattabbo.	1	
PA_bu-vb_ss5:1.2.13	Ayyo udāyī dāpessatī”ti.	1	
PA_bu-vb_ss5:1.2.14	Atha kho te ājīvakasāvakā yenāyasmā udāyī tenupasaṅkamiṁsu; upasaṅkamitvā āyasmantaṁ udāyiṁ etadavocuṁ—	1	
PA_bu-vb_ss5:1.2.15	“idha mayaṁ, bhante, amukaṁ nāma gaṇakiṁ dhītaraṁ yācimhā amhākaṁ kumārakassa.	1	
PA_bu-vb_ss5:1.2.16	Sā evamāha—‘ahaṁ khvayyo, tumhe na jānāmi—ke vā ime kassa vāti.	1	
PA_bu-vb_ss5:1.2.17	Ayañca me ekadhītikā, tirogāmo ca gantabbo, nāhaṁ dassāmī’ti.	1	
PA_bu-vb_ss5:1.2.18	Sādhu, bhante, ayyo taṁ gaṇakiṁ dhītaraṁ dāpetu amhākaṁ kumārakassā”ti.	1	
