segmentnr	original	analyzed
PA_bi-vb_sk1:0.1	Theravāda Vinaya	thera vāda vinaya 
PA_bi-vb_sk1:0.2	Bhikkhunivibhaṅga	bhikkhuni vibhaṅga 
PA_bi-vb_sk1:0.3	Sekhiyakaṇḍa	sekhiya kaṇḍa 
PA_bi-vb_sk1:0.4	Parimaṇḍalavagga	parimaṇḍala vagga 
PA_bi-vb_sk1:0.5	1. Parimaṇḍalasikkhāpada	    
PA_bi-vb_sk1:0.6	Ime kho panāyyāyo sekhiyā dhammā uddesaṁ āgacchanti.	ime kho panāyyāyo sekhiyāḥ dhammāḥ uddesam āgacchanti 
PA_bi-vb_sk1:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 
PA_bi-vb_sk1:1.2	Tena kho pana samayena chabbaggiyā bhikkhuniyo puratopi pacchatopi olambentī nivāsenti.	tena kho pana samayena chabbaggiyāḥ bhikkhuniyaḥ puratas pi pacchatas pi olambentī nivāsenti 
PA_bi-vb_sk1:1.3	Manussā ujjhāyanti khiyyanti vipācenti—	manussāḥ ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_sk1:1.4	“kathañhi nāma bhikkhuniyo puratopi pacchatopi olambentī nivāsessanti, seyyathāpi gihiniyo kāmabhoginiyo”ti.	katham hi nāma bhikkhuniyo puratas pi pacchatas pi olambentī nivāsessanti seyyathā api gihiniyo kāmabhoginiyo ti 
PA_bi-vb_sk1:1.5	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhuniyaḥ tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 
PA_bi-vb_sk1:1.6	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_sk1:1.7	“kathañhi nāma chabbaggiyā bhikkhuniyo puratopi pacchatopi olambentī nivāsessantī”ti …pe…	katham hi nāma chabbaggiyāḥ bhikkhuniyaḥ puratas pi pacchatas pi olambentī nivāsessanti iti pe 
PA_bi-vb_sk1:1.8	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo puratopi pacchatopi olambentī nivāsentī”ti?	saccam kira bhikkhave chabbaggiyāḥ bhikkhuniyaḥ puratas pi pacchatas pi olambentī nivāsentī iti 
PA_bi-vb_sk1:1.9	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 
PA_bi-vb_sk1:1.10	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 
PA_bi-vb_sk1:1.11	kathañhi nāma, bhikkhave, chabbaggiyā bhikkhuniyo puratopi pacchatopi olambentī nivāsessanti.	kathan hi nāma bhikkhave chabbaggiyāḥ bhikkhuniyaḥ puratas pi pacchatas pi olambentī nivāsessanti 
PA_bi-vb_sk1:1.12	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	na ita bhikkhave appasannānam vā pasādāya pe 
PA_bi-vb_sk1:1.13	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	evam ca pana bhikkhave bhikkhuniyaḥ imam sikkhāpadam uddisantu 
PA_bi-vb_sk1:1.14.1	“Parimaṇḍalaṁ nivāsessāmīti sikkhā karaṇīyā”ti.	parimaṇḍalam nivāsessāmi iti sikkhā karaṇīyā ati 
PA_bi-vb_sk1:1.15	Parimaṇḍalaṁ nivāsetabbaṁ nābhimaṇḍalaṁ jāṇumaṇḍalaṁ paṭicchādentiyā.	parimaṇḍalam nivāsetabbam nābhi maṇḍalam jāṇu maṇḍalam paṭicchādentiyā 
PA_bi-vb_sk1:1.16	Yā anādariyaṁ paṭicca purato vā pacchato vā olambentī nivāseti, āpatti dukkaṭassa.	yā anādariyam paṭicca puratas vā pacchatas vā olambentī nivāseti āpatti dukkaṭassa 
PA_bi-vb_sk1:1.17.1	Anāpatti—	anāpatti 
PA_bi-vb_sk1:1.18	asañcicca,	a san cit ca 
PA_bi-vb_sk1:1.19	assatiyā,	assatiyā 
PA_bi-vb_sk1:1.20	ajānantiyā,	a jānantiyā 
PA_bi-vb_sk1:1.21	gilānāya,	gilānāya 
PA_bi-vb_sk1:1.22	āpadāsu,	āpadāsu 
PA_bi-vb_sk1:1.23	ummattikāya,	ummattikāya 
PA_bi-vb_sk1:1.24	ādikammikāyāti …pe…	ādikammikāya ati pe 
PA_bi-vb_sk1:1.25	(Saṅkhittaṁ.)	saṅkhitta 
