segmentnr	original	folio	analyzed
PA_bi-vb_as1-7:1.0.1	Theravāda Vinaya	1	
PA_bi-vb_as1-7:1.0.2	Bhikkhunivibhaṅga	1	
PA_bi-vb_as1-7:1.0.3	Adhikaraṇasamatha	1	
PA_bi-vb_as1-7:1.1.1	Ime kho panāyyāyo satta adhikaraṇasamathā dhammā uddesaṁ āgacchanti.	1	
PA_bi-vb_as1-7:1.2.1	Uppannuppannānaṁ adhikaraṇānaṁ samathāya vūpasamāya	1	
PA_bi-vb_as1-7:1.2.2	sammukhāvinayo dātabbo,	1	
PA_bi-vb_as1-7:2.1.1	sativinayo dātabbo,	2	
PA_bi-vb_as1-7:3.1.1	amūḷhavinayo dātabbo,	3	
PA_bi-vb_as1-7:4.1.1	paṭiññāya kāretabbaṁ,	4	
PA_bi-vb_as1-7:5.1.1	yebhuyyasikā,	5	
PA_bi-vb_as1-7:6.1.1	tassapāpiyasikā,	6	
PA_bi-vb_as1-7:7.1.1	tiṇavatthārakoti.	7	
PA_bi-vb_as1-7:7.2.1	Uddiṭṭhā kho, ayyāyo, satta adhikaraṇasamathā dhammā.	7	
PA_bi-vb_as1-7:7.2.2	Tatthāyyāyo pucchāmi—	7	
PA_bi-vb_as1-7:7.2.3	“kaccittha parisuddhā”?	7	
PA_bi-vb_as1-7:7.2.4	Dutiyampi pucchāmi—	7	
PA_bi-vb_as1-7:7.2.5	“kaccittha parisuddhā”?	7	
PA_bi-vb_as1-7:7.2.6	Tatiyampi pucchāmi—	7	
PA_bi-vb_as1-7:7.2.7	“kaccittha parisuddhā”?	7	
PA_bi-vb_as1-7:7.2.8	Parisuddhetthāyyāyo, tasmā tuṇhī, evametaṁ dhārayāmīti.	7	
PA_bi-vb_as1-7:7.3.1	Adhikaraṇasamathā niṭṭhitā.	7	
PA_bi-vb_as1-7:7.4.1	Uddiṭṭhaṁ kho, ayyāyo, nidānaṁ.	7	
PA_bi-vb_as1-7:7.4.2	Uddiṭṭhā aṭṭha pārājikā dhammā.	7	
PA_bi-vb_as1-7:7.4.3	Uddiṭṭhā sattarasa saṅghādisesā dhammā.	7	
PA_bi-vb_as1-7:7.4.4	Uddiṭṭhā tiṁsa nissaggiyā pācittiyā dhammā.	7	
PA_bi-vb_as1-7:7.4.5	Uddiṭṭhā chasaṭṭhisatā pācittiyā dhammā.	7	
PA_bi-vb_as1-7:7.4.6	Uddiṭṭhā aṭṭha pāṭidesanīyā dhammā.	7	
PA_bi-vb_as1-7:7.4.7	Uddiṭṭhā sekhiyā dhammā.	7	
PA_bi-vb_as1-7:7.4.8	Uddiṭṭhā satta adhikaraṇasamathā dhammā.	7	
PA_bi-vb_as1-7:7.4.9	Ettakaṁ tassa bhagavato suttāgataṁ suttapariyāpannaṁ anvaddhamāsaṁ uddesaṁ āgacchati.	7	
PA_bi-vb_as1-7:7.4.10	Tattha sabbāheva samaggāhi sammodamānāhi avivadamānāhi sikkhitabbanti.	7	
PA_bi-vb_as1-7:7.4.11	Bhikkhunivibhaṅgo niṭṭhito.	7	
PA_bi-vb_as1-7:7.5.1	Pācittiyapāḷi niṭṭhitā.	7	
