segmentnr	original	folio	analyzed
PA_tika-vin01_t1:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_tika-vin01_t1:1	Vinayapiṭake	0	
PA_tika-vin01_t1:2	Sāratthadīpanī-ṭīkā (paṭhamo bhāgo)	0	
PA_tika-vin01_t1:3	Ganthārambhakathā	0	
PA_tika-vin01_t1:4	Mahākāruṇikaṃ buddhaṃ, dhammañca vimalaṃ varaṃ;	0	
PA_tika-vin01_t1:5	Vande ariyasaṅghañca, dakkhiṇeyyaṃ niraṅgaṇaṃ.	0	
PA_tika-vin01_t1:6	Uḷārapuññatejena, katvā sattuvimaddanaṃ;	0	
PA_tika-vin01_t1:7	Pattarajjābhisekena, sāsanujjotanatthinā.	0	
PA_tika-vin01_t1:8	Nissāya sīhaḷindena, yaṃ parakkamabāhunā;	0	
PA_tika-vin01_t1:9	Katvā nikāyasāmaggiṃ, sāsanaṃ suvisodhitaṃ.	0	
PA_tika-vin01_t1:10	Kassapaṃ taṃ mahātheraṃ, saṅghassa pariṇāyakaṃ;	1	
PA_tika-vin01_t1:11	Dīpasmiṃ tambapaṇṇimhi, sāsanodayakārakaṃ.	1	
PA_tika-vin01_t1:12	Paṭipattiparādhīnaṃ, sadāraññanivāsinaṃ;	1	
PA_tika-vin01_t1:13	Pākaṭaṃ gagane canda-maṇḍalaṃ viya sāsane.	1	
PA_tika-vin01_t1:14	Saṅghassa pitaraṃ vande, vinaye suvisāradaṃ;	1	
PA_tika-vin01_t1:15	Yaṃ nissāya vasantohaṃ, vuddhippattosmi sāsane.	1	
PA_tika-vin01_t1:16	Anutheraṃ mahāpuññaṃ, sumedhaṃ sutivissutaṃ;	1	
PA_tika-vin01_t1:17	Avikhaṇḍitasīlādi-parisuddhaguṇodayaṃ.	1	
PA_tika-vin01_t1:18	Bahussutaṃ satimantaṃ, dantaṃ santaṃ samāhitaṃ;	1	
PA_tika-vin01_t1:19	Namāmi sirasā dhīraṃ, garuṃ me gaṇavācakaṃ.	1	
PA_tika-vin01_t1:20	Āgatāgamatakkesu, saddasatthanayaññusu;	2	
PA_tika-vin01_t1:21	Yassantevāsibhikkhūsu, sāsanaṃ suppatiṭṭhitaṃ.	2	
PA_tika-vin01_t1:22	Vinayaṭṭhakathāyāhaṃ, līnasāratthadīpaniṃ;	2	
PA_tika-vin01_t1:23	Karissāmi suviññeyyaṃ, paripuṇṇamanākulaṃ.	2	
PA_tika-vin01_t1:24	Porāṇehi kataṃ yaṃ tu, līnatthassa pakāsanaṃ;	2	
PA_tika-vin01_t1:25	Na taṃ sabbattha bhikkhūnaṃ, atthaṃ sādheti sabbaso.	2	
PA_tika-vin01_t1:26	Duviññeyyasabhāvāya, sīhaḷāya niruttiyā;	2	
PA_tika-vin01_t1:27	Gaṇṭhipadesvanekesu, likhitaṃ kiñci katthaci.	2	
PA_tika-vin01_t1:28	Māgadhikāya bhāsāya, ārabhitvāpi kenaci;	2	
PA_tika-vin01_t1:29	Bhāsantarehi sammissaṃ, likhitaṃ kiñcideva ca.	2	
PA_tika-vin01_t1:30	Asāraganthabhāropi, tattheva bahu dissati;	3	
PA_tika-vin01_t1:31	Ākulañca kataṃ yattha, suviññeyyampi atthato.	3	
PA_tika-vin01_t1:32	Tato aparipuṇṇena, tādisenettha sabbaso;	3	
PA_tika-vin01_t1:33	Kathamatthaṃ vijānanti, nānādesanivāsino.	3	
PA_tika-vin01_t1:34	Bhāsantaraṃ tato hitvā, sāramādāya sabbaso;	3	
PA_tika-vin01_t1:35	Anākulaṃ karissāmi, paripuṇṇavinicchayanti.	3	
PA_tika-vin01_t1:36	Ganthārambhakathāvaṇṇanā	3	
PA_tika-vin01_t1:37_0	Vinayasaṃvaṇṇanārambhe ratanattayaṃ namassitukāmo tassa visiṭṭhaguṇayogasandassanatthaṃ	37	
PA_tika-vin01_t1:37_1	“yo kappakoṭīhipī”tiādimāha. Visiṭṭhaguṇayogena hi vandanārahabhāvo, vandanārahe	37	
PA_tika-vin01_t1:37_2	ca katā vandanā yathādhippetamatthaṃ sādheti. Ettha ca saṃvaṇṇanārambhe ratanattayapaṇāmakaraṇappayojanaṃ	37	
PA_tika-vin01_t1:37_3	tattha tattha bahudhā papañcenti ācariyā. Tathā hi vaṇṇayanti –	37	
PA_tika-vin01_t1:38_0	“Saṃvaṇṇanārambhe ratanattayavandanā saṃvaṇṇetabbassa dhammassa pabhavanissayavisuddhipaṭivedanatthaṃ,	38	
PA_tika-vin01_t1:38_1	taṃ pana dhammasaṃvaṇṇanāsu viññūnaṃ bahumānuppādanatthaṃ, taṃ sammadeva tesaṃ uggahaṇadhāraṇādikkamaladdhabbāya	38	
PA_tika-vin01_t1:38_2	sammāpaṭipattiyā sabbahitasukhanipphādanatthaṃ. Atha vā maṅgalabhāvato, sabbakiriyāsu	38	
PA_tika-vin01_t1:38_3	pubbakiccabhāvato, paṇḍitehi samācaritabhāvato, āyatiṃ paresaṃ diṭṭhānugatiāpajjanato	38	
PA_tika-vin01_t1:38_4	ca saṃvaṇṇanāyaṃ ratanattayapaṇāmakiriyā”ti.	38	
PA_tika-vin01_t1:39_0	Mayaṃ pana idhādhippetameva payojanaṃ dassayissāma. Tasmā saṃvaṇṇanārambhe ratanattayapaṇāmakaraṇaṃ	39	
PA_tika-vin01_t1:39_1	yathāpaṭiññātasaṃvaṇṇanāya anantarāyena parisamāpanatthanti veditabbaṃ. Idameva hi	39	
PA_tika-vin01_t1:39_2	payojanaṃ ācariyena idhādhippetaṃ. Tathā hi vakkhati –	39	
PA_tika-vin01_t1:40	“Iccevamaccantanamassaneyyaṃ,	4	
PA_tika-vin01_t1:41	Namassamāno ratanattayaṃ yaṃ;	4	
PA_tika-vin01_t1:42	Puññābhisandaṃ vipulaṃ alatthaṃ,	4	
PA_tika-vin01_t1:43	Tassānubhāvena hatantarāyo”ti.	4	
PA_tika-vin01_t1:44_0	Ratanattayapaṇāmakaraṇena cettha yathāpaṭiññātasaṃvaṇṇanāya anantarāyena parisamāpanaṃ	44	
PA_tika-vin01_t1:44_1	ratanattayapūjāya paññāpāṭavabhāvato, tāya paññāpāṭavañca rāgādimalavidhamanato. Vuttañhetaṃ –	44	
PA_tika-vin01_t1:45_0	“Yasmiṃ, mahānāma, samaye ariyasāvako tathāgataṃ anussarati, nevassa tasmiṃ samaye	45	
PA_tika-vin01_t1:45_1	rāgapariyuṭṭhitaṃ cittaṃ hoti, na dosapariyuṭṭhitaṃ cittaṃ hoti, na mohapariyuṭṭhitaṃ	45	
PA_tika-vin01_t1:45_2	cittaṃ hoti, ujugatamevassa tasmiṃ samaye cittaṃ hotī”tiādi.	45	
PA_tika-vin01_t1:46	Tasmā ratanattayapūjanena vikkhālitamalāya paññāya pāṭavasiddhi.	4	
PA_tika-vin01_t1:47	Atha vā ratanattayapūjanassa paññāpadaṭṭhānasamādhihetuttā paññāpāṭavaṃ. Vuttañhi tassa samādhihetuttaṃ –	4	
PA_tika-vin01_t1:48_0	“Evaṃ ujugatacitto kho, mahānāma, ariyasāvako labhati atthavedaṃ, labhati dhammavedaṃ,	48	
PA_tika-vin01_t1:48_1	labhati dhammūpasaṃhitaṃ pāmojjaṃ, pamuditassa pīti jāyati, pītimanassa kāyo passambhati,	48	
PA_tika-vin01_t1:48_2	passaddhakāyo sukhaṃ vediyati, sukhino cittaṃ samādhiyatī”ti.	48	
PA_tika-vin01_t1:49_0	Samādhissa ca paññāya padaṭṭhānabhāvo vuttoyeva “samāhito yathābhūtaṃ pajānātī”ti.	49	
PA_tika-vin01_t1:49_1	Tato evaṃ paṭubhūtāya paññāya paṭiññāmahattakataṃ khedamabhibhuyya anantarāyena saṃvaṇṇanaṃ	49	
PA_tika-vin01_t1:49_2	samāpayissati. Tena vuttaṃ “anantarāyena parisamāpanattha”nti.	49	
PA_tika-vin01_t1:50	Atha vā ratanattayapūjāya āyuvaṇṇasukhabalavaḍḍhanato anantarāyena parisamāpanaṃ veditabbaṃ. Ratanattayapaṇāmena hi āyuvaṇṇasukhabalāni vaḍḍhanti. Vuttañhetaṃ –	5	
PA_tika-vin01_t1:51	“Abhivādanasīlissa, niccaṃ vuḍḍhāpacāyino;	5	
PA_tika-vin01_t1:52	Cattāro dhammā vaḍḍhanti, āyu vaṇṇo sukhaṃ bala”nti. ;	5	
PA_tika-vin01_t1:53	Tato āyuvaṇṇasukhabalavuḍḍhiyā hoteva kāriyaniṭṭhānamiti vuttaṃ “anantarāyena parisamāpanattha”nti.	5	
PA_tika-vin01_t1:54	Atha vā ratanattayagāravassa paṭibhānāparihānāvahattā. Aparihānāvahañhi tīsupi ratanesu gāravaṃ. Vuttañhetaṃ –	5	
PA_tika-vin01_t1:55	“Sattime, bhikkhave, aparihāniyā dhammā. Katame satta? Satthugāravatā dhammagāravatā saṅghagāravatā sikkhāgāravatā samādhigāravatā kalyāṇamittatā sovacassatā”ti.	5	
PA_tika-vin01_t1:56	Hoteva ca tato paṭibhānāparihānena yathāpaṭiññātaparisamāpanaṃ.	5	
PA_tika-vin01_t1:57	Atha vā pasādavatthūsu pūjāya puññātisayabhāvato. Vuttañhi tassa puññātisayattaṃ –	5	
PA_tika-vin01_t1:58	“Pūjārahe pūjayato, buddhe yadiva sāvake;	5	
PA_tika-vin01_t1:59	Papañcasamatikkante, tiṇṇasokapariddave.	5	
PA_tika-vin01_t1:60	“Te tādise pūjayato, nibbute akutobhaye;	6	
PA_tika-vin01_t1:61	Na sakkā puññaṃ saṅkhātuṃ, imettamapi kenacī”ti. ;	6	
PA_tika-vin01_t1:62	Puññātisayo ca yathādhippetaparisamāpanupāyo. Yathāha –	6	
PA_tika-vin01_t1:63	“Esa devamanussānaṃ, sabbakāmadado nidhi;	6	
PA_tika-vin01_t1:64	Yaṃ yadevābhipatthenti, sabbametena labbhatī”ti. ;	6	
PA_tika-vin01_t1:65_0	Upāyesu ca paṭipannassa hoteva kāriyaniṭṭhānaṃ. Ratanattayapūjā hi niratisayapuññakkhettasaṃbuddhiyā	65	
