segmentnr	original	folio	analyzed
PA_pp_2.5:0.1	Puggalapaññatti	0	
PA_pp_2.5:0.2	Niddesa	0	
PA_pp_2.5:0.3	5. Pañcakapuggalapaññatti	0	
PA_pp_2.5:1.1_0	Tatra yvāyaṁ puggalo ārabhati ca vippaṭisārī ca hoti, tañca cetovimuttiṁ paññāvimuttiṁ	1	
PA_pp_2.5:1.1_1	yathābhūtaṁ nappajānāti, yatthassa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti,	1	
PA_pp_2.5:1.1_2	so evamassa vacanīyo—	1	
PA_pp_2.5:1.2	“āyasmato kho ārambhajā āsavā saṁvijjanti, vippaṭisārajā āsavā pavaḍḍhanti.	1	
PA_pp_2.5:1.3	Sādhu vatāyasmā ārambhaje āsave pahāya vippaṭisāraje āsave paṭivinodetvā cittaṁ paññañca bhāvetu.	1	
PA_pp_2.5:1.4	Evamāyasmā amunā pañcamena puggalena samasamo bhavissatī”ti.	1	
PA_pp_2.5:2.1_0	Tatra yvāyaṁ puggalo ārabhati na vippaṭisārī hoti, tañca cetovimuttiṁ paññāvimuttiṁ	2	
PA_pp_2.5:2.1_1	yathābhūtaṁ nappajānāti, yatthassa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti,	2	
PA_pp_2.5:2.1_2	so evamassa vacanīyo—	2	
PA_pp_2.5:2.2	“āyasmato kho ārambhajā āsavā saṁvijjanti, vippaṭisārajā āsavā nappavaḍḍhanti.	2	
PA_pp_2.5:2.3	Sādhu vatāyasmā ārambhaje āsave pahāya cittaṁ paññañca bhāvetu.	2	
PA_pp_2.5:2.4	Evamāyasmā amunā pañcamena puggalena samasamo bhavissatī”ti.	2	
PA_pp_2.5:3.1_0	Tatra yvāyaṁ puggalo na ārabhati vippaṭisārī hoti, tañca cetovimuttiṁ paññāvimuttiṁ	3	
PA_pp_2.5:3.1_1	yathābhūtaṁ nappajānāti, yatthassa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti,	3	
PA_pp_2.5:3.1_2	so evamassa vacanīyo—	3	
PA_pp_2.5:3.2	“āyasmato kho ārambhajā āsavā na saṁvijjanti, vippaṭisārajā āsavā pavaḍḍhanti.	3	
PA_pp_2.5:3.3	Sādhu vatāyasmā vippaṭisāraje āsave paṭivinodetvā cittaṁ paññañca bhāvetu.	3	
PA_pp_2.5:3.4	Evamāyasmā amunā pañcamena puggalena samasamo bhavissatī”ti.	3	
PA_pp_2.5:4.1_0	Tatra yvāyaṁ puggalo na ārabhati na vippaṭisārī hoti, tañca cetovimuttiṁ paññāvimuttiṁ	4	
PA_pp_2.5:4.1_1	yathābhūtaṁ nappajānāti, yatthassa te pāpakā akusalā dhammā aparisesā nirujjhanti,	4	
PA_pp_2.5:4.1_2	so evamassa vacanīyo—	4	
PA_pp_2.5:4.2	“āyasmato kho ārambhajā āsavā na saṁvijjanti, vippaṭisārajā āsavā nappavaḍḍhanti.	4	
PA_pp_2.5:4.3	Sādhu vatāyasmā cittaṁ paññañca bhāvetu.	4	
PA_pp_2.5:4.4	Evamāyasmā amunā pañcamena puggalena samasamo bhavissatī”ti.	4	
PA_pp_2.5:5.1	Ime cattāro puggalā amunā pañcamena puggalena evaṁ ovadiyamānā evaṁ anusāsiyamānā anupubbena āsavānaṁ khayaṁ pāpuṇanti.	5	
PA_pp_2.5:6.1	Kathañca puggalo datvā avajānāti?	6	
PA_pp_2.5:6.2	Idhekacco puggalo yassa puggalassa deti cīvarapiṇḍapātasenāsanagilānapaccayabhesajjaparikkhāraṁ, tassa evaṁ hoti—	6	
PA_pp_2.5:6.3	“ahaṁ dammi, ayaṁ paṭiggaṇhātī”ti, tamenaṁ datvā avajānāti.	6	
PA_pp_2.5:6.4	Evaṁ puggalo datvā avajānāti.	6	
PA_pp_2.5:7.1	Kathañca puggalo saṁvāsena avajānāti?	7	
PA_pp_2.5:7.2	Idhekacco puggalo yena puggalena saddhiṁ saṁvasati dve vā tīṇi vā vassāni, tamenaṁ saṁvāsena avajānāti.	7	
PA_pp_2.5:7.3	Evaṁ puggalo saṁvāsena avajānāti.	7	
PA_pp_2.5:8.1	Kathañca puggalo ādheyyamukho hoti?	8	
PA_pp_2.5:8.2	Idhekacco puggalo parassa vaṇṇe vā avaṇṇe vā bhāsiyamāne khippaññeva adhimuccitā hoti.	8	
PA_pp_2.5:8.3	Evaṁ puggalo ādheyyamukho hoti.	8	
PA_pp_2.5:9.1	Kathañca puggalo lolo hoti?	9	
PA_pp_2.5:9.2	Idhekacco puggalo ittarasaddho hoti ittarabhattī ittarapemo ittarappasādo.	9	
PA_pp_2.5:9.3	Evaṁ puggalo lolo hoti.	9	
PA_pp_2.5:10.1	Kathañca puggalo mando momūho hoti?	10	
PA_pp_2.5:10.2	Idhekacco puggalo kusalākusale dhamme na jānāti, sāvajjānavajje dhamme na jānāti, hīnappaṇīte dhamme na jānāti, kaṇhasukkasappaṭibhāge dhamme na jānāti.	10	
PA_pp_2.5:10.3	Evaṁ puggalo mando momūho hoti.	10	
PA_pp_2.5:11.1	Tattha katame pañca yodhājīvūpamā puggalā?	11	
PA_pp_2.5:11.2	Pañca yodhājīvā—	11	
PA_pp_2.5:11.3	idhekacco yodhājīvo rajaggaññeva disvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ.	11	
PA_pp_2.5:11.4	Evarūpopi idhekacco yodhājīvo hoti.	11	
PA_pp_2.5:11.5	Ayaṁ paṭhamo yodhājīvo santo saṁvijjamāno lokasmiṁ.	11	
PA_pp_2.5:12.1	Puna caparaṁ idhekacco yodhājīvo sahati rajaggaṁ, api ca kho dhajaggaññeva disvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ.	12	
PA_pp_2.5:12.2	Evarūpopi idhekacco yodhājīvo hoti.	12	
PA_pp_2.5:12.3	Ayaṁ dutiyo yodhājīvo santo saṁvijjamāno lokasmiṁ.	12	
PA_pp_2.5:13.1	Puna caparaṁ idhekacco yodhājīvo sahati rajaggaṁ sahati dhajaggaṁ, api ca kho ussāraṇaññeva sutvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ.	13	
PA_pp_2.5:13.2	Evarūpopi idhekacco yodhājīvo hoti.	13	
PA_pp_2.5:13.3	Ayaṁ tatiyo yodhājīvo santo saṁvijjamāno lokasmiṁ.	13	
PA_pp_2.5:14.1	Puna caparaṁ idhekacco yodhājīvo sahati rajaggaṁ sahati dhajaggaṁ sahati ussāraṇaṁ, api ca kho sampahāre haññati byāpajjati.	14	
PA_pp_2.5:14.2	Evarūpopi idhekacco yodhājīvo hoti.	14	
PA_pp_2.5:14.3	Ayaṁ catuttho yodhājīvo santo saṁvijjamāno lokasmiṁ.	14	
PA_pp_2.5:15.1	Puna caparaṁ idhekacco yodhājīvo sahati rajaggaṁ sahati dhajaggaṁ sahati ussāraṇaṁ sahati sampahāraṁ.	15	
PA_pp_2.5:15.2	So taṁ saṅgāmaṁ abhivijinitvā vijitasaṅgāmo tameva saṅgāmasīsaṁ ajjhāvasati.	15	
PA_pp_2.5:15.3	Evarūpopi idhekacco yodhājīvo hoti.	15	
PA_pp_2.5:15.4	Ayaṁ pañcamo yodhājīvo santo saṁvijjamāno lokasmiṁ.	15	
PA_pp_2.5:15.5	Ime pañca yodhājīvā santo saṁvijjamānā lokasmiṁ.	15	
PA_pp_2.5:16.1	Evamevaṁ pañcime yodhājīvūpamā puggalā santo saṁvijjamānā bhikkhūsu.	16	
PA_pp_2.5:16.2	Katame pañca?	16	
PA_pp_2.5:17.1	Idhekacco bhikkhu rajaggaññeva disvā saṁsīdati visīdati na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ āvikatvā sikkhaṁ paccakkhāya hīnāyāvattati.	17	
PA_pp_2.5:17.2	Kimassa rajaggasmiṁ?	17	
PA_pp_2.5:17.3	Idha bhikkhu suṇāti—	17	
PA_pp_2.5:17.4	“asukasmiṁ nāma gāme vā nigame vā itthī vā kumārī vā abhirūpā dassanīyā pāsādikā paramāya vaṇṇapokkharatāya samannāgatā”ti.	17	
PA_pp_2.5:17.5	So taṁ sutvā saṁsīdati visīdati na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ āvikatvā sikkhaṁ paccakkhāya hīnāyāvattati.	17	
PA_pp_2.5:17.6	Idamassa rajaggasmiṁ.	17	
PA_pp_2.5:18.1	Seyyathāpi so yodhājīvo rajaggaññeva disvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ, tathūpamo ayaṁ puggalo.	18	
PA_pp_2.5:18.2	Evarūpopi idhekacco puggalo hoti.	18	
PA_pp_2.5:18.3	Ayaṁ paṭhamo yodhājīvūpamo puggalo santo saṁvijjamāno bhikkhūsu.	18	
PA_pp_2.5:19.1_0	Puna caparaṁ idhekacco bhikkhu sahati rajaggaṁ, api ca kho dhajaggaññeva disvā saṁsīdati	19	
PA_pp_2.5:19.1_1	visīdati na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ āvikatvā	19	
PA_pp_2.5:19.1_2	sikkhaṁ paccakkhāya hīnāyāvattati.	19	
PA_pp_2.5:19.2	Kimassa dhajaggasmiṁ?	19	
PA_pp_2.5:19.3	Idha bhikkhu na heva kho suṇāti—	19	
PA_pp_2.5:19.4_0	“asukasmiṁ nāma gāme vā nigame vā itthī vā kumārī vā abhirūpā dassanīyā pāsādikā	19	
PA_pp_2.5:19.4_1	paramāya vaṇṇapokkharatāya samannāgatā”ti, api ca kho sāmaṁ passati itthiṁ vā kumāriṁ	19	
PA_pp_2.5:19.4_2	vā abhirūpaṁ dassanīyaṁ pāsādikaṁ paramāya vaṇṇapokkharatāya samannāgataṁ.	19	
PA_pp_2.5:19.5	So taṁ disvā saṁsīdati visīdati na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ āvikatvā sikkhaṁ paccakkhāya hīnāyāvattati.	19	
PA_pp_2.5:19.6	Idamassa dhajaggasmiṁ.	19	
PA_pp_2.5:20.1	Seyyathāpi so yodhājīvo sahati rajaggaṁ, api ca kho dhajaggaññeva disvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ, tathūpamo ayaṁ puggalo.	20	
PA_pp_2.5:20.2	Evarūpopi idhekacco puggalo hoti.	20	
PA_pp_2.5:20.3	Ayaṁ dutiyo yodhājīvūpamo puggalo santo saṁvijjamāno bhikkhūsu.	20	
PA_pp_2.5:21.1_0	Puna caparaṁ idhekacco bhikkhu sahati rajaggaṁ sahati dhajaggaṁ, api ca kho ussāraṇaññeva	21	
PA_pp_2.5:21.1_1	sutvā saṁsīdati visīdati na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ	21	
PA_pp_2.5:21.1_2	āvikatvā sikkhaṁ paccakkhāya hīnāyāvattati.	21	
PA_pp_2.5:21.2	Kimassa ussāraṇāya?	21	
PA_pp_2.5:21.3	Idha bhikkhuṁ araññagataṁ vā rukkhamūlagataṁ vā suññāgāragataṁ vā mātugāmo upasaṅkamitvā ūhasati ullapati ujjagghati uppaṇḍeti.	21	
PA_pp_2.5:21.4_0	So mātugāmena ūhasiyamāno ullapiyamāno ujjagghiyamāno uppaṇḍiyamāno saṁsīdati visīdati	21	
PA_pp_2.5:21.4_1	na santhambhati na sakkoti brahmacariyaṁ sandhāretuṁ, sikkhādubbalyaṁ āvikatvā sikkhaṁ	21	
PA_pp_2.5:21.4_2	paccakkhāya hīnāyāvattati.	21	
PA_pp_2.5:21.5	Idamassa ussāraṇāya.	21	
PA_pp_2.5:22.1	Seyyathāpi so yodhājīvo sahati rajaggaṁ sahati dhajaggaṁ, api ca kho ussāraṇaññeva sutvā saṁsīdati visīdati na santhambhati na sakkoti saṅgāmaṁ otarituṁ, tathūpamo ayaṁ puggalo.	22	
