segmentnr	original	folio	analyzed
PA_pv_50:0.1	Petavatthu	0	
PA_pv_50:0.2	Mahāvagga	0	
PA_pv_50:0.3	15. Seṭṭhiputtapetavatthu	0	
PA_pv_50:1.1	“Saṭṭhivassasahassāni,	1	
PA_pv_50:1.2	paripuṇṇāni sabbaso;	1	
PA_pv_50:1.3	Niraye paccamānānaṁ,	1	
PA_pv_50:1.4	kadā anto bhavissati.	1	
PA_pv_50:2.1	Natthi anto kuto anto,	2	
PA_pv_50:2.2	na anto paṭidissati;	2	
PA_pv_50:2.3	Tathā hi pakataṁ pāpaṁ,	2	
PA_pv_50:2.4	tuyhaṁ mayhañca mārisā.	2	
PA_pv_50:3.1	Dujjīvitamajīvamha,	3	
PA_pv_50:3.2	ye sante na dadamhase;	3	
PA_pv_50:3.3	Santesu deyyadhammesu,	3	
PA_pv_50:3.4	dīpaṁ nākamha attano.	3	
PA_pv_50:4.1	Sohaṁ nūna ito gantvā,	4	
PA_pv_50:4.2	yoniṁ laddhāna mānusiṁ;	4	
PA_pv_50:4.3	Vadaññū sīlasampanno,	4	
PA_pv_50:4.4	kāhāmi kusalaṁ bahun”ti.	4	
PA_pv_50:5.1	Seṭṭhiputtapetavatthu pannarasamaṁ.	5	
