segmentnr	original	folio	analyzed
PA_dt_2.7:0.1	Dhātukathā	0	
PA_dt_2.7:0.2	2 Niddesa	0	
PA_dt_2.7:0.3	2.7. Sattamanaya Sampayuttenavippayuttapadaniddesa	0	
PA_dt_2.7:1.1	Vedanākkhandhena ye dhammā …	1	
PA_dt_2.7:1.2	saññākkhandhena ye dhammā …	1	
PA_dt_2.7:1.3	saṅkhārakkhandhena ye dhammā …	1	
PA_dt_2.7:1.4	viññāṇakkhandhena ye dhammā …	1	
PA_dt_2.7:1.5	manāyatanena ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi vippayuttā?	1	
PA_dt_2.7:1.6	Te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	1	
PA_dt_2.7:1.7	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	1	
PA_dt_2.7:2.1	Cakkhuviññāṇadhātuyā ye dhammā …pe…	2	
PA_dt_2.7:2.2	manodhātuyā ye dhammā …	2	
PA_dt_2.7:2.3	manoviññāṇadhātuyā ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	2	
PA_dt_2.7:2.4	te dhammā na kehici khandhehi na kehici āyatanehi ekāya dhātuyā vippayuttā.	2	
PA_dt_2.7:3.1	Manindriyena ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	3	
PA_dt_2.7:3.2	te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	3	
PA_dt_2.7:3.3	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	3	
PA_dt_2.7:4.1	Upekkhindriyena ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	4	
PA_dt_2.7:4.2	te dhammā na kehici khandhehi na kehici āyatanehi pañcahi dhātūhi vippayuttā.	4	
PA_dt_2.7:5.1	Saṅkhārapaccayā viññāṇena ye dhammā …	5	
PA_dt_2.7:5.2	saḷāyatanapaccayā phassena ye dhammā …	5	
PA_dt_2.7:5.3	phassapaccayā vedanāya ye dhammā …	5	
PA_dt_2.7:5.4	phassena ye dhammā …	5	
PA_dt_2.7:5.5	vedanāya ye dhammā …	5	
PA_dt_2.7:5.6	saññāya ye dhammā …	5	
PA_dt_2.7:5.7	cetanāya ye dhammā …	5	
PA_dt_2.7:5.8	cittena ye dhammā …	5	
PA_dt_2.7:5.9	manasikārena ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	5	
PA_dt_2.7:5.10	te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	5	
PA_dt_2.7:5.11	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	5	
PA_dt_2.7:6.1	Adhimokkhena ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	6	
PA_dt_2.7:6.2	te dhammā na kehici khandhehi na kehici āyatanehi ekāya dhātuyā vippayuttā.	6	
PA_dt_2.7:7.1	Adukkhamasukhāya vedanāya sampayuttehi dhammehi ye dhammā …	7	
PA_dt_2.7:7.2	upekkhāsahagatehi dhammehi ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	7	
PA_dt_2.7:7.3	te dhammā na kehici khandhehi na kehici āyatanehi pañcahi dhātūhi vippayuttā.	7	
PA_dt_2.7:8.1	Savitakkasavicārehi dhammehi ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	8	
PA_dt_2.7:8.2	te dhammā na kehici khandhehi na kehici āyatanehi ekāya dhātuyā vippayuttā.	8	
PA_dt_2.7:9.1	Cittehi dhammehi ye dhammā …	9	
PA_dt_2.7:9.2	cetasikehi dhammehi ye dhammā …	9	
PA_dt_2.7:9.3	cittasampayuttehi dhammehi ye dhammā …	9	
PA_dt_2.7:9.4	cittasaṁsaṭṭhehi dhammehi ye dhammā …	9	
PA_dt_2.7:9.5	cittasaṁsaṭṭhasamuṭṭhānehi dhammehi ye dhammā …	9	
PA_dt_2.7:9.6	cittasaṁsaṭṭhasamuṭṭhānasahabhūhi dhammehi ye dhammā …	9	
PA_dt_2.7:9.7	cittasaṁsaṭṭhasamuṭṭhānānuparivattīhi dhammehi ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	9	
PA_dt_2.7:9.8	te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	9	
PA_dt_2.7:9.9	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	9	
PA_dt_2.7:10.1	Savitakkehi dhammehi ye dhammā …	10	
PA_dt_2.7:10.2	savicārehi dhammehi ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā …	10	
PA_dt_2.7:10.3	te dhammā na kehici khandhehi na kehici āyatanehi ekāya dhātuyā vippayuttā.	10	
PA_dt_2.7:11.1	Upekkhāsahagatehi dhammehi ye dhammā sampayuttā, tehi dhammehi ye dhammā vippayuttā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi vippayuttā?	11	
PA_dt_2.7:11.2	Te dhammā na kehici khandhehi na kehici āyatanehi pañcahi dhātūhi vippayuttā.	11	
PA_dt_2.7:12.1	Khandhā caturo āyatanañca mekaṁ,	12	
PA_dt_2.7:12.2	Dhātūsu satta dvepi ca indriyato;	12	
PA_dt_2.7:12.3	Tayo paṭicca tathariva phassapañcamā,	12	
PA_dt_2.7:12.4	Adhimuccanā manasi tikesu tīṇi;	12	
PA_dt_2.7:12.5	Sattantarā dve ca manena yuttā,	12	
PA_dt_2.7:12.6	Vitakkavicāraṇā upekkhakāya cāti. [37]	12	
PA_dt_2.7:13.1	Sampayuttena vippayuttapadaniddeso sattamo.	13	
