segmentnr	original	folio	analyzed
PA_pv_10:0.1	Petavatthu	0	
PA_pv_10:0.2	Uragavagga	0	
PA_pv_10:0.3	10. Khallāṭiyapetivatthu	0	
PA_pv_10:1.1	“Kā nu antovimānasmiṁ,	1	
PA_pv_10:1.2	tiṭṭhantī nūpanikkhami;	1	
PA_pv_10:1.3	Upanikkhamassu bhadde,	1	
PA_pv_10:1.4	passāma taṁ bahiṭṭhitan”ti.	1	
PA_pv_10:2.1	“Aṭṭīyāmi harāyāmi,	2	
PA_pv_10:2.2	naggā nikkhamituṁ bahi;	2	
PA_pv_10:2.3	Kesehamhi paṭicchannā,	2	
PA_pv_10:2.4	puññaṁ me appakaṁ katan”ti.	2	
PA_pv_10:3.1	“Handuttarīyaṁ dadāmi te,	3	
PA_pv_10:3.2	idaṁ dussaṁ nivāsaya;	3	
PA_pv_10:3.3	Idaṁ dussaṁ nivāsetvā,	3	
PA_pv_10:3.4	ehi nikkhama sobhane;	3	
PA_pv_10:3.5	Upanikkhamassu bhadde,	3	
PA_pv_10:3.6	passāma taṁ bahiṭṭhitan”ti.	3	
PA_pv_10:4.1	“Hatthena hatthe te dinnaṁ,	4	
PA_pv_10:4.2	na mayhaṁ upakappati;	4	
PA_pv_10:4.3	Esetthupāsako saddho,	4	
PA_pv_10:4.4	sammāsambuddhasāvako.	4	
PA_pv_10:5.1	Etaṁ acchādayitvāna,	5	
PA_pv_10:5.2	mama dakkhiṇamādisa;	5	
PA_pv_10:5.3	Tathāhaṁ sukhitā hessaṁ,	5	
PA_pv_10:5.4	sabbakāmasamiddhinī”ti.	5	
PA_pv_10:6.1	Tañca te nhāpayitvāna,	6	
PA_pv_10:6.2	vilimpetvāna vāṇijā;	6	
PA_pv_10:6.3	Vatthehacchādayitvāna,	6	
PA_pv_10:6.4	tassā dakkhiṇamādisuṁ.	6	
PA_pv_10:7.1	Samanantarānuddiṭṭhe,	7	
PA_pv_10:7.2	vipāko udapajjatha;	7	
PA_pv_10:7.3	Bhojanacchādanapānīyaṁ,	7	
PA_pv_10:7.4	dakkhiṇāya idaṁ phalaṁ.	7	
PA_pv_10:8.1	Tato suddhā sucivasanā,	8	
PA_pv_10:8.2	kāsikuttamadhārinī;	8	
PA_pv_10:8.3	Hasantī vimānā nikkhami,	8	
PA_pv_10:8.4	dakkhiṇāya idaṁ phalanti.	8	
PA_pv_10:9.1	“Sucittarūpaṁ ruciraṁ,	9	
PA_pv_10:9.2	vimānaṁ te pabhāsati;	9	
PA_pv_10:9.3	Devate pucchitācikkha,	9	
PA_pv_10:9.4	kissa kammassidaṁ phalan”ti.	9	
PA_pv_10:10.1	“Bhikkhuno caramānassa,	10	
PA_pv_10:10.2	doṇinimmajjaniṁ ahaṁ;	10	
PA_pv_10:10.3	Adāsiṁ ujubhūtassa,	10	
PA_pv_10:10.4	vippasannena cetasā.	10	
PA_pv_10:11.1	Tassa kammassa kusalassa,	11	
PA_pv_10:11.2	vipākaṁ dīghamantaraṁ;	11	
PA_pv_10:11.3	Anubhomi vimānasmiṁ,	11	
PA_pv_10:11.4	tañca dāni parittakaṁ.	11	
PA_pv_10:12.1	Uddhaṁ catūhi māsehi,	12	
PA_pv_10:12.2	kālakiriyā bhavissati;	12	
PA_pv_10:12.3	Ekantakaṭukaṁ ghoraṁ,	12	
PA_pv_10:12.4	nirayaṁ papatissahaṁ.	12	
PA_pv_10:13.1	Catukkaṇṇaṁ catudvāraṁ,	13	
PA_pv_10:13.2	vibhattaṁ bhāgaso mitaṁ;	13	
PA_pv_10:13.3	Ayopākārapariyantaṁ,	13	
PA_pv_10:13.4	ayasā paṭikujjitaṁ.	13	
PA_pv_10:14.1	Tassa ayomayā bhūmi,	14	
PA_pv_10:14.2	jalitā tejasā yutā;	14	
PA_pv_10:14.3	Samantā yojanasataṁ,	14	
PA_pv_10:14.4	pharitvā tiṭṭhati sabbadā.	14	
PA_pv_10:15.1	Tatthāhaṁ dīghamaddhānaṁ,	15	
PA_pv_10:15.2	dukkhaṁ vedissa vedanaṁ;	15	
PA_pv_10:15.3	Phalañca pāpakammassa,	15	
PA_pv_10:15.4	tasmā socāmahaṁ bhusan”ti.	15	
PA_pv_10:16.1	Khallāṭiyapetivatthu dasamaṁ.	16	
