segmentnr	original	folio	analyzed
PA_anya-e12_12n:0	Padasādhanaṃ	0	
PA_anya-e12_12n:1	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_anya-e12_12n:2	Buddhambujaṃ namassitvā saddhammamadhu bhājanaṃ,	0	
PA_anya-e12_12n:3	Guṇamopadapadaṃ saṅghamadhubbatanisevitaṃ;	0	
PA_anya-e12_12n:4	Moggallāyanācariya carañca yena dhīmatā,	0	
PA_anya-e12_12n:5	Kataṃ laghumayandiddhamanunaṃ saddalakkhaṇaṃ;	0	
PA_anya-e12_12n:6	Ārabhissaṃ samāsena bālatthaṃ padasādhanaṃ,	0	
PA_anya-e12_12n:7	Moggallāyanasaddattharatanākarapaddhatiṃ;	0	
PA_anya-e12_12n:8	Saññāpariggaheneva lakkhaṇesu sarādayo,	0	
PA_anya-e12_12n:9	Ñāyantiti tamevādo dassayissaṃ vibhāgato;	0	
PA_anya-e12_12n:10	Aādayo titāḷīsa vaṇaṇā.	1	
PA_anya-e12_12n:11_0	Jinavacanānurūpā akāradeyo niggahitantā tecattāḷī sakkharā paccekaṃ vaṇṇā nāma honti	11	
PA_anya-e12_12n:11_1	yathā - a ā i ī u ū e o ka kha ga gha ṅa ca cha ja jha ña ṭa ṭha ṇa ta tha da dha	11	
PA_anya-e12_12n:11_2	na pa pha ba bha ma ya ra la va sa ha ḷa aṃ iti-kakārādisvakāro uccāraṇattho = vaṇaṇīyati	11	
PA_anya-e12_12n:11_3	attho etehīti vaṇnā-aādi mariyādā bhūto yesanto aādayo.	11	
PA_anya-e12_12n:12	Aādayoti vattate yāva “binduniggahīta”nti-tañcakhoattha vasā vibhatticīparināmoti sattamyantamabhisambandhīyate.	1	
PA_anya-e12_12n:13	Dasādo sarā	1	
PA_anya-e12_12n:14	Aādisvādimhi niddiṭṭhā odantā dasavaṇṇā sarā nāma honti-yathā-a ā i ī u ū e o = saranti pavattantīti sarā-dasā doti vattate tīsu cakkamānesu.	1	
PA_anya-e12_12n:15	Dve dve savaṇṇā.	1	
PA_anya-e12_12n:16	Aāsvādimesu dassu dve dve savaṇṇā nāma honti. Yathākkamaṃ-yathā-aā iti, uū iti, e iti, o iti = samānā sādisā vaṇṇā savaṇṇā-samānattañca ṭhānato.	1	
PA_anya-e12_12n:17_0	Cha vaṇṇānaṃhi uppattiṭṭhānāni kaṇṭhātālumuddhadantaoṭṭhānā sikāvasena-tesu avaṇṇakavaggahānaṃ	17	
PA_anya-e12_12n:17_1	kaṇṭhoṭhānaṃ-ivaṇṇa cavaggayānaṃ tālu-ṭavaggaraḷānaṃ muddhā-tavaggalasānaṃ dantā-u	17	
PA_anya-e12_12n:17_2	vaṇṇapavaggānaṃ oṭṭhā-evaṇṇassa kaṇṭhatālu-ovaṇṇassa kaṇṭhoṭṭhaṃ-vakārassa dantoṭṭhaṃ-niggahitassa	17	
PA_anya-e12_12n:17_3	nāsikā-ṅañaṇanamānaṃ sakaṭṭhānaṃ nāsikā ca-dvedveti vattate.	17	
PA_anya-e12_12n:18	Pubbo rasso	1	
PA_anya-e12_12n:19_0	Tesceva dasasu ye dve dve savaṇṇā tesu yo yo pubbo so so rassasañño hoti-yathā-a	19	
PA_anya-e12_12n:19_1	i u e o-tesu saṃyoga pubbāca dissanti dve panantimā dīpetuṃ tattha sādhuttaṃ tesampi	19	
