segmentnr	original	folio	analyzed
PA_tika-s02_01t:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_tika-s02_01t:1	Majjhimanikāye	0	
PA_tika-s02_01t:2	Mūlapaṇṇāsa-ṭīkā	0	
PA_tika-s02_01t:3	(Paṭhamo bhāgo)	0	
PA_tika-s02_01t:4	Ganthārambhakathāvaṇṇanā	0	
PA_tika-s02_01t:5_0	1. Saṃvaṇṇanārambhe ratanattayavandanā saṃvaṇṇetabbassa dhammassa pabhavanissayavisuddhipaṭivedanatthaṃ,	5	
PA_tika-s02_01t:5_1	taṃ pana dhammasaṃvaṇṇanāsu viññūnaṃ bahumānuppādanatthaṃ, taṃ sammadeva tesaṃ uggahadhāraṇādikkamaladdhabbāya	5	
PA_tika-s02_01t:5_2	sammāpaṭipattiyā sabbahitasukhanipphādanatthaṃ. Atha vā maṅgalabhāvato, sabbakiriyāsu	5	
PA_tika-s02_01t:5_3	pubbakiccabhāvato, paṇḍitehi samācaritabhāvato, āyatiṃ paresaṃ diṭṭhānugatiāpajjanato	5	
PA_tika-s02_01t:5_4	ca saṃvaṇṇanāyaṃ ratanattayapaṇāmakiriyā. Atha vā ratanattayapaṇāmakaraṇaṃ pūjanīyapūjāpuññavisesanibbattanatthaṃ.	5	
PA_tika-s02_01t:5_5	Taṃ attano yathāladdhasampattinimittakassa kammassa balānuppadānatthaṃ. Antarā ca	5	
PA_tika-s02_01t:5_6	tassa asaṅkocanatthaṃ. Tadubhayaṃ anantarāyena aṭṭhakathāya parisamāpanatthaṃ. Idameva	5	
PA_tika-s02_01t:5_7	ca payojanaṃ ācariyena idhādhippetaṃ. Tathā hi vakkhati “iti me pasannamatino…pe…	5	
PA_tika-s02_01t:5_8	tassānubhāvenā”ti. Vatthuttayapūjāhi niratisayapuññakkhettasaṃbuddhiyā aparimeyyapabhāvo	5	
PA_tika-s02_01t:5_9	puññātisayoti bahuvidhantarāyepi lokasannivāse antarāyanibandhanasakalasaṃkilesaviddhaṃsanāya	5	
PA_tika-s02_01t:5_10	pahoti. Bhayādiupaddavañca nivāreti. Yathāha –	51	
PA_tika-s02_01t:6	“Pūjārahe pūjayato. Buddhe yadi va sāvake”tiādi, tathā –	0	
PA_tika-s02_01t:7	“Ye, bhikkhave, buddhe pasannā, agge te pasannā, agge kho pana pasannānaṃ aggo vipāko hotī”tiādi,	0	
PA_tika-s02_01t:8	“Buddhoti kittayantassa, kāye bhavati yā pīti;	0	
PA_tika-s02_01t:9	Varameva hi sā pīti, kasiṇenapi jambudīpassa.	0	
PA_tika-s02_01t:10	Dhammoti kittayantassa…pe… kasiṇenapi jambudīpassa;	1	
PA_tika-s02_01t:11	Saṅghoti kittayantassa…pe… kasiṇenapi jambudīpassā”ti.,	1	
PA_tika-s02_01t:12	Tathā –	1	
PA_tika-s02_01t:13	“Yasmiṃ mahānāma samaye ariyasāvako tathāgataṃ anussarati, nevassa tasmiṃ samaye rāgapariyuṭṭhitaṃ cittaṃ hoti, na dosa…pe… na mohapariyuṭṭhitaṃ cittaṃ hotī”tiādi,	1	
PA_tika-s02_01t:14	“Araññe rukkhamūle vā…pe…	1	
