segmentnr	original	folio	analyzed
PA_pv_47:0.1	Petavatthu	0	
PA_pv_47:0.2	Mahāvagga	0	
PA_pv_47:0.3	12. Ambavanapetavatthu	0	
PA_pv_47:1.1	“Ayañca te pokkharaṇī surammā,	1	
PA_pv_47:1.2	Samā sutitthā ca mahodakā ca;	1	
PA_pv_47:1.3	Supupphitā bhamaragaṇānukiṇṇā,	1	
PA_pv_47:1.4	Kathaṁ tayā laddhā ayaṁ manuññā.	1	
PA_pv_47:2.1	Idañca te ambavanaṁ surammaṁ,	2	
PA_pv_47:2.2	Sabbotukaṁ dhārayate phalāni;	2	
PA_pv_47:2.3	Supupphitaṁ bhamaragaṇānukiṇṇaṁ,	2	
PA_pv_47:2.4	Kathaṁ tayā laddhamidaṁ vimānaṁ”.	2	
PA_pv_47:3.1	“Ambapakkaṁ dakaṁ yāgu,	3	
PA_pv_47:3.2	sītacchāyā manoramā;	3	
PA_pv_47:3.3	Dhītāya dinnadānena,	3	
PA_pv_47:3.4	tena me idha labbhati”.	3	
PA_pv_47:4.1	“Sandiṭṭhikaṁ kammaṁ evaṁ passatha,	4	
PA_pv_47:4.2	Dānassa damassa saṁyamassa vipākaṁ;	4	
PA_pv_47:4.3	Dāsī ahaṁ ayyakulesu hutvā,	4	
PA_pv_47:4.4	Suṇisā homi agārassa issarā”ti.	4	
PA_pv_47:5.1	Ambavanapetavatthu dvādasamaṁ.	5	
