segmentnr	original	folio	analyzed
PA_bu-vb_np24:0.1	Theravāda Vinaya	0	
PA_bu-vb_np24:0.2	Mahāvibhaṅga	0	
PA_bu-vb_np24:0.3	Nissaggiyakaṇḍa	0	
PA_bu-vb_np24:0.4	Pattavagga	0	
PA_bu-vb_np24:0.5	24. Vassikasāṭikasikkhāpada	0	
PA_bu-vb_np24:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bu-vb_np24:1.2	Tena kho pana samayena bhagavatā bhikkhūnaṁ vassikasāṭikā anuññātā hoti.	1	
PA_bu-vb_np24:1.3	Chabbaggiyā bhikkhū—“bhagavatā vassikasāṭikā anuññātā”ti,	1	
PA_bu-vb_np24:1.4	paṭikacceva vassikasāṭikacīvaraṁ pariyesanti,	1	
PA_bu-vb_np24:1.5	paṭikacceva katvā nivāsenti,	1	
PA_bu-vb_np24:1.6	jiṇṇāya vassikasāṭikāya naggā kāyaṁ ovassāpenti.	1	
PA_bu-vb_np24:1.7	Ye te bhikkhū appicchā …pe… te ujjhāyanti khiyyanti vipācenti—	1	
PA_bu-vb_np24:1.8	“kathañhi nāma chabbaggiyā bhikkhū paṭikacceva vassikasāṭikacīvaraṁ pariyesissanti, paṭikacceva katvā nivāsessanti, jiṇṇāya vassikasāṭikāya naggā kāyaṁ ovassāpessantī”ti.	1	
PA_bu-vb_np24:1.9	Atha kho te bhikkhū chabbaggiye bhikkhū anekapariyāyena vigarahitvā bhagavato etamatthaṁ ārocesuṁ …pe…	1	
PA_bu-vb_np24:1.10	“saccaṁ kira tumhe, bhikkhave, paṭikacceva vassikasāṭikacīvaraṁ pariyesatha?	1	
PA_bu-vb_np24:1.11	Paṭikacceva katvā nivāsetha?	1	
PA_bu-vb_np24:1.12	Jiṇṇāya vassikasāṭikāya naggā kāyaṁ ovassāpethā”ti?	1	
PA_bu-vb_np24:1.13	“Saccaṁ, bhagavā”ti.	1	
PA_bu-vb_np24:1.14	Vigarahi buddho bhagavā …pe…	1	
PA_bu-vb_np24:1.15	kathañhi nāma tumhe moghapurisā, paṭikacceva vassikasāṭikacīvaraṁ pariyesissatha, paṭikacceva katvā nivāsessatha, jiṇṇāya vassikasāṭikāya naggā kāyaṁ ovassāpessatha.	1	
PA_bu-vb_np24:1.16	Netaṁ, moghapurisā, appasannānaṁ vā pasādāya …pe…	1	
PA_bu-vb_np24:1.17	evañca pana, bhikkhave, imaṁ sikkhāpadaṁ uddiseyyātha—	1	
PA_bu-vb_np24:1.18.1	“‘Māso seso gimhānan’ti bhikkhunā vassikasāṭikacīvaraṁ pariyesitabbaṁ; ‘addhamāso seso gimhānan’ti katvā nivāsetabbaṁ.	1	
