segmentnr	original	folio	analyzed
PA_pv_51:0.1	Petavatthu	0	
PA_pv_51:0.2	Mahāvagga	0	
PA_pv_51:0.3	16. Saṭṭhikūṭapetavatthu	0	
PA_pv_51:1.1	“Kiṁ nu ummattarūpova,	1	
PA_pv_51:1.2	Migo bhantova dhāvasi;	1	
PA_pv_51:1.3	Nissaṁsayaṁ pāpakammanto,	1	
PA_pv_51:1.4	Kiṁ nu saddāyase tuvan”ti.	1	
PA_pv_51:2.1	“Ahaṁ bhadante petomhi,	2	
PA_pv_51:2.2	duggato yamalokiko;	2	
PA_pv_51:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_51:2.4	petalokaṁ ito gato.	2	
PA_pv_51:3.1	Saṭṭhi kūṭasahassāni,	3	
PA_pv_51:3.2	paripuṇṇāni sabbaso;	3	
PA_pv_51:3.3	Sīse mayhaṁ nipatanti,	3	
PA_pv_51:3.4	te bhindanti ca matthakan”ti.	3	
PA_pv_51:4.1	“Kiṁ nu kāyena vācāya,	4	
PA_pv_51:4.2	manasā dukkaṭaṁ kataṁ;	4	
PA_pv_51:4.3	Kissa kammavipākena,	4	
PA_pv_51:4.4	idaṁ dukkhaṁ nigacchasi.	4	
PA_pv_51:5.1	Saṭṭhi kūṭasahassāni,	5	
PA_pv_51:5.2	paripuṇṇāni sabbaso;	5	
PA_pv_51:5.3	Sīse tuyhaṁ nipatanti,	5	
PA_pv_51:5.4	te bhindanti ca matthakan”ti.	5	
PA_pv_51:6.1	“Athaddasāsiṁ sambuddhaṁ,	6	
PA_pv_51:6.2	sunettaṁ bhāvitindriyaṁ;	6	
PA_pv_51:6.3	Nisinnaṁ rukkhamūlasmiṁ,	6	
PA_pv_51:6.4	jhāyantaṁ akutobhayaṁ.	6	
PA_pv_51:7.1	Sālittakappahārena,	7	
PA_pv_51:7.2	bhindissaṁ tassa matthakaṁ;	7	
PA_pv_51:7.3	Tassa kammavipākena,	7	
PA_pv_51:7.4	idaṁ dukkhaṁ nigacchisaṁ.	7	
PA_pv_51:8.1	Saṭṭhi kūṭasahassāni,	8	
PA_pv_51:8.2	Paripuṇṇāni sabbaso;	8	
PA_pv_51:8.3	Sīse mayhaṁ nipatanti,	8	
PA_pv_51:8.4	Te bhindanti ca matthakan”ti.	8	
PA_pv_51:9.1	“Dhammena te kāpurisa,	9	
PA_pv_51:9.2	saṭṭhikūṭasahassāni;	9	
PA_pv_51:9.3	Paripuṇṇāni sabbaso,	9	
PA_pv_51:9.4	sīse tuyhaṁ nipatanti;	9	
PA_pv_51:9.5	Te bhindanti ca matthakan”ti.	9	
PA_pv_51:10.1	Saṭṭhikūṭapetavatthu soḷasamaṁ.	10	
PA_pv_51:11.1	Mahāvaggo catuttho.	11	
PA_pv_51:12.1	Tassuddānaṁ	12	
PA_pv_51:13.1	Ambasakkaro serīsako,	13	
PA_pv_51:13.2	piṅgalo revati ucchu;	13	
PA_pv_51:13.3	Dve kumārā duve gūthā,	13	
PA_pv_51:13.4	gaṇapāṭaliambavanaṁ.	13	
PA_pv_51:14.1	Akkharukkhabhogasaṁharā,	14	
PA_pv_51:14.2	seṭṭhiputtasaṭṭhikūṭā;	14	
PA_pv_51:14.3	Iti soḷasavatthūni,	14	
PA_pv_51:14.4	vaggo tena pavuccati.	14	
PA_pv_51:15.1	Atha vagguddānaṁ	15	
PA_pv_51:16.1	Urago uparivaggo,	16	
PA_pv_51:16.2	cūḷamahāti catudhā;	16	
PA_pv_51:16.3	Vatthūni ekapaññāsaṁ,	16	
PA_pv_51:16.4	catudhā bhāṇavārato.	16	
PA_pv_51:17.1	Petavatthupāḷi niṭṭhitā.	17	
