segmentnr	original	folio	analyzed
PA_bv_29:0.1	Buddhavaṁsa	0	
PA_bv_29:0.2	29. Dhātubhājanīyakathā	0	
PA_bv_29:1.1	Mahāgotamo jinavaro,	1	
PA_bv_29:1.2	kusināramhi nibbuto;	1	
PA_bv_29:1.3	Dhātuvitthārikaṁ āsi,	1	
PA_bv_29:1.4	tesu tesu padesato.	1	
PA_bv_29:2.1	Eko ajātasattussa,	2	
PA_bv_29:2.2	eko vesāliyā pure;	2	
PA_bv_29:2.3	Eko kapilavatthusmiṁ,	2	
PA_bv_29:2.4	eko ca allakappake.	2	
PA_bv_29:3.1	Eko ca rāmagāmamhi,	3	
PA_bv_29:3.2	eko ca veṭhadīpake;	3	
PA_bv_29:3.3	Eko pāveyyake malle,	3	
PA_bv_29:3.4	eko ca kosinārake.	3	
PA_bv_29:4.1	Kumbhassa thūpaṁ kāresi,	4	
PA_bv_29:4.2	brāhmaṇo doṇasavhayo;	4	
PA_bv_29:4.3	Aṅgārathūpaṁ kāresuṁ,	4	
PA_bv_29:4.4	moriyā tuṭṭhamānasā.	4	
PA_bv_29:5.1	Aṭṭha sārīrikā thūpā,	5	
PA_bv_29:5.2	navamo kumbhacetiyo;	5	
PA_bv_29:5.3	Aṅgārathūpo dasamo,	5	
PA_bv_29:5.4	tadāyeva patiṭṭhito.	5	
PA_bv_29:6.1	Uṇhīsaṁ catasso dāṭhā,	6	
PA_bv_29:6.2	akkhakā dve ca dhātuyo;	6	
PA_bv_29:6.3	Asambhinnā imā satta,	6	
PA_bv_29:6.4	sesā bhinnāva dhātuyo.	6	
PA_bv_29:7.1	Mahantā muggamattā ca,	7	
PA_bv_29:7.2	majjhimā bhinnataṇḍulā;	7	
PA_bv_29:7.3	Khuddakā sāsapamattā ca,	7	
PA_bv_29:7.4	nānāvaṇṇā ca dhātuyo.	7	
PA_bv_29:8.1	Mahantā suvaṇṇavaṇṇā ca,	8	
PA_bv_29:8.2	muttavaṇṇā ca majjhimā;	8	
PA_bv_29:8.3	Khuddakā makulavaṇṇā ca,	8	
PA_bv_29:8.4	soḷasadoṇamattikā.	8	
PA_bv_29:9.1	Mahantā pañca nāḷiyo,	9	
PA_bv_29:9.2	nāḷiyo pañca majjhimā;	9	
PA_bv_29:9.3	Khuddakā cha nāḷī ceva,	9	
PA_bv_29:9.4	etā sabbāpi dhātuyo.	9	
PA_bv_29:10.1	Uṇhīsaṁ sīhaḷe dīpe,	10	
PA_bv_29:10.2	brahmaloke ca vāmakaṁ;	10	
PA_bv_29:10.3	Sīhaḷe dakkhiṇakkhañca,	10	
PA_bv_29:10.4	sabbāpetā patiṭṭhitā.	10	
PA_bv_29:11.1	Ekā dāṭhā tidasapure,	11	
PA_bv_29:11.2	ekā nāgapure ahu;	11	
PA_bv_29:11.3	Ekā gandhāravisaye,	11	
PA_bv_29:11.4	ekā kaliṅgarājino.	11	
PA_bv_29:12.1	Cattālīsasamā dantā,	12	
PA_bv_29:12.2	kesā lomā ca sabbaso;	12	
PA_bv_29:12.3	Devā hariṁsu ekekaṁ,	12	
PA_bv_29:12.4	cakkavāḷaparamparā.	12	
PA_bv_29:13.1	Vajirāyaṁ bhagavato,	13	
PA_bv_29:13.2	Patto daṇḍañca cīvaraṁ;	13	
PA_bv_29:13.3	Nivāsanaṁ kulaghare,	13	
PA_bv_29:13.4	Paccattharaṇaṁ kapilavhaye.	13	
PA_bv_29:14.1	Pāṭaliputtapuramhi,	14	
PA_bv_29:14.2	karaṇaṁ kāyabandhanaṁ;	14	
PA_bv_29:14.3	Campāyudakasāṭiyaṁ,	14	
PA_bv_29:14.4	uṇṇalomañca kosale.	14	
PA_bv_29:15.1	Kāsāvaṁ brahmaloke ca,	15	
PA_bv_29:15.2	veṭhanaṁ tidase pure;	15	
PA_bv_29:15.3	Nisīdanaṁ avantīsu,	15	
PA_bv_29:15.4	raṭṭhe attharaṇaṁ tadā.	15	
PA_bv_29:16.1	Araṇī ca mithilāyaṁ,	16	
PA_bv_29:16.2	videhe parisāvanaṁ;	16	
PA_bv_29:16.3	Vāsi sūcigharañcāpi,	16	
PA_bv_29:16.4	indapatthapure tadā.	16	
PA_bv_29:17.1	Parikkhārā avasesā,	17	
PA_bv_29:17.2	janapade aparantake;	17	
PA_bv_29:17.3	Paribhuttāni muninā,	17	
PA_bv_29:17.4	akaṁsu manujā tadā.	17	
PA_bv_29:18.1	Dhātuvitthārikaṁ āsi,	18	
PA_bv_29:18.2	Gotamassa mahesino;	18	
PA_bv_29:18.3	Pāṇīnaṁ anukampāya,	18	
PA_bv_29:18.4	Ahu porāṇikaṁ tadāti.	18	
