segmentnr	original	folio	analyzed
PA_bu-vb_as1-7:1.0.1	Theravāda Vinaya	1	
PA_bu-vb_as1-7:1.0.2	Mahāvibhaṅga	1	
PA_bu-vb_as1-7:1.0.3	Adhikaraṇasamatha	1	
PA_bu-vb_as1-7:1.1.1	Ime kho panāyasmanto satta adhikaraṇasamathā dhammā uddesaṁ āgacchanti.	1	
PA_bu-vb_as1-7:1.2.1	Uppannuppannānaṁ adhikaraṇānaṁ samathāya vūpasamāya	1	
PA_bu-vb_as1-7:1.2.2	sammukhāvinayo dātabbo,	1	
PA_bu-vb_as1-7:2.1.1	sativinayo dātabbo,	2	
PA_bu-vb_as1-7:3.1.1	amūḷhavinayo dātabbo,	3	
PA_bu-vb_as1-7:4.1.1	paṭiññāya kāretabbaṁ,	4	
PA_bu-vb_as1-7:5.1.1	yebhuyyasikā,	5	
PA_bu-vb_as1-7:6.1.1	tassapāpiyasikā,	6	
PA_bu-vb_as1-7:7.1.1	tiṇavatthārakoti.	7	
PA_bu-vb_as1-7:7.2.1	Uddiṭṭhā kho, āyasmanto, satta adhikaraṇasamathā dhammā.	7	
PA_bu-vb_as1-7:7.2.2	Tatthāyasmante pucchāmi—	7	
PA_bu-vb_as1-7:7.2.3	“kaccittha parisuddhā”?	7	
PA_bu-vb_as1-7:7.2.4	Dutiyampi pucchāmi—	7	
PA_bu-vb_as1-7:7.2.5	“kaccittha parisuddhā”?	7	
PA_bu-vb_as1-7:7.2.6	Tatiyampi pucchāmi—	7	
PA_bu-vb_as1-7:7.2.7	“kaccittha parisuddhā”?	7	
PA_bu-vb_as1-7:7.2.8	Parisuddhetthāyasmanto, tasmā tuṇhī, evametaṁ dhārayāmīti.	7	
PA_bu-vb_as1-7:7.3.1	Adhikaraṇasamathā niṭṭhitā.	7	
PA_bu-vb_as1-7:7.4.1	Uddiṭṭhaṁ kho, āyasmanto, nidānaṁ;	7	
PA_bu-vb_as1-7:7.4.2	uddiṭṭhā cattāro pārājikā dhammā;	7	
PA_bu-vb_as1-7:7.4.3	uddiṭṭhā terasa saṅghādisesā dhammā;	7	
PA_bu-vb_as1-7:7.4.4	uddiṭṭhā dve aniyatā dhammā;	7	
PA_bu-vb_as1-7:7.4.5	uddiṭṭhā tiṁsa nissaggiyā pācittiyā dhammā;	7	
PA_bu-vb_as1-7:7.4.6	uddiṭṭhā dvenavuti pācittiyā dhammā;	7	
PA_bu-vb_as1-7:7.4.7	uddiṭṭhā cattāro pāṭidesanīyā dhammā;	7	
PA_bu-vb_as1-7:7.4.8	uddiṭṭhā sekhiyā dhammā;	7	
PA_bu-vb_as1-7:7.4.9	uddiṭṭhā satta adhikaraṇasamathā dhammā.	7	
PA_bu-vb_as1-7:7.4.10	Ettakaṁ tassa bhagavato suttāgataṁ suttapariyāpannaṁ anvaddhamāsaṁ uddesaṁ āgacchati.	7	
PA_bu-vb_as1-7:7.4.11	Tattha sabbeheva samaggehi sammodamānehi avivadamānehi sikkhitabbanti.	7	
PA_bu-vb_as1-7:7.5.1	Mahāvibhaṅgo niṭṭhito.	7	
