segmentnr	original	folio	analyzed
PA_ne_4:0.1	Netti	0	
PA_ne_4:0.2	Paṭiniddesavāra	0	
PA_ne_4:0.3	Vibhaṅga 1	0	
PA_ne_4:0.4	Desanāhāravibhaṅga	0	
PA_ne_4:1.1	Tattha katamo desanāhāro?	1	
PA_ne_4:1.2	“Assādādīnavatā”ti gāthā ayaṁ desanāhāro.	1	
PA_ne_4:1.3	Kiṁ desayati?	1	
PA_ne_4:1.4	Assādaṁ ādīnavaṁ nissaraṇaṁ phalaṁ upāyaṁ āṇattiṁ.	1	
PA_ne_4:1.5	“Dhammaṁ vo, bhikkhave, desessāmi ādikalyāṇaṁ majjhekalyāṇaṁ pariyosānakalyāṇaṁ sātthaṁ sabyañjanaṁ kevalaparipuṇṇaṁ parisuddhaṁ brahmacariyaṁ pakāsessāmī”ti.	1	
PA_ne_4:2.1	Tattha katamo assādo?	2	
PA_ne_4:3.1	“Kāmaṁ kāmayamānassa,	3	
PA_ne_4:3.2	tassa cetaṁ samijjhati;	3	
PA_ne_4:3.3	Addhā pītimano hoti,	3	
PA_ne_4:3.4	laddhā macco yadicchatī”ti.	3	
PA_ne_4:3.5	Ayaṁ assādo.	3	
PA_ne_4:4.1	Tattha katamo ādīnavo?	4	
PA_ne_4:5.1	“Tassa ce kāmayānassa,	5	
PA_ne_4:5.2	chandajātassa jantuno;	5	
PA_ne_4:5.3	Te kāmā parihāyanti,	5	
PA_ne_4:5.4	sallaviddhova ruppatī”ti.	5	
PA_ne_4:5.5	Ayaṁ ādīnavo.	5	
PA_ne_4:6.1	Tattha katamaṁ nissaraṇaṁ?	6	
PA_ne_4:7.1	“Yo kāme parivajjeti,	7	
PA_ne_4:7.2	sappasseva padā siro;	7	
PA_ne_4:7.3	Somaṁ visattikaṁ loke,	7	
PA_ne_4:7.4	sato samativattatī”ti.	7	
PA_ne_4:7.5	Idaṁ nissaraṇaṁ.	7	
PA_ne_4:8.1	Tattha katamo assādo?	8	
PA_ne_4:9.1	“Khettaṁ vatthuṁ hiraññaṁ vā,	9	
PA_ne_4:9.2	gavāssaṁ dāsaporisaṁ;	9	
PA_ne_4:9.3	Thiyo bandhū puthū kāme,	9	
PA_ne_4:9.4	yo naro anugijjhatī”ti.	9	
PA_ne_4:9.5	Ayaṁ assādo.	9	
PA_ne_4:10.1	Tattha katamo ādīnavo?	10	
PA_ne_4:11.1	“Abalā naṁ balīyanti,	11	
PA_ne_4:11.2	maddantenaṁ parissayā;	11	
PA_ne_4:11.3	Tato naṁ dukkhamanveti,	11	
PA_ne_4:11.4	nāvaṁ bhinnamivodakan”ti.	11	
PA_ne_4:11.5	Ayaṁ ādīnavo.	11	
PA_ne_4:12.1	Tattha katamaṁ nissaraṇaṁ?	12	
PA_ne_4:13.1	“Tasmā jantu sadā sato,	13	
PA_ne_4:13.2	kāmāni parivajjaye;	13	
PA_ne_4:13.3	Te pahāya tare oghaṁ,	13	
PA_ne_4:13.4	nāvaṁ sitvāva pāragū”ti.	13	
PA_ne_4:13.5	Idaṁ nissaraṇaṁ.	13	
PA_ne_4:14.1	Tattha katamaṁ phalaṁ?	14	
PA_ne_4:15.1	“Dhammo have rakkhati dhammacāriṁ,	15	
PA_ne_4:15.2	Chattaṁ mahantaṁ yatha vassakāle;	15	
PA_ne_4:15.3	Esānisaṁso dhamme suciṇṇe,	15	
PA_ne_4:15.4	Na duggatiṁ gacchati dhammacārī”ti.	15	
PA_ne_4:15.5	Idaṁ phalaṁ.	15	
PA_ne_4:16.1	Tattha katamo upāyo?	16	
PA_ne_4:17.1	“Sabbe saṅkhārā aniccāti,	17	
PA_ne_4:17.2	…pe…	17	
PA_ne_4:18.1	“Sabbe saṅkhārā dukkhāti,	18	
PA_ne_4:18.2	…pe…	18	
PA_ne_4:19.1	“Sabbe dhammā anattāti,	19	
PA_ne_4:19.2	yadā paññāya passati;	19	
PA_ne_4:19.3	Atha nibbindati dukkhe,	19	
PA_ne_4:19.4	esa maggo visuddhiyā”ti.	19	
PA_ne_4:19.5	Ayaṁ upāyo.	19	
PA_ne_4:20.1	Tattha katamā āṇatti?	20	
