segmentnr	original	folio	analyzed
PA_mil_5.4.1:0.1	Milindapañha	0	
PA_mil_5.4.1:0.2	Meṇḍakapañha	0	
PA_mil_5.4.1:0.3	Sabbaññutañāṇavagga	0	
PA_mil_5.4.1:0.4	1 Iddhikammavipākapañha	0	
PA_mil_5.4.1:1.1	“Bhante nāgasena, bhāsitampetaṁ bhagavatā—	1	
PA_mil_5.4.1:1.2	‘etadaggaṁ, bhikkhave, mama sāvakānaṁ bhikkhūnaṁ iddhimantānaṁ yadidaṁ mahāmoggallāno’ti.	1	
PA_mil_5.4.1:1.3	Puna ca kira so laguḷehi paripothito bhinnasīso sañcuṇṇitaṭṭhimaṁsadhamanichinnaparigatto parinibbuto.	1	
PA_mil_5.4.1:1.4	Yadi, bhante nāgasena, thero mahāmoggallāno iddhiyā koṭiṁ gato, tena hi laguḷehi pothito parinibbutoti yaṁ vacanaṁ, taṁ micchā.	1	
PA_mil_5.4.1:1.5	Yadi laguḷehi paripothito parinibbuto, tena hi iddhiyā koṭiṁ gatoti tampi vacanaṁ micchā.	1	
PA_mil_5.4.1:1.6	Kiṁ na samattho iddhiyā attano upaghātaṁ apanayituṁ, sadevakassapi lokassa paṭisaraṇaṁ bhavituṁ arahoti?	1	
PA_mil_5.4.1:1.7	Ayampi ubhato koṭiko pañho tavānuppatto, so tayā nibbāhitabbo”ti.	1	
PA_mil_5.4.1:2.1	“Bhāsitampetaṁ, mahārāja, bhagavatā—	2	
PA_mil_5.4.1:2.2	‘etadaggaṁ, bhikkhave, mama sāvakānaṁ bhikkhūnaṁ iddhimantānaṁ yadidaṁ mahāmoggallāno’ti.	2	
PA_mil_5.4.1:2.3	Āyasmā ca mahāmoggallāno laguḷahato parinibbuto, tañca pana kammādhiggahitenā”ti.	2	
PA_mil_5.4.1:3.1	“Nanu, bhante nāgasena, iddhimato iddhivisayopi kammavipākopi dve acintiyā, acintiyena acintiyaṁ apanayitabbaṁ.	3	
PA_mil_5.4.1:3.2	Yathā nāma, bhante, keci phalakāmā kapitthena kapitthaṁ pothenti, ambena ambaṁ pothenti;	3	
PA_mil_5.4.1:3.3	evameva kho, bhante nāgasena, acintiyena acintiyaṁ pothayitvā apanetabban”ti?	3	
PA_mil_5.4.1:3.4	“Acintiyānampi, mahārāja, ekaṁ adhimattaṁ balavataraṁ.	3	
PA_mil_5.4.1:3.5	Yathā, mahārāja, mahiyā rājāno honti samajaccā, samajaccānampi tesaṁ eko sabbe abhibhavitvā āṇaṁ pavatteti;	3	
PA_mil_5.4.1:3.6_0	evameva kho, mahārāja, tesaṁ acintiyānaṁ kammavipākaṁyeva adhimattaṁ balavataraṁ,	3	
PA_mil_5.4.1:3.6_1	kammavipākaṁ yeva sabbe abhibhaviya āṇaṁ pavatteti, kammādhiggahitassa avasesā kiriyā okāsaṁ na labhanti.	3	
PA_mil_5.4.1:4.1_0	Idha pana, mahārāja, koci puriso kismiñcideva pakaraṇe aparajjhati, na tassa mātā	4	
PA_mil_5.4.1:4.1_1	vā pitā vā bhaginī vā bhātaro vā sakhī vā sahāyakā vā tāyanti, atha kho rājāyeva	4	
PA_mil_5.4.1:4.1_2	tattha abhibhaviya āṇaṁ pavatteti.	4	
PA_mil_5.4.1:4.2	Kiṁ tattha kāraṇaṁ?	4	
PA_mil_5.4.1:4.3	Aparādhikatā.	4	
PA_mil_5.4.1:4.4_0	Evameva kho, mahārāja, tesaṁ acintiyānaṁ kammavipākaṁyeva adhimattaṁ balavataraṁ,	4	
PA_mil_5.4.1:4.4_1	kammavipākaṁyeva sabbe abhibhaviya āṇaṁ pavatteti, kammādhiggahitassa avasesā kiriyā okāsaṁ na labhanti.	4	
PA_mil_5.4.1:5.1	Yathā vā pana, mahārāja, mahiyā davaḍāhe samuṭṭhite ghaṭasahassampi udakaṁ na sakkoti nibbāpetuṁ, atha kho aggiyeva tattha abhibhaviya āṇaṁ pavatteti.	5	
PA_mil_5.4.1:5.2	Kiṁ tattha kāraṇaṁ?	5	
PA_mil_5.4.1:5.3	Balavatā tejassa.	5	
PA_mil_5.4.1:5.4_0	Evameva kho, mahārāja, tesaṁ acintiyānaṁ kammavipākaṁ yeva adhimattaṁ balavataraṁ,	5	
PA_mil_5.4.1:5.4_1	kammavipākaṁyeva sabbe abhibhaviya āṇaṁ pavatteti, kammādhiggahitassa avasesā kiriyā	5	
PA_mil_5.4.1:5.4_2	okāsaṁ na labhanti, tasmā, mahārāja, āyasmato mahāmoggallānassa kammādhiggahitassa	5	
PA_mil_5.4.1:5.4_3	laguḷehi pothiyamānassa iddhiyā samannāhāro nāhosī”ti.	5	
PA_mil_5.4.1:5.5	“Sādhu, bhante nāgasena, evametaṁ tathā sampaṭicchāmī”ti.	5	
PA_mil_5.4.1:6.1	Iddhikammavipākapañho paṭhamo.	6	
