segmentnr	original	folio	analyzed
PA_an_7:1.0.1	Aṅguttara Nikāya 7.1	1	
PA_an_7:1.0.2	1. Dhanavagga	1	
PA_an_7:1.0.3	Paṭhamapiyasutta	1	
PA_an_7:1.1.1	Evaṁ me sutaṁ—	1	
PA_an_7:1.1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_an_7:1.1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_an_7:1.1.4	“bhikkhavo”ti.	1	
PA_an_7:1.1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_an_7:1.1.6	Bhagavā etadavoca:	1	
PA_an_7:1.2.1	“Sattahi, bhikkhave, dhammehi samannāgato bhikkhu sabrahmacārīnaṁ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca.	1	
PA_an_7:1.2.2	Katamehi sattahi?	1	
PA_an_7:1.2.3	Idha, bhikkhave, bhikkhu lābhakāmo ca hoti, sakkārakāmo ca hoti, anavaññattikāmo ca hoti, ahiriko ca hoti, anottappī ca, pāpiccho ca, micchādiṭṭhi ca.	1	
PA_an_7:1.2.4	Imehi kho, bhikkhave, sattahi dhammehi samannāgato bhikkhu sabrahmacārīnaṁ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca.	1	
PA_an_7:1.3.1	Sattahi, bhikkhave, dhammehi samannāgato bhikkhu sabrahmacārīnaṁ piyo ca hoti, manāpo ca garu ca bhāvanīyo ca.	1	
PA_an_7:1.3.2	Katamehi sattahi?	1	
PA_an_7:1.3.3	Idha, bhikkhave, bhikkhu na lābhakāmo ca hoti, na sakkārakāmo ca hoti, na anavaññattikāmo ca hoti, hirīmā ca hoti, ottappī ca, appiccho ca, sammādiṭṭhi ca.	1	
PA_an_7:1.3.4	Imehi kho, bhikkhave, sattahi dhammehi samannāgato bhikkhu sabrahmacārīnaṁ piyo ca hoti manāpo ca garu ca bhāvanīyo cā”ti.	1	
PA_an_7:1.3.5	Paṭhamaṁ.	1	
PA_an_7:2.0.1	Aṅguttara Nikāya 7.2	2	
PA_an_7:2.0.2	1. Dhanavagga	2	
PA_an_7:2.0.3	Dutiyapiyasutta	2	
PA_an_7:2.1.1	“Sattahi, bhikkhave, dhammehi samannāgato bhikkhu sabrahmacārīnaṁ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca.	2	
PA_an_7:2.1.2	Katamehi sattahi?	2	
PA_an_7:2.1.3	Idha, bhikkhave, bhikkhu lābhakāmo ca hoti, sakkārakāmo ca hoti, anavaññattikāmo ca hoti, ahiriko ca hoti, anottappī ca, issukī ca, maccharī ca.	2	
PA_an_7:2.1.4	Imehi kho, bhikkhave, sattahi dhammehi samannāgato bhikkhu sabrahmacārīnaṁ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca.	2	
PA_an_7:2.2.1	Sattahi, bhikkhave, dhammehi samannāgato bhikkhu sabrahmacārīnaṁ piyo ca hoti manāpo ca garu ca bhāvanīyo ca.	2	
PA_an_7:2.2.2	Katamehi sattahi?	2	
PA_an_7:2.2.3	Idha, bhikkhave, bhikkhu na lābhakāmo ca hoti, na sakkārakāmo ca hoti, na anavaññattikāmo ca hoti, hirīmā ca hoti, ottappī ca, anissukī ca, amaccharī ca.	2	
PA_an_7:2.2.4	Imehi kho, bhikkhave, sattahi dhammehi samannāgato bhikkhu sabrahmacārīnaṁ piyo ca hoti manāpo ca garu ca bhāvanīyo cā”ti.	2	
PA_an_7:2.2.5	Dutiyaṁ.	2	
PA_an_7:3.0.1	Aṅguttara Nikāya 7.3	3	
PA_an_7:3.0.2	1. Dhanavagga	3	
PA_an_7:3.0.3	Saṅkhittabalasutta	3	
PA_an_7:3.1.1	Evaṁ me sutaṁ—	3	
PA_an_7:3.1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme …pe…	3	
PA_an_7:3.1.3	sattimāni, bhikkhave, balāni.	3	
PA_an_7:3.1.4	Katamāni satta?	3	
PA_an_7:3.1.5	Saddhābalaṁ, vīriyabalaṁ, hirībalaṁ, ottappabalaṁ, satibalaṁ, samādhibalaṁ, paññābalaṁ.	3	
PA_an_7:3.1.6	Imāni kho, bhikkhave, satta balānīti.	3	
PA_an_7:3.2.1	Saddhābalaṁ vīriyañca,	3	
PA_an_7:3.2.2	hirī ottappiyaṁ balaṁ;	3	
PA_an_7:3.2.3	Satibalaṁ samādhi ca,	3	
PA_an_7:3.2.4	paññā ve sattamaṁ balaṁ;	3	
