segmentnr	original	folio	analyzed
PA_dhp_:1.0.1	Khuddakanikāya	1	
PA_dhp_:1.0.2	Dhammapada	1	
PA_dhp_:1.0.3	Yamakavagga	1	
PA_dhp_:1.0.4	Cakkhupālattheravatthu	1	
PA_dhp_:1.1	Manopubbaṅgamā dhammā,	1	
PA_dhp_:1.2	manoseṭṭhā manomayā;	1	
PA_dhp_:1.3	Manasā ce paduṭṭhena,	1	
PA_dhp_:1.4	bhāsati vā karoti vā;	1	
PA_dhp_:1.5	Tato naṁ dukkhamanveti,	1	
PA_dhp_:1.6	cakkaṁva vahato padaṁ.	1	
PA_dhp_:2.0	Maṭṭhakuṇḍalīvatthu	2	
PA_dhp_:2.1	Manopubbaṅgamā dhammā,	2	
PA_dhp_:2.2	manoseṭṭhā manomayā;	2	
PA_dhp_:2.3	Manasā ce pasannena,	2	
PA_dhp_:2.4	bhāsati vā karoti vā;	2	
PA_dhp_:2.5	Tato naṁ sukhamanveti,	2	
PA_dhp_:2.6	chāyāva anapāyinī.	2	
PA_dhp_:3.0	Tissattheravatthu	3	
PA_dhp_:3.1	Akkocchi maṁ avadhi maṁ,	3	
PA_dhp_:3.2	ajini maṁ ahāsi me;	3	
PA_dhp_:3.3	Ye ca taṁ upanayhanti,	3	
PA_dhp_:3.4	veraṁ tesaṁ na sammati.	3	
PA_dhp_:4.1	Akkocchi maṁ avadhi maṁ,	4	
PA_dhp_:4.2	ajini maṁ ahāsi me;	4	
PA_dhp_:4.3	Ye ca taṁ nupanayhanti,	4	
PA_dhp_:4.4	veraṁ tesūpasammati.	4	
PA_dhp_:5.0	Kāḷayakkhinīvatthu	5	
PA_dhp_:5.1	Na hi verena verāni,	5	
PA_dhp_:5.2	sammantīdha kudācanaṁ;	5	
PA_dhp_:5.3	Averena ca sammanti,	5	
PA_dhp_:5.4	esa dhammo sanantano.	5	
PA_dhp_:6.0	Kosambakavatthu	6	
PA_dhp_:6.1	Pare ca na vijānanti,	6	
PA_dhp_:6.2	mayamettha yamāmase;	6	
PA_dhp_:6.3	Ye ca tattha vijānanti,	6	
PA_dhp_:6.4	tato sammanti medhagā.	6	
PA_dhp_:7.0	Mahākāḷattheravatthu	7	
PA_dhp_:7.1	Subhānupassiṁ viharantaṁ,	7	
PA_dhp_:7.2	indriyesu asaṁvutaṁ;	7	
PA_dhp_:7.3	Bhojanamhi cāmattaññuṁ,	7	
PA_dhp_:7.4	kusītaṁ hīnavīriyaṁ;	7	
PA_dhp_:7.5	Taṁ ve pasahati māro,	7	
PA_dhp_:7.6	vāto rukkhaṁva dubbalaṁ.	7	
PA_dhp_:8.1	Asubhānupassiṁ viharantaṁ,	8	
PA_dhp_:8.2	Indriyesu susaṁvutaṁ;	8	
PA_dhp_:8.3	Bhojanamhi ca mattaññuṁ,	8	
PA_dhp_:8.4	Saddhaṁ āraddhavīriyaṁ;	8	
PA_dhp_:8.5	Taṁ ve nappasahati māro,	8	
PA_dhp_:8.6	Vāto selaṁva pabbataṁ.	8	
PA_dhp_:9.0	Devadattavatthu	9	
PA_dhp_:9.1	Anikkasāvo kāsāvaṁ,	9	
PA_dhp_:9.2	yo vatthaṁ paridahissati;	9	
PA_dhp_:9.3	Apeto damasaccena,	9	
PA_dhp_:9.4	na so kāsāvamarahati.	9	
PA_dhp_:10.1	Yo ca vantakasāvassa,	10	
PA_dhp_:10.2	sīlesu susamāhito;	10	
PA_dhp_:10.3	Upeto damasaccena,	10	
PA_dhp_:10.4	sa ve kāsāvamarahati.	10	
PA_dhp_:11.0	Sāriputtattheravatthu	11	
PA_dhp_:11.1	Asāre sāramatino,	11	
PA_dhp_:11.2	sāre cāsāradassino;	11	
PA_dhp_:11.3	Te sāraṁ nādhigacchanti,	11	
PA_dhp_:11.4	micchāsaṅkappagocarā.	11	
PA_dhp_:12.1	Sārañca sārato ñatvā,	12	
PA_dhp_:12.2	asārañca asārato;	12	
PA_dhp_:12.3	Te sāraṁ adhigacchanti,	12	
PA_dhp_:12.4	sammāsaṅkappagocarā.	12	
PA_dhp_:13.0	Nandattheravatthu	13	
PA_dhp_:13.1	Yathā agāraṁ ducchannaṁ,	13	
PA_dhp_:13.2	vuṭṭhī samativijjhati;	13	
PA_dhp_:13.3	Evaṁ abhāvitaṁ cittaṁ,	13	
PA_dhp_:13.4	rāgo samativijjhati.	13	
PA_dhp_:14.1	Yathā agāraṁ suchannaṁ,	14	
PA_dhp_:14.2	vuṭṭhī na samativijjhati;	14	
PA_dhp_:14.3	Evaṁ subhāvitaṁ cittaṁ,	14	
PA_dhp_:14.4	rāgo na samativijjhati.	14	
PA_dhp_:15.0	Cundasūkarikavatthu	15	
PA_dhp_:15.1	Idha socati pecca socati,	15	
PA_dhp_:15.2	Pāpakārī ubhayattha socati;	15	
PA_dhp_:15.3	So socati so vihaññati,	15	
PA_dhp_:15.4	Disvā kammakiliṭṭhamattano.	15	
PA_dhp_:16.0	Dhammikaupāsakavatthu	16	
PA_dhp_:16.1	Idha modati pecca modati,	16	
PA_dhp_:16.2	Katapuñño ubhayattha modati;	16	
PA_dhp_:16.3	So modati so pamodati,	16	
PA_dhp_:16.4	Disvā kammavisuddhimattano.	16	
PA_dhp_:17.0	Devadattavatthu	17	
PA_dhp_:17.1	Idha tappati pecca tappati,	17	
PA_dhp_:17.2	Pāpakārī ubhayattha tappati;	17	
PA_dhp_:17.3	“Pāpaṁ me katan”ti tappati,	17	
PA_dhp_:17.4	Bhiyyo tappati duggatiṁ gato.	17	
PA_dhp_:18.0	Sumanadevīvatthu	18	
PA_dhp_:18.1	Idha nandati pecca nandati,	18	
PA_dhp_:18.2	Katapuñño ubhayattha nandati;	18	
PA_dhp_:18.3	“Puññaṁ me katan”ti nandati,	18	
PA_dhp_:18.4	Bhiyyo nandati suggatiṁ gato.	18	
PA_dhp_:19.0	Dvesahāyakabhikkhuvatthu	19	
PA_dhp_:19.1	Bahumpi ce saṁhita bhāsamāno,	19	
PA_dhp_:19.2	Na takkaro hoti naro pamatto;	19	
PA_dhp_:19.3	Gopova gāvo gaṇayaṁ paresaṁ,	19	
PA_dhp_:19.4	Na bhāgavā sāmaññassa hoti.	19	
PA_dhp_:20.1	Appampi ce saṁhita bhāsamāno,	20	
PA_dhp_:20.2	Dhammassa hoti anudhammacārī;	20	
PA_dhp_:20.3	Rāgañca dosañca pahāya mohaṁ,	20	
