segmentnr	original	folio	analyzed
PA_anya-e06_06n:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_anya-e06_06n:1	Kamalāñjali	0	
PA_anya-e06_06n:3	Kamalāsana kamalāpati pamathādhipa vajirā,	0	
PA_anya-e06_06n:4	Yudhadānava manujoraga bhujagāsana patinaṃ;	0	
PA_anya-e06_06n:5	Makuṭāhita manidīdhiti bhamarāvali bhajitaṃ,	0	
PA_anya-e06_06n:6	Paṇamā’mahaṃ anaghaṃ muni caraṇāmala kamalaṃ.	0	
PA_anya-e06_06n:8	Kamalālaya sadi’saṅkita kalamaṅgala ruciraṃ,	0	
PA_anya-e06_06n:9	Jutirañjitaṃ abhinijjita subhakañcana nalinaṃ;	0	
PA_anya-e06_06n:10	Janitā cira samaye nija pitu bhūpati namitaṃ,	1	
PA_anya-e06_06n:11	Paṇamā’mahaṃ anaghaṃ muni caraṇāmala kamalaṃ.	1	
PA_anya-e06_06n:13	Saraṇāgata rajanīpati dinasekhara namitaṃ,	1	
PA_anya-e06_06n:14	Bhajitākhila janapāvanaṃ abhikaṅkhita sukhadaṃ;	1	
PA_anya-e06_06n:15	Vasudhātala sayamuggata sarasīruha mahitaṃ,	1	
PA_anya-e06_06n:16	Paṇamā’mahaṃ anaghaṃ muni caraṇāmala kamalaṃ.	1	
PA_anya-e06_06n:18	Diradāsana tarupantika ghaṭitāsanaṃ abhayaṃ,	1	
PA_anya-e06_06n:19	Vijayāsana samadhiṭṭhita caturaṅgika viriyaṃ;	1	
PA_anya-e06_06n:20	Dharamānaka suriyehani vijitantaka dhajiniṃ,	2	
PA_anya-e06_06n:21	Paṇamā’mahaṃ abhipātita namuciddhaja vibhavaṃ.	2	
PA_anya-e06_06n:23	Sadayodita piyabhārati vijitantaka samaraṃ,	2	
PA_anya-e06_06n:24	Dasapārami balakampita sadharādhara dharaniṃ;	2	
PA_anya-e06_06n:25	Girimekhala varavārana sirasānata caraṇaṃ,	2	
PA_anya-e06_06n:26	Paṇamā’mahaṃ abhinandita sanarāmara bhuvanaṃ.	2	
PA_anya-e06_06n:28	Nikhilāsava vigame’nativimalīkata hadayaṃ,	2	
PA_anya-e06_06n:29	Tadanantara viditākhila matigocara visayaṃ;	2	
PA_anya-e06_06n:30	Visayīkata bhuvanattayaṃ atilokiya caritaṃ,	3	
PA_anya-e06_06n:31	Paṇamā’mahaṃ aparājitaṃ arahaṃ muniṃ asamaṃ.	3	
