segmentnr	original	folio	analyzed
PA_mn_141:0.1	Majjhima Nikāya 141	0	
PA_mn_141:0.2	Saccavibhaṅgasutta	0	
PA_mn_141:1.1	Evaṁ me sutaṁ—	1	
PA_mn_141:1.2	ekaṁ samayaṁ bhagavā bārāṇasiyaṁ viharati isipatane migadāye.	1	
PA_mn_141:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_141:1.4	“bhikkhavo”ti.	1	
PA_mn_141:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_141:1.6	Bhagavā etadavoca:	1	
PA_mn_141:2.1_0	“Tathāgatena, bhikkhave, arahatā sammāsambuddhena bārāṇasiyaṁ isipatane migadāye	2	
PA_mn_141:2.1_1	anuttaraṁ dhammacakkaṁ pavattitaṁ appaṭivattiyaṁ samaṇena vā brāhmaṇena vā devena	2	
PA_mn_141:2.1_2	vā mārena vā brahmunā vā kenaci vā lokasmiṁ, yadidaṁ—	2	
PA_mn_141:2.2	catunnaṁ ariyasaccānaṁ ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ.	2	
PA_mn_141:2.3	Katamesaṁ catunnaṁ?	2	
PA_mn_141:3.1_0	Dukkhassa ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā	3	
PA_mn_141:3.1_1	uttānīkammaṁ, dukkhasamudayassa ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā	3	
PA_mn_141:3.1_2	vivaraṇā vibhajanā uttānīkammaṁ, dukkhanirodhassa ariyasaccassa ācikkhanā desanā	3	
PA_mn_141:3.1_3	paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ, dukkhanirodhagāminiyā paṭipadāya	3	
PA_mn_141:3.1_4	ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ.	3	
PA_mn_141:4.1_0	Tathāgatena, bhikkhave, arahatā sammāsambuddhena bārāṇasiyaṁ isipatane migadāye anuttaraṁ	4	
PA_mn_141:4.1_1	dhammacakkaṁ pavattitaṁ appaṭivattiyaṁ samaṇena vā brāhmaṇena vā devena vā mārena	4	
PA_mn_141:4.1_2	vā brahmunā vā kenaci vā lokasmiṁ, yadidaṁ—	4	
PA_mn_141:4.2	imesaṁ catunnaṁ ariyasaccānaṁ ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ.	4	
PA_mn_141:5.1	Sevatha, bhikkhave, sāriputtamoggallāne;	5	
PA_mn_141:5.2	bhajatha, bhikkhave, sāriputtamoggallāne.	5	
PA_mn_141:5.3	Paṇḍitā bhikkhū anuggāhakā sabrahmacārīnaṁ.	5	
PA_mn_141:5.4	Seyyathāpi, bhikkhave, janetā, evaṁ sāriputto;	5	
PA_mn_141:5.5	seyyathāpi jātassa āpādetā, evaṁ moggallāno.	5	
PA_mn_141:5.6	Sāriputto, bhikkhave, sotāpattiphale vineti, moggallāno uttamatthe.	5	
PA_mn_141:5.7	Sāriputto, bhikkhave, pahoti cattāri ariyasaccāni vitthārena ācikkhituṁ desetuṁ paññāpetuṁ paṭṭhapetuṁ vivarituṁ vibhajituṁ uttānīkātun”ti.	5	
PA_mn_141:6.1	Idamavoca bhagavā.	6	
PA_mn_141:6.2	Idaṁ vatvāna sugato uṭṭhāyāsanā vihāraṁ pāvisi.	6	
PA_mn_141:7.1	Tatra kho āyasmā sāriputto acirapakkantassa bhagavato bhikkhū āmantesi:	7	
PA_mn_141:7.2	“āvuso bhikkhave”ti.	7	
PA_mn_141:7.3	“Āvuso”ti kho te bhikkhū āyasmato sāriputtassa paccassosuṁ.	7	
PA_mn_141:7.4	Āyasmā sāriputto etadavoca:	7	
PA_mn_141:8.1_0	“Tathāgatena, āvuso, arahatā sammāsambuddhena bārāṇasiyaṁ isipatane migadāye anuttaraṁ	8	
PA_mn_141:8.1_1	dhammacakkaṁ pavattitaṁ appaṭivattiyaṁ samaṇena vā brāhmaṇena vā devena vā mārena	8	
PA_mn_141:8.1_2	vā brahmunā vā kenaci vā lokasmiṁ, yadidaṁ—	8	
PA_mn_141:8.2	catunnaṁ ariyasaccānaṁ ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ.	8	
PA_mn_141:8.3	Katamesaṁ catunnaṁ?	8	
PA_mn_141:9.1_0	Dukkhassa ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā	9	
PA_mn_141:9.1_1	uttānīkammaṁ, dukkhasamudayassa ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā	9	
PA_mn_141:9.1_2	vivaraṇā vibhajanā uttānīkammaṁ, dukkhanirodhassa ariyasaccassa ācikkhanā desanā	9	
PA_mn_141:9.1_3	paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ, dukkhanirodhagāminiyā paṭipadāya	9	
PA_mn_141:9.1_4	ariyasaccassa ācikkhanā desanā paññāpanā paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṁ.	9	
PA_mn_141:10.1	Katamañcāvuso, dukkhaṁ ariyasaccaṁ?	10	
PA_mn_141:10.2	Jātipi dukkhā, jarāpi dukkhā, maraṇampi dukkhaṁ, sokaparidevadukkhadomanassupāyāsāpi dukkhā, yampicchaṁ na labhati tampi dukkhaṁ; saṅkhittena pañcupādānakkhandhā dukkhā.	10	
PA_mn_141:11.1	Katamā cāvuso, jāti?	11	
PA_mn_141:11.2	Yā tesaṁ tesaṁ sattānaṁ tamhi tamhi sattanikāye jāti sañjāti okkanti abhinibbatti khandhānaṁ pātubhāvo āyatanānaṁ paṭilābho,	11	
PA_mn_141:11.3	ayaṁ vuccatāvuso: ‘jāti’.	11	
PA_mn_141:12.1	Katamā cāvuso, jarā?	12	
PA_mn_141:12.2	Yā tesaṁ tesaṁ sattānaṁ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṁ pāliccaṁ valittacatā āyuno saṁhāni indriyānaṁ paripāko,	12	
PA_mn_141:12.3	ayaṁ vuccatāvuso: ‘jarā’.	12	
PA_mn_141:13.1	Katamañcāvuso, maraṇaṁ?	13	
