segmentnr	original	analyzed
PA_iti_2:0.1	Itivuttaka 2	itivuttaka 
PA_iti_2:0.2	Ekakanipāta	eka ka nipāta 
PA_iti_2:0.3	Paṭhamavagga	paṭhama vagga 
PA_iti_2:0.4	Dosasutta	dosasutta 
PA_iti_2:1.1	Vuttañhetaṁ bhagavatā vuttamarahatāti me sutaṁ:	vuttam ha etam bhagavatā vuttam arahatā iti me suta 
PA_iti_2:2.1	“Ekadhammaṁ, bhikkhave, pajahatha;	eka dhamma bhikkhave pajahatha 
PA_iti_2:2.2	ahaṁ vo pāṭibhogo anāgāmitāya.	aham vaḥ pāṭibhogaḥ anāgāmitāya 
PA_iti_2:2.3	Katamaṁ ekadhammaṁ?	katamam eka dhamma 
PA_iti_2:2.4	Dosaṁ, bhikkhave, ekadhammaṁ pajahatha;	dosa bhikkhave eka dhammam pajahatha 
PA_iti_2:2.5	ahaṁ vo pāṭibhogo anāgāmitāyā”ti.	aham vaḥ pāṭibhogaḥ anāgāmi tāyāḥ ati 
PA_iti_2:2.6	Etamatthaṁ bhagavā avoca.	etam attham bhagavān avoca 
PA_iti_2:2.7	Tatthetaṁ iti vuccati:	tattha itam iti vuccati 
PA_iti_2:3.1	“Yena dosena duṭṭhāse,	yena dosena duṭṭhāse 
PA_iti_2:3.2	sattā gacchanti duggatiṁ;	sattāḥ gacchanti duggati 
PA_iti_2:3.3	Taṁ dosaṁ sammadaññāya,	tam dosam sammat aññāya 
PA_iti_2:3.4	pajahanti vipassino;	pajahanti vipassinaḥ 
PA_iti_2:3.5	Pahāya na punāyanti,	pahāya na punāyanti 
PA_iti_2:3.6	imaṁ lokaṁ kudācanan”ti.	imam lokam kudācananti 
PA_iti_2:4.1	Ayampi attho vutto bhagavatā, iti me sutanti.	ayam pi atthaḥ vuttaḥ bhagavatā iti me sutam ti 
PA_iti_2:4.2	Dutiyaṁ.	dutiya 
