segmentnr	original	folio	analyzed
PA_kd_7:0.1	Theravāda Vinayapiṭaka	0	
PA_kd_7:0.2	Mahāvagga	0	
PA_kd_7:0.3	7. Kathinakkhandhaka	0	
PA_kd_7:0.4	1. Kathinānujānana	0	
PA_kd_7:1.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_kd_7:1.1.2_0	Tena kho pana samayena tiṁsamattā pāveyyakā bhikkhū, sabbe āraññikā sabbe piṇḍapātikā	1	
PA_kd_7:1.1.2_1	sabbe paṁsukūlikā sabbe tecīvarikā sāvatthiṁ āgacchantā bhagavantaṁ dassanāya upakaṭṭhāya	1	
PA_kd_7:1.1.2_2	vassūpanāyikāya nāsakkhiṁsu sāvatthiyaṁ vassūpanāyikaṁ sambhāvetuṁ;	1	
PA_kd_7:1.1.3	antarāmagge sākete vassaṁ upagacchiṁsu.	1	
PA_kd_7:1.1.4	Te ukkaṇṭhitarūpā vassaṁ vasiṁsu—āsanneva no bhagavā viharati ito chasu yojanesu, na ca mayaṁ labhāma bhagavantaṁ dassanāyāti.	1	
PA_kd_7:1.1.5	Atha kho te bhikkhū vassaṁvuṭṭhā, temāsaccayena katāya pavāraṇāya, deve vassante, udakasaṅgahe udakacikkhalle okapuṇṇehi cīvarehi kilantarūpā	1	
PA_kd_7:1.1.6	yena sāvatthi jetavanaṁ anāthapiṇḍikassa ārāmo, yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu.	1	
PA_kd_7:1.2.1	Āciṇṇaṁ kho panetaṁ buddhānaṁ bhagavantānaṁ āgantukehi bhikkhūhi saddhiṁ paṭisammodituṁ.	1	
PA_kd_7:1.2.2	Atha kho bhagavā te bhikkhū etadavoca—	1	
PA_kd_7:1.2.3	“kacci, bhikkhave, khamanīyaṁ, kacci yāpanīyaṁ,	1	
PA_kd_7:1.2.4	kacci samaggā sammodamānā avivadamānā phāsukaṁ vassaṁ vasittha, na ca piṇḍakena kilamitthā”ti?	1	
PA_kd_7:1.2.5	“Khamanīyaṁ, bhagavā, yāpanīyaṁ, bhagavā;	1	
PA_kd_7:1.2.6	samaggā ca mayaṁ, bhante, sammodamānā avivadamānā vassaṁ vasimhā, na ca piṇḍakena kilamimhā.	1	
PA_kd_7:1.2.7_0	Idha mayaṁ, bhante, tiṁsamattā pāveyyakā bhikkhū sāvatthiṁ āgacchantā bhagavantaṁ	1	
PA_kd_7:1.2.7_1	dassanāya upakaṭṭhāya vassūpanāyikāya nāsakkhimhā sāvatthiyaṁ vassūpanāyikaṁ sambhāvetuṁ,	1	
PA_kd_7:1.2.7_2	antarāmagge sākete vassaṁ upagacchimhā.	1	
PA_kd_7:1.2.8	Te mayaṁ, bhante, ukkaṇṭhitarūpā vassaṁ vasimhā—	1	
PA_kd_7:1.2.9	‘āsanneva no bhagavā viharati ito chasu yojanesu, na ca mayaṁ labhāma bhagavantaṁ dassanāyā’ti.	1	
PA_kd_7:1.2.10	Atha kho mayaṁ, bhante, vassaṁvuṭṭhā, temāsaccayena katāya pavāraṇāya, deve vassante, udakasaṅgahe udakacikkhalle okapuṇṇehi cīvarehi kilantarūpā addhānaṁ āgatā”ti.	1	
PA_kd_7:1.3.1	Atha kho bhagavā etasmiṁ nidāne etasmiṁ pakaraṇe dhammiṁ kathaṁ katvā bhikkhū āmantesi—	1	
PA_kd_7:1.3.2	“anujānāmi, bhikkhave, vassaṁvuṭṭhānaṁ bhikkhūnaṁ kathinaṁ attharituṁ.	1	
PA_kd_7:1.3.3	Atthatakathinānaṁ vo, bhikkhave, pañca kappissanti—	1	
PA_kd_7:1.3.4	anāmantacāro, asamādānacāro, gaṇabhojanaṁ, yāvadatthacīvaraṁ, yo ca tattha cīvaruppādo so nesaṁ bhavissatīti.	1	
PA_kd_7:1.3.5	Atthatakathinānaṁ vo, bhikkhave, imāni pañca kappissanti.	1	
PA_kd_7:1.3.6	Evañca pana, bhikkhave, kathinaṁ attharitabbaṁ.	1	
PA_kd_7:1.4.1	Byattena bhikkhunā paṭibalena saṅgho ñāpetabbo—	1	
PA_kd_7:1.4.2	‘Suṇātu me, bhante, saṅgho.	1	
PA_kd_7:1.4.3	Idaṁ saṅghassa kathinadussaṁ uppannaṁ.	1	
PA_kd_7:1.4.4	Yadi saṅghassa pattakallaṁ, saṅgho imaṁ kathinadussaṁ itthannāmassa bhikkhuno dadeyya kathinaṁ attharituṁ.	1	
PA_kd_7:1.4.5	Esā ñatti.	1	
PA_kd_7:1.4.6	Suṇātu me, bhante, saṅgho.	1	
PA_kd_7:1.4.7	Idaṁ saṅghassa kathinadussaṁ uppannaṁ.	1	
PA_kd_7:1.4.8	Saṅgho imaṁ kathinadussaṁ itthannāmassa bhikkhuno deti kathinaṁ attharituṁ.	1	
PA_kd_7:1.4.9	Yassāyasmato khamati imassa kathinadussassa itthannāmassa bhikkhuno dānaṁ kathinaṁ attharituṁ, so tuṇhassa;	1	
PA_kd_7:1.4.10	yassa nakkhamati, so bhāseyya.	1	
PA_kd_7:1.4.11	Dinnaṁ idaṁ saṅghena kathinadussaṁ itthannāmassa bhikkhuno kathinaṁ attharituṁ.	1	
PA_kd_7:1.4.12	Khamati saṅghassa, tasmā tuṇhī, evametaṁ dhārayāmī’ti.	1	
PA_kd_7:1.5.1	Evaṁ kho, bhikkhave, atthataṁ hoti kathinaṁ, evaṁ anatthataṁ.	1	
PA_kd_7:1.5.2	Kathañca pana, bhikkhave, anatthataṁ hoti kathinaṁ?	1	
PA_kd_7:1.5.3	Na ullikhitamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.4	na dhovanamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.5	na cīvaravicāraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.6	na chedanamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.7	na bandhanamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.8	na ovaṭṭiyakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.9	na kaṇḍusakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.10	na daḷhīkammakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.11	na anuvātakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.12	na paribhaṇḍakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.13	na ovaddheyyakaraṇamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.14	na kambalamaddanamattena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.15	na nimittakatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.16	na parikathākatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.17	na kukkukatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.18	na sannidhikatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.19	na nissaggiyena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.20	na akappakatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.21	na aññatra saṅghāṭiyā atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.22	na aññatra uttarāsaṅgena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.23	na aññatra antaravāsakena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.24	na aññatra pañcakena vā atirekapañcakena vā tadaheva sañchinnena samaṇḍalīkatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.5.25	na aññatra puggalassa atthārā atthataṁ hoti kathinaṁ;	1	
PA_kd_7:1.5.26	sammā ce atthataṁ hoti kathinaṁ, tañce nissīmaṭṭho anumodati, evampi anatthataṁ hoti kathinaṁ.	1	
PA_kd_7:1.5.27	Evaṁ kho, bhikkhave, anatthataṁ hoti kathinaṁ.	1	
PA_kd_7:1.6.1	Kathañca, bhikkhave, atthataṁ hoti kathinaṁ?	1	
PA_kd_7:1.6.2_0	Ahatena atthataṁ hoti kathinaṁ, ahatakappena atthataṁ hoti kathinaṁ, pilotikāya atthataṁ	1	
PA_kd_7:1.6.2_1	hoti kathinaṁ, paṁsukūlena atthataṁ hoti kathinaṁ, pāpaṇikena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.6.2_2	animittakatena atthataṁ hoti kathinaṁ, aparikathākatena atthataṁ hoti kathinaṁ, akukkukatena	1	
PA_kd_7:1.6.2_3	atthataṁ hoti kathinaṁ, asannidhikatena atthataṁ hoti kathinaṁ, anissaggiyena atthataṁ	1	
PA_kd_7:1.6.2_4	hoti kathinaṁ, kappakatena atthataṁ hoti kathinaṁ, saṅghāṭiyā atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.6.2_5	uttarāsaṅgena atthataṁ hoti kathinaṁ, antaravāsakena atthataṁ hoti kathinaṁ, pañcakena	1	
PA_kd_7:1.6.2_6	vā atirekapañcakena vā tadaheva sañchinnena samaṇḍalīkatena atthataṁ hoti kathinaṁ,	1	
PA_kd_7:1.6.2_7	puggalassa atthārā atthataṁ hoti kathinaṁ; sammā ce atthataṁ hoti kathinaṁ, tañce	1	
PA_kd_7:1.6.2_8	sīmaṭṭho anumodati, evampi atthataṁ hoti kathinaṁ.	1	
PA_kd_7:1.6.3	Evaṁ kho, bhikkhave, atthataṁ hoti kathinaṁ.	1	
PA_kd_7:1.7.1	Kathañca, bhikkhave, ubbhataṁ hoti kathinaṁ?	1	
PA_kd_7:1.7.2	Aṭṭhimā, bhikkhave, mātikā kathinassa ubbhārāya—	1	
PA_kd_7:1.7.3	pakkamanantikā, niṭṭhānantikā, sanniṭṭhānantikā, nāsanantikā, savanantikā, āsāvacchedikā, sīmātikkantikā, sahubbhārā”ti.	1	
PA_kd_7:2.1.0	2. Ādāyasattaka	2	
PA_kd_7:2.1.1	Bhikkhu atthatakathino katacīvaraṁ ādāya pakkamati—“na paccessan”ti.	2	
PA_kd_7:2.1.2	Tassa bhikkhuno pakkamanantiko kathinuddhāro.	2	
PA_kd_7:2.1.3	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati.	2	
PA_kd_7:2.1.4	Tassa bahisīmagatassa evaṁ hoti—“idhevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	2	
PA_kd_7:2.1.5	So taṁ cīvaraṁ kāreti.	2	
PA_kd_7:2.1.6	Tassa bhikkhuno niṭṭhānantiko kathinuddhāro.	2	
PA_kd_7:2.1.7	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati.	2	
PA_kd_7:2.1.8	Tassa bahisīmagatassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	2	
PA_kd_7:2.1.9	Tassa bhikkhuno sanniṭṭhānantiko kathinuddhāro.	2	
PA_kd_7:2.1.10	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati.	2	
PA_kd_7:2.1.11	Tassa bahisīmagatassa evaṁ hoti—“idhevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	2	
PA_kd_7:2.1.12	So taṁ cīvaraṁ kāreti. Tassa taṁ cīvaraṁ kayiramānaṁ nassati.	2	
PA_kd_7:2.1.13	Tassa bhikkhuno nāsanantiko kathinuddhāro.	2	
PA_kd_7:2.2.1	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati—“paccessan”ti.	2	
PA_kd_7:2.2.2	So bahisīmagato taṁ cīvaraṁ kāreti.	2	
PA_kd_7:2.2.3	So katacīvaro suṇāti “ubbhataṁ kira tasmiṁ āvāse kathinan”ti.	2	
PA_kd_7:2.2.4	Tassa bhikkhuno savanantiko kathinuddhāro.	2	
PA_kd_7:2.2.5	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati—“paccessan”ti.	2	
PA_kd_7:2.2.6	So bahisīmagato taṁ cīvaraṁ kāreti.	2	
PA_kd_7:2.2.7	So katacīvaro—“paccessaṁ paccessan”ti—bahiddhā kathinuddhāraṁ vītināmeti.	2	
PA_kd_7:2.2.8	Tassa bhikkhuno sīmātikkantiko kathinuddhāro.	2	
PA_kd_7:2.2.9	Bhikkhu atthatakathino cīvaraṁ ādāya pakkamati—“paccessan”ti.	2	
PA_kd_7:2.2.10	So bahisīmagato taṁ cīvaraṁ kāreti.	2	
PA_kd_7:2.2.11	So katacīvaro—“paccessaṁ paccessan”ti—sambhuṇāti kathinuddhāraṁ.	2	
PA_kd_7:2.2.12	Tassa bhikkhuno saha bhikkhūhi kathinuddhāro.	2	
PA_kd_7:2.2.13	Ādāyasattakaṁ niṭṭhitaṁ.	2	
PA_kd_7:3.1.0	3. Samādāyasattaka	3	
PA_kd_7:3.1.1	Bhikkhu atthatakathino katacīvaraṁ samādāya pakkamati “na paccessan”ti.	3	
PA_kd_7:3.1.2	Tassa bhikkhuno pakkamanantiko kathinuddhāro.	3	
PA_kd_7:3.1.3	Bhikkhu atthatakathino cīvaraṁ samādāya pakkamati.	3	
PA_kd_7:3.1.4	Tassa bahisīmagatassa evaṁ hoti—“idhevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	3	
PA_kd_7:3.1.5	So taṁ cīvaraṁ kāreti.	3	
PA_kd_7:3.1.6	Tassa bhikkhuno niṭṭhānantiko kathinuddhāro.	3	
PA_kd_7:3.1.7	Bhikkhu atthatakathino cīvaraṁ samādāya pakkamati.	3	
PA_kd_7:3.1.8	Tassa bahisīmagatassa evaṁ hoti—“nevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	3	
PA_kd_7:3.1.9	Tassa bhikkhuno sanniṭṭhānantiko kathinuddhāro.	3	
PA_kd_7:3.1.10	Bhikkhu atthatakathino cīvaraṁ samādāya pakkamati.	3	
PA_kd_7:3.1.11	Tassa bahisīmagatassa evaṁ hoti—“idhevimaṁ cīvaraṁ kāressaṁ, na paccessan”ti.	3	
PA_kd_7:3.1.12	So taṁ cīvaraṁ kāreti. Tassa taṁ cīvaraṁ kayiramānaṁ nassati.	3	
PA_kd_7:3.1.13	Tassa bhikkhuno nāsanantiko kathinuddhāro.	3	
