segmentnr	original	folio	analyzed
PA_mn_77:0.1	Majjhima Nikāya 77	0	
PA_mn_77:0.2	Mahāsakuludāyisutta	0	
PA_mn_77:1.1	Evaṁ me sutaṁ—	1	
PA_mn_77:1.2	ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	1	
PA_mn_77:2.1	Tena kho pana samayena sambahulā abhiññātā abhiññātā paribbājakā moranivāpe paribbājakārāme paṭivasanti, seyyathidaṁ—	2	
PA_mn_77:2.2	annabhāro varadharo sakuludāyī ca paribbājako aññe ca abhiññātā abhiññātā paribbājakā.	2	
PA_mn_77:3.1	Atha kho bhagavā pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya rājagahaṁ piṇḍāya pāvisi.	3	
PA_mn_77:3.2	Atha kho bhagavato etadahosi:	3	
PA_mn_77:3.3	“atippago kho tāva rājagahe piṇḍāya carituṁ.	3	
PA_mn_77:3.4	Yannūnāhaṁ yena moranivāpo paribbājakārāmo yena sakuludāyī paribbājako tenupasaṅkameyyan”ti.	3	
PA_mn_77:4.1	Atha kho bhagavā yena moranivāpo paribbājakārāmo tenupasaṅkami.	4	
PA_mn_77:4.2_0	Tena kho pana samayena sakuludāyī paribbājako mahatiyā paribbājakaparisāya saddhiṁ	4	
PA_mn_77:4.2_1	nisinno hoti unnādiniyā uccāsaddamahāsaddāya anekavihitaṁ tiracchānakathaṁ kathentiyā, seyyathidaṁ—	4	
PA_mn_77:4.3_0	rājakathaṁ corakathaṁ mahāmattakathaṁ senākathaṁ bhayakathaṁ yuddhakathaṁ annakathaṁ	4	
PA_mn_77:4.3_1	pānakathaṁ vatthakathaṁ sayanakathaṁ mālākathaṁ gandhakathaṁ ñātikathaṁ yānakathaṁ	4	
PA_mn_77:4.3_2	gāmakathaṁ nigamakathaṁ nagarakathaṁ janapadakathaṁ itthikathaṁ sūrakathaṁ visikhākathaṁ	4	
PA_mn_77:4.3_3	kumbhaṭṭhānakathaṁ pubbapetakathaṁ nānattakathaṁ lokakkhāyikaṁ samuddakkhāyikaṁ itibhavābhavakathaṁ iti vā.	4	
PA_mn_77:4.4	Addasā kho sakuludāyī paribbājako bhagavantaṁ dūratova āgacchantaṁ.	4	
PA_mn_77:4.5	Disvāna sakaṁ parisaṁ saṇṭhāpeti:	4	
PA_mn_77:4.6	“appasaddā bhonto hontu;	4	
PA_mn_77:4.7	mā bhonto saddamakattha.	4	
PA_mn_77:4.8	Ayaṁ samaṇo gotamo āgacchati;	4	
PA_mn_77:4.9	appasaddakāmo kho pana so āyasmā appasaddassa vaṇṇavādī.	4	
PA_mn_77:4.10	Appeva nāma appasaddaṁ parisaṁ viditvā upasaṅkamitabbaṁ maññeyyā”ti.	4	
PA_mn_77:4.11	Atha kho te paribbājakā tuṇhī ahesuṁ.	4	
PA_mn_77:5.1	Atha kho bhagavā yena sakuludāyī paribbājako tenupasaṅkami.	5	
PA_mn_77:5.2	Atha kho sakuludāyī paribbājako bhagavantaṁ etadavoca:	5	
PA_mn_77:5.3	“etu kho, bhante, bhagavā.	5	
PA_mn_77:5.4	Svāgataṁ, bhante, bhagavato.	5	
PA_mn_77:5.5	Cirassaṁ kho, bhante, bhagavā imaṁ pariyāyamakāsi yadidaṁ idhāgamanāya.	5	
PA_mn_77:5.6	Nisīdatu, bhante, bhagavā;	5	
PA_mn_77:5.7	idamāsanaṁ paññattan”ti.	5	
PA_mn_77:5.8	Nisīdi bhagavā paññatte āsane.	5	
PA_mn_77:5.9	Sakuludāyīpi kho paribbājako aññataraṁ nīcaṁ āsanaṁ gahetvā ekamantaṁ nisīdi.	5	
PA_mn_77:5.10	Ekamantaṁ nisinnaṁ kho sakuludāyiṁ paribbājakaṁ bhagavā etadavoca:	5	
PA_mn_77:5.11	“Kāya nuttha, udāyi, etarahi kathāya sannisinnā, kā ca pana vo antarākathā vippakatā”ti?	5	
PA_mn_77:6.1	“Tiṭṭhatesā, bhante, kathā yāya mayaṁ etarahi kathāya sannisinnā.	6	
PA_mn_77:6.2	Nesā, bhante, kathā bhagavato dullabhā bhavissati pacchāpi savanāya.	6	
PA_mn_77:6.3	Purimāni, bhante, divasāni purimatarāni nānātitthiyānaṁ samaṇabrāhmaṇānaṁ kutūhalasālāyaṁ sannisinnānaṁ sannipatitānaṁ ayamantarākathā udapādi:	6	
PA_mn_77:6.4	‘lābhā vata, bho, aṅgamagadhānaṁ, suladdhalābhā vata, bho, aṅgamagadhānaṁ.	6	
PA_mn_77:6.5	Tatrime samaṇabrāhmaṇā saṅghino gaṇino gaṇācariyā ñātā yasassino titthakarā sādhusammatā bahujanassa rājagahaṁ vassāvāsaṁ osaṭā.	6	
PA_mn_77:6.6	Ayampi kho pūraṇo kassapo saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa;	6	
PA_mn_77:6.7	sopi rājagahaṁ vassāvāsaṁ osaṭo.	6	
PA_mn_77:6.8	Ayampi kho makkhali gosālo …pe…	6	
PA_mn_77:6.9	ajito kesakambalo …	6	
PA_mn_77:6.10	pakudho kaccāyano …	6	
PA_mn_77:6.11	sañjayo belaṭṭhaputto …	6	
PA_mn_77:6.12	nigaṇṭho nāṭaputto saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa;	6	
PA_mn_77:6.13	sopi rājagahaṁ vassāvāsaṁ osaṭo.	6	
PA_mn_77:6.14	Ayampi kho samaṇo gotamo saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa;	6	
PA_mn_77:6.15	sopi rājagahaṁ vassāvāsaṁ osaṭo.	6	
PA_mn_77:6.16_0	Ko nu kho imesaṁ bhavataṁ samaṇabrāhmaṇānaṁ saṅghīnaṁ gaṇīnaṁ gaṇācariyānaṁ ñātānaṁ	6	
PA_mn_77:6.16_1	yasassinaṁ titthakarānaṁ sādhusammatānaṁ bahujanassa sāvakānaṁ sakkato garukato mānito	6	
PA_mn_77:6.16_2	pūjito, kañca pana sāvakā sakkatvā garuṁ katvā upanissāya viharantī’ti?	6	
PA_mn_77:6.17	Tatrekacce evamāhaṁsu:	6	
PA_mn_77:6.18	‘ayaṁ kho pūraṇo kassapo saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa;	6	
PA_mn_77:6.19	so ca kho sāvakānaṁ na sakkato na garukato na mānito na pūjito, na ca pana pūraṇaṁ kassapaṁ sāvakā sakkatvā garuṁ katvā upanissāya viharanti.	6	
PA_mn_77:6.20	Bhūtapubbaṁ pūraṇo kassapo anekasatāya parisāya dhammaṁ deseti.	6	
PA_mn_77:6.21	Tatraññataro pūraṇassa kassapassa sāvako saddamakāsi:	6	
PA_mn_77:6.22	“mā bhonto pūraṇaṁ kassapaṁ etamatthaṁ pucchittha;	6	
PA_mn_77:6.23	neso etaṁ jānāti;	6	
PA_mn_77:6.24	mayametaṁ jānāma, amhe etamatthaṁ pucchatha;	6	
PA_mn_77:6.25	mayametaṁ bhavantānaṁ byākarissāmā”ti.	6	
PA_mn_77:6.26	Bhūtapubbaṁ pūraṇo kassapo bāhā paggayha kandanto na labhati:	6	
PA_mn_77:6.27	“appasaddā bhonto hontu, mā bhonto saddamakattha.	6	
PA_mn_77:6.28	Nete, bhavante, pucchanti, amhe ete pucchanti;	6	
PA_mn_77:6.29	mayametesaṁ byākarissāmā”ti.	6	
PA_mn_77:6.30	Bahū kho pana pūraṇassa kassapassa sāvakā vādaṁ āropetvā apakkantā:	6	
PA_mn_77:6.31_0	“na tvaṁ imaṁ dhammavinayaṁ ājānāsi, ahaṁ imaṁ dhammavinayaṁ ājānāmi, kiṁ tvaṁ imaṁ	6	
PA_mn_77:6.31_1	dhammavinayaṁ ājānissasi? Micchāpaṭipanno tvamasi, ahamasmi sammāpaṭipanno, sahitaṁ	6	
PA_mn_77:6.31_2	me, asahitaṁ te, purevacanīyaṁ pacchā avaca, pacchāvacanīyaṁ pure avaca, adhiciṇṇaṁ	6	
PA_mn_77:6.31_3	te viparāvattaṁ, āropito te vādo, niggahitosi, cara vādappamokkhāya, nibbeṭhehi vā sace pahosī”ti.	6	
PA_mn_77:6.32	Iti pūraṇo kassapo sāvakānaṁ na sakkato na garukato na mānito na pūjito, na ca pana pūraṇaṁ kassapaṁ sāvakā sakkatvā garuṁ katvā upanissāya viharanti.	6	
PA_mn_77:6.33	Akkuṭṭho ca pana pūraṇo kassapo dhammakkosenā’ti.	6	
PA_mn_77:6.34	Ekacce evamāhaṁsu:	6	
PA_mn_77:6.35	‘ayampi kho makkhali gosālo …pe…	6	
PA_mn_77:6.36	ajito kesakambalo …	6	
PA_mn_77:6.37	pakudho kaccāyano …	6	
PA_mn_77:6.38	sañjayo belaṭṭhaputto …	6	
PA_mn_77:6.39	nigaṇṭho nāṭaputto saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa;	6	
PA_mn_77:6.40	so ca kho sāvakānaṁ na sakkato na garukato na mānito na pūjito, na ca pana nigaṇṭhaṁ nāṭaputtaṁ sāvakā sakkatvā garuṁ katvā upanissāya viharanti.	6	
PA_mn_77:6.41	Bhūtapubbaṁ nigaṇṭho nāṭaputto anekasatāya parisāya dhammaṁ deseti.	6	
PA_mn_77:6.42	Tatraññataro nigaṇṭhassa nāṭaputtassa sāvako saddamakāsi:	6	
PA_mn_77:6.43	“mā bhonto nigaṇṭhaṁ nāṭaputtaṁ etamatthaṁ pucchittha;	6	
PA_mn_77:6.44	neso etaṁ jānāti;	6	
PA_mn_77:6.45	mayametaṁ jānāma, amhe etamatthaṁ pucchatha;	6	
PA_mn_77:6.46	mayametaṁ bhavantānaṁ byākarissāmā”ti.	6	
PA_mn_77:6.47	Bhūtapubbaṁ nigaṇṭho nāṭaputto bāhā paggayha kandanto na labhati:	6	
PA_mn_77:6.48	“appasaddā bhonto hontu, mā bhonto saddamakattha.	6	
PA_mn_77:6.49	Nete bhavante pucchanti, amhe ete pucchanti;	6	
PA_mn_77:6.50	mayametesaṁ byākarissāmā”ti.	6	
PA_mn_77:6.51	Bahū kho pana nigaṇṭhassa nāṭaputtassa sāvakā vādaṁ āropetvā apakkantā:	6	
