segmentnr	original	folio	analyzed
PA_mn_91:0.1	Majjhima Nikāya 91	0	
PA_mn_91:0.2	Brahmāyusutta	0	
PA_mn_91:1.1	Evaṁ me sutaṁ—	1	
PA_mn_91:1.2	ekaṁ samayaṁ bhagavā videhesu cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi.	1	
PA_mn_91:2.1_0	Tena kho pana samayena brahmāyu brāhmaṇo mithilāyaṁ paṭivasati jiṇṇo vuḍḍho mahallako	2	
PA_mn_91:2.1_1	addhagato vayoanuppatto, vīsavassasatiko jātiyā, tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ	2	
PA_mn_91:2.1_2	sākkharappabhedānaṁ itihāsapañcamānaṁ, padako, veyyākaraṇo, lokāyatamahāpurisalakkhaṇesu anavayo.	2	
PA_mn_91:3.1	Assosi kho brahmāyu brāhmaṇo:	3	
PA_mn_91:3.2	“samaṇo khalu bho, gotamo sakyaputto sakyakulā pabbajito videhesu cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi.	3	
PA_mn_91:3.3	Taṁ kho pana bhavantaṁ gotamaṁ evaṁ kalyāṇo kittisaddo abbhuggato:	3	
PA_mn_91:3.4	‘itipi so bhagavā arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā’ti.	3	
PA_mn_91:3.5	So imaṁ lokaṁ sadevakaṁ samārakaṁ sabrahmakaṁ sassamaṇabrāhmaṇiṁ pajaṁ sadevamanussaṁ sayaṁ abhiññā sacchikatvā pavedeti.	3	
PA_mn_91:3.6	So dhammaṁ deseti ādikalyāṇaṁ majjhekalyāṇaṁ pariyosānakalyāṇaṁ sātthaṁ sabyañjanaṁ, kevalaparipuṇṇaṁ parisuddhaṁ brahmacariyaṁ pakāseti.	3	
PA_mn_91:3.7	Sādhu kho pana tathārūpānaṁ arahataṁ dassanaṁ hotī”ti.	3	
PA_mn_91:4.1_0	Tena kho pana samayena brahmāyussa brāhmaṇassa uttaro nāma māṇavo antevāsī hoti tiṇṇaṁ	4	
PA_mn_91:4.1_1	vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ sākkharappabhedānaṁ itihāsapañcamānaṁ, padako,	4	
PA_mn_91:4.1_2	veyyākaraṇo, lokāyatamahāpurisalakkhaṇesu anavayo.	4	
PA_mn_91:4.2	Atha kho brahmāyu brāhmaṇo uttaraṁ māṇavaṁ āmantesi:	4	
PA_mn_91:4.3	“ayaṁ, tāta uttara, samaṇo gotamo sakyaputto sakyakulā pabbajito videhesu cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi.	4	
PA_mn_91:4.4	Taṁ kho pana bhavantaṁ gotamaṁ evaṁ kalyāṇo kittisaddo abbhuggato:	4	
PA_mn_91:4.5	‘itipi so bhagavā arahaṁ sammāsambuddho …pe…	4	
PA_mn_91:4.6	sādhu kho pana tathārūpānaṁ arahataṁ dassanaṁ hotī’ti.	4	
PA_mn_91:4.7	Ehi tvaṁ, tāta uttara, yena samaṇo gotamo tenupasaṅkama; upasaṅkamitvā samaṇaṁ gotamaṁ jānāhi, yadi vā taṁ bhavantaṁ gotamaṁ tathā santaṁyeva saddo abbhuggato, yadi vā no tathā;	4	
PA_mn_91:4.8	yadi vā so bhavaṁ gotamo tādiso, yadi vā na tādiso.	4	
PA_mn_91:4.9	Tathā mayaṁ taṁ bhavantaṁ gotamaṁ vedissāmā”ti.	4	
PA_mn_91:5.1	“Yathā kathaṁ panāhaṁ, bho, taṁ bhavantaṁ gotamaṁ jānissāmi yadi vā taṁ bhavantaṁ gotamaṁ tathā santaṁyeva saddo abbhuggato, yadi vā no tathā;	5	
PA_mn_91:5.2	yadi vā so bhavaṁ gotamo tādiso, yadi vā na tādiso”ti.	5	
PA_mn_91:5.3	“Āgatāni kho, tāta uttara, amhākaṁ mantesu dvattiṁsamahāpurisalakkhaṇāni, yehi samannāgatassa mahāpurisassa dveyeva gatiyo bhavanti anaññā.	5	
PA_mn_91:5.4	Sace agāraṁ ajjhāvasati, rājā hoti cakkavattī dhammiko dhammarājā cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato.	5	
PA_mn_91:5.5	Tassimāni satta ratanāni bhavanti, seyyathidaṁ—	5	
PA_mn_91:5.6	cakkaratanaṁ, hatthiratanaṁ, assaratanaṁ, maṇiratanaṁ, itthiratanaṁ, gahapatiratanaṁ, pariṇāyakaratanameva sattamaṁ.	5	
PA_mn_91:5.7	Parosahassaṁ kho panassa puttā bhavanti sūrā vīraṅgarūpā parasenappamaddanā.	5	
PA_mn_91:5.8	So imaṁ pathaviṁ sāgarapariyantaṁ adaṇḍena asatthena dhammena abhivijiya ajjhāvasati.	5	
PA_mn_91:5.9	Sace kho pana agārasmā anagāriyaṁ pabbajati, arahaṁ hoti sammāsambuddho loke vivaṭṭacchado.	5	
PA_mn_91:5.10	Ahaṁ kho pana, tāta uttara, mantānaṁ dātā;	5	
PA_mn_91:5.11	tvaṁ mantānaṁ paṭiggahetā”ti.	5	
PA_mn_91:6.1	“Evaṁ, bho”ti kho uttaro māṇavo brahmāyussa brāhmaṇassa paṭissutvā uṭṭhāyāsanā brahmāyuṁ brāhmaṇaṁ abhivādetvā padakkhiṇaṁ katvā videhesu yena bhagavā tena cārikaṁ pakkāmi.	6	
PA_mn_91:6.2	Anupubbena cārikaṁ caramāno yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavatā saddhiṁ sammodi.	6	
PA_mn_91:6.3	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi.	6	
PA_mn_91:6.4	Ekamantaṁ nisinno kho uttaro māṇavo bhagavato kāye dvattiṁsamahāpurisalakkhaṇāni samannesi.	6	
PA_mn_91:6.5	Addasā kho uttaro māṇavo bhagavato kāye dvattiṁsamahāpurisalakkhaṇāni, yebhuyyena thapetvā dve.	6	
PA_mn_91:6.6	Dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati nādhimuccati na sampasīdati—	6	
PA_mn_91:6.7	kosohite ca vatthaguyhe pahūtajivhatāya ca.	6	
PA_mn_91:6.8	Atha kho bhagavato etadahosi:	6	
PA_mn_91:6.9	“passati kho me ayaṁ uttaro māṇavo dvattiṁsamahāpurisalakkhaṇāni, yebhuyyena thapetvā dve.	6	
PA_mn_91:6.10	Dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati nādhimuccati na sampasīdati—	6	
PA_mn_91:6.11	kosohite ca vatthaguyhe pahūtajivhatāya cā”ti.	6	
PA_mn_91:7.1	Atha kho bhagavā tathārūpaṁ iddhābhisaṅkhāraṁ abhisaṅkhāsi yathā addasa uttaro māṇavo bhagavato kosohitaṁ vatthaguyhaṁ.	7	
PA_mn_91:7.2	Atha kho bhagavā jivhaṁ ninnāmetvā ubhopi kaṇṇasotāni anumasi paṭimasi; ubhopi nāsikasotāni anumasi paṭimasi; kevalampi nalāṭamaṇḍalaṁ jivhāya chādesi.	7	
PA_mn_91:8.1	Atha kho uttarassa māṇavassa etadahosi:	8	
PA_mn_91:8.2	“samannāgato kho samaṇo gotamo dvattiṁsamahāpurisalakkhaṇehi.	8	
PA_mn_91:8.3	Yannūnāhaṁ samaṇaṁ gotamaṁ anubandheyyaṁ, iriyāpathamassa passeyyan”ti.	8	
PA_mn_91:8.4	Atha kho uttaro māṇavo sattamāsāni bhagavantaṁ anubandhi chāyāva anapāyinī.	8	
PA_mn_91:8.5	Atha kho uttaro māṇavo sattannaṁ māsānaṁ accayena videhesu yena mithilā tena cārikaṁ pakkāmi.	8	
PA_mn_91:8.6_0	Anupubbena cārikaṁ caramāno yena mithilā yena brahmāyu brāhmaṇo tenupasaṅkami; upasaṅkamitvā	8	
PA_mn_91:8.6_1	brahmāyuṁ brāhmaṇaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho uttaraṁ	8	
PA_mn_91:8.6_2	māṇavaṁ brahmāyu brāhmaṇo etadavoca:	8	
PA_mn_91:8.7	“kacci, tāta uttara, taṁ bhavantaṁ gotamaṁ tathā santaṁyeva saddo abbhuggato, no aññathā?	8	
PA_mn_91:8.8	Kacci pana so bhavaṁ gotamo tādiso, no aññādiso”ti?	8	
PA_mn_91:8.9	“Tathā santaṁyeva, bho, taṁ bhavantaṁ gotamaṁ saddo abbhuggato, no aññathā;	8	
PA_mn_91:8.10	tādisova so bhavaṁ gotamo, no aññādiso.	8	
PA_mn_91:8.11	Samannāgato ca so bhavaṁ gotamo dvattiṁsamahāpurisalakkhaṇehi.	8	
PA_mn_91:9.1	Suppatiṭṭhitapādo kho pana bho bhavaṁ gotamo;	9	
PA_mn_91:9.2	idampi tassa bhoto gotamassa mahāpurisassa mahāpurisalakkhaṇaṁ bhavati.	9	
PA_mn_91:9.3	Heṭṭhā kho pana tassa bhoto gotamassa pādatalesu cakkāni jātāni sahassārāni sanemikāni sanābhikāni sabbākāraparipūrāni …	9	
