segmentnr	original	folio	analyzed
PA_pv_29:0.1	Petavatthu	0	
PA_pv_29:0.2	Cūḷavagga	0	
PA_pv_29:0.3	4. Bhusapetavatthu	0	
PA_pv_29:1.1	“Bhusāni eko sāliṁ punāparo,	1	
PA_pv_29:1.2	Ayañca nārī sakamaṁsalohitaṁ;	1	
PA_pv_29:1.3	Tuvañca gūthaṁ asuciṁ akantaṁ,	1	
PA_pv_29:1.4	Paribhuñjasi kissa ayaṁ vipāko”ti.	1	
PA_pv_29:2.1	“Ayaṁ pure mātaraṁ hiṁsati,	2	
PA_pv_29:2.2	Ayaṁ pana kūṭavāṇijo;	2	
PA_pv_29:2.3	Ayaṁ maṁsāni khāditvā,	2	
PA_pv_29:2.4	Musāvādena vañceti.	2	
PA_pv_29:3.1	Ahaṁ manussesu manussabhūtā,	3	
PA_pv_29:3.2	Agārinī sabbakulassa issarā;	3	
PA_pv_29:3.3	Santesu pariguhāmi,	3	
PA_pv_29:3.4	Mā ca kiñci ito adaṁ.	3	
PA_pv_29:4.1	Musāvādena chādemi,	4	
PA_pv_29:4.2	‘natthi etaṁ mama gehe;	4	
PA_pv_29:4.3	Sace santaṁ niguhāmi,	4	
PA_pv_29:4.4	gūtho me hotu bhojanaṁ’.	4	
PA_pv_29:5.1	Tassa kammassa vipākena,	5	
PA_pv_29:5.2	musāvādassa cūbhayaṁ;	5	
PA_pv_29:5.3	Sugandhaṁ sālino bhattaṁ,	5	
PA_pv_29:5.4	gūthaṁ me parivattati.	5	
PA_pv_29:6.1	Avañjhāni ca kammāni,	6	
PA_pv_29:6.2	Na hi kammaṁ vinassati;	6	
PA_pv_29:6.3	Duggandhaṁ kiminaṁ mīḷaṁ,	6	
PA_pv_29:6.4	Bhuñjāmi ca pivāmi cā”ti.	6	
PA_pv_29:7.1	Bhusapetavatthu catutthaṁ.	7	
