segmentnr	original	analyzed
PA_dt_2.3:0.1	Dhātukathā	dhātu kathā 
PA_dt_2.3:0.2	2 Niddesa	niddesa 
PA_dt_2.3:0.3	2.3. Tatiyanaya Asaṅgahitenasaṅgahitapadaniddesa	tatiya naya asaṅgahitena saṅgahita pada niddesa 
PA_dt_2.3:1.1	Vedanākkhandhena ye dhammā …	vedanā khandhena ye dhammā 
PA_dt_2.3:1.2	saññākkhandhena ye dhammā …	saññā khandhena ye dhammā 
PA_dt_2.3:1.3	saṅkhārakkhandhena ye dhammā …	saṅkhāra kkhandhena ye dhammāḥ 
PA_dt_2.3:1.4	samudayasaccena ye dhammā …	samudaya saccena ye dhammā 
PA_dt_2.3:1.5	maggasaccena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā?	magga saccena ye dhammā khandha saṅgahena asaṅgahitāḥ āyatana saṅgahena saṅgahitā dhātu saṅgahena saṅgahitā te dhammāḥ katihi khandhehi kati ha āyatanehi katihi dhātūhi saṅgahitā 
PA_dt_2.3:1.6	Te dhammā asaṅkhataṁ khandhato ṭhapetvā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	te dhammāḥ asaṅkhatam khandhataḥ ṭhapetvā tīhi khandhehi ekena āyatanena ekāya dhātuyā saṅgahitā 
PA_dt_2.3:2.1	Nirodhasaccena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā …pe…	nirodha saccena ye dhammā khandha saṅgahena a saṅgahitāḥ āyatana saṅgahena saṅgahitāḥ dhātu saṅgahena saṅgahitā pe 
PA_dt_2.3:2.2	te dhammā catūhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	te dhammā catūhi khandhehi ekena āyatanena ekāya dhātuyā saṅgahitā 
