segmentnr	original	analyzed
PA_tika-vin08_t:0	Namo tassa bhagavato arahato sammāsambuddhassa	▁na mo ▁tassa ▁bhagavato ▁arahato ▁sammāsambuddh assa
PA_tika-vin08_t:1	Vinayapiṭake	▁vinay a pi ṭak e
PA_tika-vin08_t:2	Vinayālaṅkāra-ṭīkā (paṭhamo bhāgo)	▁vinay ālaṃkār a ṭīkā ▁paṭham o ▁ bhāg o
PA_tika-vin08_t:3	Ganthārambhakathā	▁ganth ārambh akathā
PA_tika-vin08_t:4	Muttahārādinayagāthā	▁mutt a hār ādi na y agāthā
PA_tika-vin08_t:5	Yo loke lokaloko varataraparado rājarājaggajañño;	▁yo ▁loke ▁loka lok o ▁var atar apa ra d o ▁rāja rāj agg a ja ññ o
PA_tika-vin08_t:6	Ākāsākārakāro paramaratirato devadevantavajjo.	▁ākās ākār a kāro ▁param a rati rato ▁deva deva nt avajj o
PA_tika-vin08_t:7	Saṃsārāsārasāro sunaranamanato mārahārantaraṭṭho;	▁saṃsār ā sār a sār o ▁su na ra nam anato ▁mār a hār antar aṭṭho
PA_tika-vin08_t:8	Lokālaṅkārakāro atisatigatimā dhīravīrattarammo.	▁lok ālaṃkār a kāro ▁ati sati gat imā ▁ dhī ra vī ratt a ram mo
PA_tika-vin08_t:9	Sīhanivattananayagāthā	▁sīh ani vattan anay agāthā
PA_tika-vin08_t:10	Saṃsāracakkaviddhaṃsaṃ, sambuddhaṃ taṃ sumānasaṃ;	▁saṃsār acakka viddh aṃ saṃ ▁sambuddh aṃ ▁taṃ ▁su mān asaṃ
PA_tika-vin08_t:11	Saṃnamāmi suguṇesaṃ, saṃdesitasududdasaṃ.	▁saṃ nam āmi ▁su guṇ e saṃ ▁saṃ des ita su du dda saṃ
PA_tika-vin08_t:12	Anotattodakāvattanayagāthā	▁an o t att odak ā vattan a y agāthā
PA_tika-vin08_t:13	Yena viddhaṃsitā pāpā, yena nibbāpitā darā;	▁yena ▁ viddh aṃ s itā ▁pāp ā ▁yena ▁nibb āpi tā ▁d a rā
PA_tika-vin08_t:14	Yena lokā nissarisuṃ, yena cāhaṃ namāmi taṃ.	▁yena ▁lok ā ▁ni ssa ri su ṃ ▁yena ▁cā haṃ ▁na m āmi ▁taṃ
PA_tika-vin08_t:15	Catudīpacakkavattananayagāthā	▁catu dīp acakka vattan anay agāthā
PA_tika-vin08_t:16	Saṅghaṃ sasaṅghaṃ namāmi, vantantavaradhammajaṃ;	▁saṃgh aṃ ▁sa saṃgh aṃ ▁na m āmi ▁va nt anta var adhamm a j aṃ
PA_tika-vin08_t:17	Maggaggamanaphalaṭṭhaṃ, susaṃsaṃ subhamānasaṃ.	▁magg agg aman aphal aṭṭh aṃ ▁su saṃ saṃ ▁subh amān asaṃ
PA_tika-vin08_t:18	Abyapetacatupādaādiyamakagāthā	▁a bya pe ta catu pād a ādi yam ak agāthā
PA_tika-vin08_t:19	Vinayaṃ vinayaṃ sāraṃ, saṅgahaṃ saṅgahaṃ karaṃ;	▁vinay aṃ ▁vinay aṃ ▁sār aṃ ▁saṃgah aṃ ▁saṃgah aṃ ▁kar aṃ
PA_tika-vin08_t:20	Cariyaṃ cariyaṃ vande, paramaṃ paramaṃ sutaṃ.	▁ca riy aṃ ▁ca riy aṃ ▁vand e ▁param aṃ ▁param aṃ ▁sut aṃ
PA_tika-vin08_t:21	Byapetacatupādaādiantayamakagāthā	▁ bya pe ta catu pād a ādi a nt ayamak agāthā
PA_tika-vin08_t:22	Pakāre bahupakāre, sāgare guṇasāgare;	▁pakār e ▁bahu pa kār e ▁ sāgar e ▁guṇ a sāgar e
PA_tika-vin08_t:23	Garavo mama garavo, vandāmi abhivandāmi.	▁ga rav o ▁mama ▁ga rav o ▁vand āmi ▁abhi va nd āmi
PA_tika-vin08_t:24	Vatthuttaye ganthakāre, garūsu sādaraṃ mayā;	▁vatthu ttay e ▁ganth a kār e ▁ga rū su ▁sā da raṃ ▁mayā
PA_tika-vin08_t:25	Katena namakkārena, hitvā sabbe upaddave.	▁kat ena ▁na mak kār ena ▁hi tvā ▁sabbe ▁ upaddav e
PA_tika-vin08_t:26	Sikkhākāmehi dhīrehi, jinasāsanakāribhi;	▁sikkhā kām ehi ▁d hīr ehi ▁jin asāsan akā ri bhi
PA_tika-vin08_t:27	Bhikkhūhi vinayaññūhi, sādaraṃ abhiyācito.	▁bhikkhūhi ▁vinay aññū hi ▁sā da raṃ ▁abhi yā cit o
PA_tika-vin08_t:28	Vaṇṇayissāmi vinaya-saṅgahaṃ pītivaḍḍhanaṃ;	▁vaṇṇ ayi ssāmi ▁vinay asaṃgah aṃ ▁pīti vaḍḍh anaṃ
PA_tika-vin08_t:29	Bhikkhūnaṃ venayikānaṃ, yathāsattibalaṃ ahaṃ.	▁bhikkhūnaṃ ▁v ena y ikānaṃ ▁yathā sat ti bal aṃ ▁ahaṃ
PA_tika-vin08_t:30	Porāṇehi katā ṭīkā, kiñcāpi atthi sā pana;	▁porāṇ ehi ▁kat ā ▁ ṭīkā ▁kiñcāpi ▁atthi ▁sā ▁pana
PA_tika-vin08_t:31	Atisaṅkhepabhāvena, na sādheti yathicchitaṃ.	▁ati saṃ kh e p abhāvena ▁na ▁sādh eti ▁yath icch itaṃ
PA_tika-vin08_t:32	Tasmā hi nānāsatthehi, sāramādāya sādhukaṃ;	▁tasmā ▁hi ▁nānā satth ehi ▁sār amā d āya ▁sādhu kaṃ
PA_tika-vin08_t:33	Nātisaṅkhepavitthāraṃ, karissaṃ atthavaṇṇanaṃ.	▁nā ti saṃ kh e p avi tt hār aṃ ▁kar issa ṃ ▁atth avaṇṇ anaṃ
PA_tika-vin08_t:34	Vinayālaṅkāraṃ nāma, pesalānaṃ pamodanaṃ;	▁vinay ālaṃkār aṃ ▁nāma ▁pe sal ānaṃ ▁pa mod anaṃ
PA_tika-vin08_t:35	Imaṃ pakaraṇaṃ sabbe, sammā dhārentu sādhavoti.	▁imaṃ ▁pa karaṇ aṃ ▁sabbe ▁sammā ▁dhār e n tu ▁sādh a v oti
PA_tika-vin08_t:36	Ganthārambhakathāvaṇṇanā	▁ganth ārambh akathāvaṇṇanā
PA_tika-vin08_t:37_0	Vividhavisesanayasamannāgataṃ kāyavācāvinayanakaraṇasamatthaṃ lajjipesalabhikkhūnaṃ	▁vi vidh avises anay a samannāgat aṃ ▁kāy avācā vinay an akaraṇ asamatth aṃ ▁lajj i pe sal abhikkhū naṃ
PA_tika-vin08_t:37_1	saṃsayavinodanakārakaṃ yogāvacarapuggalānaṃ sīlavisuddhisampāpakaṃ jinasāsanavuḍḍhihetubhūtaṃ	▁ saṃsay a vinodan a kārak aṃ ▁yog ā vacar apuggal ānaṃ ▁sīl avi suddhi sam pāp akaṃ ▁jin asāsan a vuḍḍh i hetu bhūt aṃ
PA_tika-vin08_t:37_2	pakaraṇamidamārabhitukāmo ayamācariyāsabho paṭhamaṃ tāva ratanattayapaṇāmapaṇāmārahabhāvaabhidheyyakaraṇahetu	▁pa karaṇ amid amā ra bhi tukāmo ▁ayam ā cariyā sabh o ▁paṭhamaṃ ▁tāva ▁ratan attaya pa ṇ āma pa ṇā m ārah abhāv a a bhi dheyy akaraṇ ahetu
PA_tika-vin08_t:37_3	karaṇappakārapakaraṇābhidhānanimittapayojanāni dassetuṃ “vatthuttayaṃ namassitvā”tiādimāha.	▁karaṇ appakār ap akaraṇ ābhi dhān animitt apa yojan āni ▁dassetuṃ ▁vatthu ttay aṃ ▁namass itvā tiādimāha
PA_tika-vin08_t:37_4	Ettha hi vatthuttayaṃ namassitvāti iminā ratanattayapaṇāmo vutto paṇāmetabbapaṇāmaatthadassanato.	▁ettha ▁hi ▁vatthu ttay aṃ ▁namass itvā ti ▁iminā ▁ratan attaya pa ṇā mo ▁vutto ▁pa ṇā me tabb apa ṇ āma atth adassan ato
PA_tika-vin08_t:37_5	Saraṇaṃ sabbapāṇinanti iminā paṇāmārahabhāvo paṇāmahetudassanato. Pāḷimuttavinicchayanti	▁saraṇ aṃ ▁sabba pāṇ i nanti ▁iminā ▁pa ṇā m ārah abhāvo ▁pa ṇā m ahetu dassan ato ▁pāḷi mutt avinicchay anti
PA_tika-vin08_t:37_6	abhidheyyo imassa pakaraṇassa atthabhāvato. Vippakiṇṇamanekatthāti karaṇahetu tenevakāraṇena	▁abhi dheyy o ▁imassa ▁pa karaṇ assa ▁atth abhāvato ▁vippa kiṇṇa man e kat thāti ▁karaṇ ahetu ▁teneva kāraṇ ena
PA_tika-vin08_t:37_7	pakaraṇassa katattā. Samāharitvā ekattha, dassayissamanākulanti karaṇappakāro tenākārena	▁pa karaṇ assa ▁kat attā ▁samā haritvā ▁ek attha ▁dass ayi ssa man ā kul anti ▁karaṇ appakār o ▁te n ākārena
