segmentnr	original	folio	analyzed
PA_pv_19:0.1	Petavatthu	0	
PA_pv_19:0.2	Ubbarivagga	0	
PA_pv_19:0.3	7. Dhanapālaseṭṭhipetavatthu	0	
PA_pv_19:1.1	“Naggo dubbaṇṇarūposi,	1	
PA_pv_19:1.2	kiso dhamanisanthato;	1	
PA_pv_19:1.3	Upphāsuliko kisiko,	1	
PA_pv_19:1.4	ko nu tvamasi mārisa”.	1	
PA_pv_19:2.1	“Ahaṁ bhadante petomhi,	2	
PA_pv_19:2.2	duggato yamalokiko;	2	
PA_pv_19:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_19:2.4	petalokaṁ ito gato”.	2	
PA_pv_19:3.1	“Kiṁ nu kāyena vācāya,	3	
PA_pv_19:3.2	manasā dukkaṭaṁ kataṁ;	3	
PA_pv_19:3.3	Kissa kammavipākena,	3	
PA_pv_19:3.4	petalokaṁ ito gato”.	3	
PA_pv_19:4.1	“Nagaraṁ atthi paṇṇānaṁ,	4	
PA_pv_19:4.2	erakacchanti vissutaṁ;	4	
PA_pv_19:4.3	Tattha seṭṭhi pure āsiṁ,	4	
PA_pv_19:4.4	dhanapāloti maṁ vidū.	4	
PA_pv_19:5.1	Asīti sakaṭavāhānaṁ,	5	
PA_pv_19:5.2	hiraññassa ahosi me;	5	
PA_pv_19:5.3	Pahūtaṁ me jātarūpaṁ,	5	
PA_pv_19:5.4	muttā veḷuriyā bahū.	5	
PA_pv_19:6.1	Tāva mahaddhanassāpi,	6	
PA_pv_19:6.2	na me dātuṁ piyaṁ ahu;	6	
PA_pv_19:6.3	Pidahitvā dvāraṁ bhuñjiṁ,	6	
PA_pv_19:6.4	mā maṁ yācanakāddasuṁ.	6	
PA_pv_19:7.1	Assaddho maccharī cāsiṁ,	7	
PA_pv_19:7.2	kadariyo paribhāsako;	7	
PA_pv_19:7.3	Dadantānaṁ karontānaṁ,	7	
PA_pv_19:7.4	vārayissaṁ bahū jane.	7	
PA_pv_19:8.1	Vipāko natthi dānassa,	8	
PA_pv_19:8.2	saṁyamassa kuto phalaṁ;	8	
PA_pv_19:8.3	Pokkharaññodapānāni,	8	
PA_pv_19:8.4	ārāmāni ca ropite;	8	
PA_pv_19:8.5	Papāyo ca vināsesiṁ,	8	
PA_pv_19:8.6	dugge saṅkamanāni ca.	8	
PA_pv_19:9.1	Svāhaṁ akatakalyāṇo,	9	
PA_pv_19:9.2	katapāpo tato cuto;	9	
PA_pv_19:9.3	Upapanno pettivisayaṁ,	9	
PA_pv_19:9.4	khuppipāsasamappito.	9	
PA_pv_19:10.1	Pañcapaṇṇāsavassāni,	10	
PA_pv_19:10.2	yato kālaṅkato ahaṁ;	10	
PA_pv_19:10.3	Nābhijānāmi bhuttaṁ vā,	10	
PA_pv_19:10.4	pītaṁ vā pana pāniyaṁ.	10	
PA_pv_19:11.1	Yo saṁyamo so vināso,	11	
PA_pv_19:11.2	yo vināso so saṁyamo;	11	
PA_pv_19:11.3	Petā hi kira jānanti,	11	
PA_pv_19:11.4	yo saṁyamo so vināso.	11	
PA_pv_19:12.1	Ahaṁ pure saṁyamissaṁ,	12	
PA_pv_19:12.2	nādāsiṁ bahuke dhane;	12	
PA_pv_19:12.3	Santesu deyyadhammesu,	12	
PA_pv_19:12.4	dīpaṁ nākāsimattano;	12	
PA_pv_19:12.5	Svāhaṁ pacchānutappāmi,	12	
PA_pv_19:12.6	attakammaphalūpago.	12	
PA_pv_19:13.1	Uddhaṁ catūhi māsehi,	13	
PA_pv_19:13.2	kālaṅkiriyā bhavissati;	13	
PA_pv_19:13.3	Ekantakaṭukaṁ ghoraṁ,	13	
PA_pv_19:13.4	nirayaṁ papatissahaṁ.	13	
PA_pv_19:14.1	Catukkaṇṇaṁ catudvāraṁ,	14	
PA_pv_19:14.2	vibhattaṁ bhāgaso mitaṁ;	14	
PA_pv_19:14.3	Ayopākārapariyantaṁ,	14	
PA_pv_19:14.4	ayasā paṭikujjitaṁ.	14	
PA_pv_19:15.1	Tassa ayomayā bhūmi,	15	
PA_pv_19:15.2	jalitā tejasā yutā;	15	
PA_pv_19:15.3	Samantā yojanasataṁ,	15	
PA_pv_19:15.4	pharitvā tiṭṭhati sabbadā.	15	
PA_pv_19:16.1	Tatthāhaṁ dīghamaddhānaṁ,	16	
PA_pv_19:16.2	Dukkhaṁ vedissa vedanaṁ;	16	
PA_pv_19:16.3	Phalaṁ pāpassa kammassa,	16	
PA_pv_19:16.4	Tasmā socāmahaṁ bhusaṁ.	16	
PA_pv_19:17.1	Taṁ vo vadāmi bhaddaṁ vo,	17	
PA_pv_19:17.2	yāvantettha samāgatā;	17	
PA_pv_19:17.3	Mākattha pāpakaṁ kammaṁ,	17	
PA_pv_19:17.4	āvi vā yadi vā raho.	17	
PA_pv_19:18.1	Sace taṁ pāpakaṁ kammaṁ,	18	
PA_pv_19:18.2	karissatha karotha vā;	18	
PA_pv_19:18.3	Na vo dukkhā pamutyatthi,	18	
PA_pv_19:18.4	uppaccāpi palāyataṁ.	18	
PA_pv_19:19.1	Matteyyā hotha petteyyā,	19	
PA_pv_19:19.2	kule jeṭṭhāpacāyikā;	19	
PA_pv_19:19.3	Sāmaññā hotha brahmaññā,	19	
PA_pv_19:19.4	evaṁ saggaṁ gamissathā”ti.	19	
PA_pv_19:20.1	Dhanapālaseṭṭhipetavatthu sattamaṁ.	20	
