segmentnr	original	analyzed
PA_bi-vb_np1:0.1	Theravāda Vinaya	thera vāda vinaya 
PA_bi-vb_np1:0.2	Bhikkhunivibhaṅga	bhikkhuni vibhaṅga 
PA_bi-vb_np1:0.3	Nissaggiyakaṇḍa	nissaggiya kaṇḍa 
PA_bi-vb_np1:0.4	Pattavagga	patta vagga 
PA_bi-vb_np1:0.5	1. Pattasannicayasikkhāpada	patta sannicaya sikkhāpada 
PA_bi-vb_np1:0.6	Ime kho panāyyāyo tiṁsa nissaggiyā pācittiyā dhammā uddesaṁ āgacchanti.	ime kho pana ayyāyo tisa nissaggiyāḥ pācittiyāḥ dhammāḥ uddesam āgacchanti 
PA_bi-vb_np1:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 
PA_bi-vb_np1:1.2	Tena kho pana samayena chabbaggiyā bhikkhuniyo bahū patte sannicayaṁ karonti.	tena kho pana samayena chabbaggiyāḥ bhikkhuniyaḥ bahū patte sannicayam karonti 
PA_bi-vb_np1:1.3	Manussā vihāracārikaṁ āhiṇḍantā passitvā ujjhāyanti khiyyanti vipācenti—	manussā vihāra cārikam āhiṇḍantā passitvā ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_np1:1.4	“kathañhi nāma bhikkhuniyo bahū patte sannicayaṁ karissanti, pattavāṇijjaṁ vā bhikkhuniyo karissanti, āmattikāpaṇaṁ vā pasāressantī”ti.	katham hi nāma bhikkhuniyaḥ bahū patte sannicayam karissanti patta vāṇijjam vā bhikkhuniyaḥ karissanti āmattikā paṇam vā pasāressanti iti 
PA_bi-vb_np1:1.5	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	assosum kho bhikkhuniyaḥ tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 
PA_bi-vb_np1:1.6	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ pe tāḥ ujjhāyanti khiyyanti vipācenti 
PA_bi-vb_np1:1.7	“kathañhi nāma chabbaggiyā bhikkhuniyo pattasannicayaṁ karissantī”ti …pe…	katham hi nāma chabbaggiyāḥ bhikkhuniyaḥ patta sannicayam karissanti iti pe 
PA_bi-vb_np1:1.8	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo pattasannicayaṁ karontī”ti?	saccam kira bhikkhave chabbaggiyāḥ bhikkhuniyaḥ patta sannicayam karonti iti 
PA_bi-vb_np1:1.9	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 
PA_bi-vb_np1:1.10	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 
PA_bi-vb_np1:1.11	kathañhi nāma, bhikkhave, chabbaggiyā bhikkhuniyo pattasannicayaṁ karissanti.	katham hi nāma bhikkhave chabbaggiyāḥ bhikkhuniyaḥ patta sannicayam karissanti 
PA_bi-vb_np1:1.12	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	na ita bhikkhave appasannānam vā pasādāya pe 
PA_bi-vb_np1:1.13	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	evam ca pana bhikkhave bhikkhuniyaḥ imam sikkhāpadam uddisantu 
PA_bi-vb_np1:1.14.1	“Yā pana bhikkhunī pattasannicayaṁ kareyya, nissaggiyaṁ pācittiyan”ti.	yā pana bhikkhunī patta sannicayam kareyya nissaggiyam pācittiyam ti 
PA_bi-vb_np1:2.1.1	Yā panāti	yā panāti 
PA_bi-vb_np1:2.1.2	yā yādisā …pe…	yā yā disā pe 
PA_bi-vb_np1:2.1.3	bhikkhunīti	bhikkhunī iti 
PA_bi-vb_np1:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	pe ayam imasmin atthe adhippetā bhikkhunī iti 
PA_bi-vb_np1:2.1.5	Patto nāma	pattaḥ nāma 
PA_bi-vb_np1:2.1.6	dve pattā— ayopatto, mattikāpatto.	dve pattā ayaḥ pattaḥ mattikā pattaḥ 
PA_bi-vb_np1:2.1.7	Tayo pattassa vaṇṇā— ukkaṭṭho patto, majjhimo patto, omako patto.	tayo pattassa vaṇṇāḥ ukkaṭṭhaḥ pattaḥ majjhimaḥ pattaḥ omakaḥ patto 
PA_bi-vb_np1:2.1.8	Ukkaṭṭho nāma patto	ukkaṭṭhaḥ nāma pattaḥ 
PA_bi-vb_np1:2.1.9	aḍḍhāḷhakodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.	aḍḍhāḷhaka udanam gaṇhāti catu bhāgam khādanam byañjana 
PA_bi-vb_np1:2.1.10	Majjhimo nāma patto	majjhimaḥ nāma pattaḥ 
PA_bi-vb_np1:2.1.11	nāḷikodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.	nāḷikā udanam gaṇhāti catu bhāgam khādanam byañjana 
PA_bi-vb_np1:2.1.12	Omako nāma patto	omakaḥ nāma patto 
PA_bi-vb_np1:2.1.13	patthodanaṁ gaṇhāti catubhāgaṁ khādanaṁ tadupiyaṁ byañjanaṁ.	patthodanam gaṇhāti catubhāgam khādanam tadupiyam byañjana 
PA_bi-vb_np1:2.1.14	Tato ukkaṭṭho apatto omako apatto.	tatas ukkaṭṭhaḥ a pattaḥ omakaḥ a pattaḥ 
PA_bi-vb_np1:2.1.15	Sannicayaṁ kareyyāti	sannicayam kareyyā iti 
PA_bi-vb_np1:2.1.16	anadhiṭṭhito avikappito.	an adhiṭṭhitaḥ a vikappitaḥ 
PA_bi-vb_np1:2.1.17	Nissaggiyo hotīti	nissaggiyaḥ hoti iti 
PA_bi-vb_np1:2.1.18	saha aruṇuggamanā nissaggiyo hoti.	saha aruṇuggamanā nissaggiyaḥ hoti 
PA_bi-vb_np1:2.1.19	Nissajjitabbo saṅghassa vā gaṇassa vā ekabhikkhuniyā vā.	nissajjitabbaḥ saṅghassa vā gaṇassa vā eka bhikkhuniyā vā 
PA_bi-vb_np1:2.1.20	Evañca pana, bhikkhave, nissajjitabbo.	evam ca pana bhikkhave nissajjitabbaḥ 
PA_bi-vb_np1:2.1.21	Tāya bhikkhuniyā saṅghaṁ upasaṅkamitvā ekaṁsaṁ uttarāsaṅgaṁ karitvā vuḍḍhānaṁ bhikkhunīnaṁ pāde vanditvā ukkuṭikaṁ nisīditvā añjaliṁ paggahetvā evamassa vacanīyo—	tāya bhikkhuniyā saṅgham upasaṅkamitvā ekasam uttarāsaṅgam karitvā vuḍḍhānam bhikkhunīnam pāde vanditvā ukkuṭikam nisīditvā añjalim paggahetvā evam assa vacanīyaḥ 
PA_bi-vb_np1:2.1.22	“ayaṁ me, ayye, patto rattātikkanto nissaggiyo, imāhaṁ saṅghassa nissajjāmī”ti.	ayam me ayye pattaḥ ratta atikkantaḥ nissaggiyaḥ imā aham saṅghassa nissajjāmi iti 
PA_bi-vb_np1:2.1.23	Nissajjitvā āpatti desetabbā.	nissajjitvā āpatti desetabbā 
PA_bi-vb_np1:2.1.24	Byattāya bhikkhuniyā paṭibalāya āpatti paṭiggahetabbā.	byattāya bhikkhuniyā paṭibalāya āpatti paṭiggahetabbā 
PA_bi-vb_np1:2.1.25	Nissaṭṭhapatto dātabbo—	nissaṭṭha pattaḥ dātabbaḥ 
PA_bi-vb_np1:2.1.26	“Suṇātu me, ayye, saṅgho.	suṇātu me ayye saṅghaḥ 
PA_bi-vb_np1:2.1.27	Ayaṁ patto itthannāmāya bhikkhuniyā nissaggiyo saṅghassa nissaṭṭho.	ayam pattaḥ itthannāmāya bhikkhuniyā nissaggiyaḥ saṅghassa nissaṭṭhaḥ 
PA_bi-vb_np1:2.1.28	Yadi saṅghassa pattakallaṁ, saṅgho imaṁ pattaṁ itthannāmāya bhikkhuniyā dadeyyā”ti.	yadi saṅghassa patta kalla saṅghaḥ imam pattam itthannāmāya bhikkhuniyā dadeyya ati 
