segmentnr	original	folio	analyzed
PA_pv_16:0.1	Petavatthu	0	
PA_pv_16:0.2	Ubbarivagga	0	
PA_pv_16:0.3	4. Nandāpetivatthu	0	
PA_pv_16:1.1	“Kāḷī dubbaṇṇarūpāsi,	1	
PA_pv_16:1.2	pharusā bhīrudassanā;	1	
PA_pv_16:1.3	Piṅgalāsi kaḷārāsi,	1	
PA_pv_16:1.4	na taṁ maññāmi mānusin”ti.	1	
PA_pv_16:2.1	“Ahaṁ nandā nandisena,	2	
PA_pv_16:2.2	bhariyā te pure ahuṁ;	2	
PA_pv_16:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_16:2.4	petalokaṁ ito gatā”ti.	2	
PA_pv_16:3.1	“Kiṁ nu kāyena vācāya,	3	
PA_pv_16:3.2	manasā dukkaṭaṁ kataṁ;	3	
PA_pv_16:3.3	Kissa kammavipākena,	3	
PA_pv_16:3.4	petalokaṁ ito gatā”ti.	3	
PA_pv_16:4.1	“Caṇḍī ca pharusā cāsiṁ,	4	
PA_pv_16:4.2	tayi cāpi agāravā;	4	
PA_pv_16:4.3	Tāhaṁ duruttaṁ vatvāna,	4	
PA_pv_16:4.4	petalokaṁ ito gatā”ti.	4	
PA_pv_16:5.1	“Handuttarīyaṁ dadāmi te,	5	
PA_pv_16:5.2	imaṁ dussaṁ nivāsaya;	5	
PA_pv_16:5.3	Imaṁ dussaṁ nivāsetvā,	5	
PA_pv_16:5.4	ehi nessāmi taṁ gharaṁ.	5	
PA_pv_16:6.1	Vatthañca annapānañca,	6	
PA_pv_16:6.2	lacchasi tvaṁ gharaṁ gatā;	6	
PA_pv_16:6.3	Putte ca te passissasi,	6	
PA_pv_16:6.4	suṇisāyo ca dakkhasī”ti.	6	
PA_pv_16:7.1	“Hatthena hatthe te dinnaṁ,	7	
PA_pv_16:7.2	na mayhaṁ upakappati;	7	
PA_pv_16:7.3	Bhikkhū ca sīlasampanne,	7	
PA_pv_16:7.4	vītarāge bahussute.	7	
PA_pv_16:8.1	Tappehi annapānena,	8	
PA_pv_16:8.2	mama dakkhiṇamādisa;	8	
PA_pv_16:8.3	Tadāhaṁ sukhitā hessaṁ,	8	
PA_pv_16:8.4	sabbakāmasamiddhinī”ti.	8	
PA_pv_16:9.1	Sādhūti so paṭissutvā,	9	
PA_pv_16:9.2	dānaṁ vipulamākiri;	9	
PA_pv_16:9.3	Annaṁ pānaṁ khādanīyaṁ,	9	
PA_pv_16:9.4	vatthasenāsanāni ca;	9	
PA_pv_16:9.5	Chattaṁ gandhañca mālañca,	9	
PA_pv_16:9.6	vividhā ca upāhanā.	9	
PA_pv_16:10.1	Bhikkhū ca sīlasampanne,	10	
PA_pv_16:10.2	vītarāge bahussute;	10	
PA_pv_16:10.3	Tappetvā annapānena,	10	
PA_pv_16:10.4	tassā dakkhiṇamādisī.	10	
PA_pv_16:11.1	Samanantarānuddiṭṭhe,	11	
PA_pv_16:11.2	vipāko udapajjatha;	11	
PA_pv_16:11.3	Bhojanacchādanapānīyaṁ,	11	
PA_pv_16:11.4	dakkhiṇāya idaṁ phalaṁ.	11	
PA_pv_16:12.1	Tato suddhā sucivasanā,	12	
PA_pv_16:12.2	kāsikuttamadhārinī;	12	
PA_pv_16:12.3	Vicittavatthābharaṇā,	12	
PA_pv_16:12.4	sāmikaṁ upasaṅkami.	12	
PA_pv_16:13.1	“Abhikkantena vaṇṇena,	13	
PA_pv_16:13.2	yā tvaṁ tiṭṭhasi devate;	13	
PA_pv_16:13.3	Obhāsentī disā sabbā,	13	
PA_pv_16:13.4	osadhī viya tārakā.	13	
PA_pv_16:14.1	Kena tetādiso vaṇṇo,	14	
PA_pv_16:14.2	kena te idha mijjhati;	14	
PA_pv_16:14.3	Uppajjanti ca te bhogā,	14	
PA_pv_16:14.4	ye keci manaso piyā.	14	
PA_pv_16:15.1	Pucchāmi taṁ devi mahānubhāve,	15	
PA_pv_16:15.2	Manussabhūtā kimakāsi puññaṁ;	15	
PA_pv_16:15.3	Kenāsi evaṁ jalitānubhāvā,	15	
PA_pv_16:15.4	Vaṇṇo ca te sabbadisā pabhāsatī”ti.	15	
PA_pv_16:16.1	“Ahaṁ nandā nandisena,	16	
PA_pv_16:16.2	bhariyā te pure ahuṁ;	16	
PA_pv_16:16.3	Pāpakammaṁ karitvāna,	16	
PA_pv_16:16.4	petalokaṁ ito gatā.	16	
PA_pv_16:17.1	Tava dinnena dānena,	17	
PA_pv_16:17.2	modāmi akutobhayā;	17	
PA_pv_16:17.3	Ciraṁ jīva gahapati,	17	
PA_pv_16:17.4	saha sabbehi ñātibhi;	17	
PA_pv_16:17.5	Asokaṁ virajaṁ khemaṁ,	17	
PA_pv_16:17.6	āvāsaṁ vasavattinaṁ.	17	
PA_pv_16:18.1	Idha dhammaṁ caritvāna,	18	
PA_pv_16:18.2	Dānaṁ datvā gahapati;	18	
PA_pv_16:18.3	Vineyya maccheramalaṁ samūlaṁ,	18	
PA_pv_16:18.4	Anindito saggamupehi ṭhānan”ti.	18	
PA_pv_16:19.1	Nandāpetivatthu catutthaṁ.	19	
