segmentnr	original	folio	analyzed
PA_dt_2.4:0.1	Dhātukathā	0	
PA_dt_2.4:0.2	2 Niddesa	0	
PA_dt_2.4:0.3	2.4. Catutthanaya Saṅgahitenasaṅgahitapadaniddesa	0	
PA_dt_2.4:1.1	Samudayasaccena ye dhammā …	1	
PA_dt_2.4:1.2_0	maggasaccena ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena	1	
PA_dt_2.4:1.2_1	saṅgahitā, tehi dhammehi ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā	1	
PA_dt_2.4:1.2_2	dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā?	1	
PA_dt_2.4:1.3	Te dhammā ekena khandhena ekenāyatanena ekāya dhātuyā saṅgahitā.	1	
PA_dt_2.4:2.1	Itthindriyena ye dhammā …	2	
PA_dt_2.4:2.2	purisindriyena ye dhammā …	2	
PA_dt_2.4:2.3	sukhindriyena ye dhammā …	2	
PA_dt_2.4:2.4	dukkhindriyena ye dhammā …	2	
PA_dt_2.4:2.5	somanassindriyena ye dhammā …	2	
PA_dt_2.4:2.6	domanassindriyena ye dhammā …	2	
PA_dt_2.4:2.7	upekkhindriyena ye dhammā …	2	
PA_dt_2.4:2.8	saddhindriyena ye dhammā …	2	
PA_dt_2.4:2.9	vīriyindriyena ye dhammā …	2	
PA_dt_2.4:2.10	satindriyena ye dhammā …	2	
PA_dt_2.4:2.11	samādhindriyena ye dhammā …	2	
PA_dt_2.4:2.12	paññindriyena ye dhammā …	2	
PA_dt_2.4:2.13	anaññātaññassāmītindriyena ye dhammā …	2	
PA_dt_2.4:2.14	aññindriyena ye dhammā …	2	
PA_dt_2.4:2.15	aññātāvindriyena ye dhammā ….	2	
PA_dt_2.4:3.1	Avijjāya ye dhammā …	3	
PA_dt_2.4:3.2	avijjāpaccayā saṅkhārena ye dhammā …	3	
PA_dt_2.4:3.3	saḷāyatanapaccayā phassena ye dhammā …	3	
PA_dt_2.4:3.4	vedanāpaccayā taṇhāya ye dhammā …	3	
PA_dt_2.4:3.5	taṇhāpaccayā upādānena ye dhammā …	3	
PA_dt_2.4:3.6	kammabhavena ye dhammā …	3	
PA_dt_2.4:3.7	sokena ye dhammā …	3	
PA_dt_2.4:3.8	paridevena ye dhammā …	3	
PA_dt_2.4:3.9	dukkhena ye dhammā …	3	
PA_dt_2.4:3.10	domanassena ye dhammā …	3	
PA_dt_2.4:3.11	upāyāsena ye dhammā ….	3	
PA_dt_2.4:4.1	Satipaṭṭhānena ye dhammā …	4	
PA_dt_2.4:4.2	sammappadhānena ye dhammā …	4	
PA_dt_2.4:4.3	appamaññāya ye dhammā …	4	
PA_dt_2.4:4.4	pañcahi indriyehi ye dhammā …	4	
PA_dt_2.4:4.5	pañcahi balehi ye dhammā …	4	
PA_dt_2.4:4.6	sattahi bojjhaṅgehi ye dhammā …	4	
PA_dt_2.4:4.7	ariyena aṭṭhaṅgikena maggena ye dhammā …	4	
PA_dt_2.4:4.8	phassena ye dhammā …	4	
PA_dt_2.4:4.9	cetanāya ye dhammā …	4	
PA_dt_2.4:4.10	adhimokkhena ye dhammā …	4	
PA_dt_2.4:4.11	manasikārena ye dhammā ….	4	
PA_dt_2.4:5.1	Hetūhi dhammehi ye dhammā …	5	
PA_dt_2.4:5.2	hetūhi ceva sahetukehi ca dhammehi ye dhammā …	5	
PA_dt_2.4:5.3	hetūhi ceva hetusampayuttehi ca dhammehi ye dhammā …	5	
PA_dt_2.4:5.4	āsavehi …	5	
PA_dt_2.4:5.5	saṁyojanehi …	5	
PA_dt_2.4:5.6	ganthehi …	5	
PA_dt_2.4:5.7	oghehi …	5	
PA_dt_2.4:5.8	yogehi …	5	
PA_dt_2.4:5.9	nīvaraṇehi …	5	
PA_dt_2.4:5.10	parāmāsehi …	5	
PA_dt_2.4:5.11	upādānehi …	5	
PA_dt_2.4:5.12	kilesehi dhammehi ye dhammā …	5	
PA_dt_2.4:5.13	kilesehi ceva saṅkilesikehi ca dhammehi ye dhammā …	5	
PA_dt_2.4:5.14	kilesehi ceva saṅkiliṭṭhehi ca dhammehi ye dhammā …	5	
PA_dt_2.4:5.15_0	kilesehi ceva kilesasampayuttehi ca dhammehi ye dhammā khandhasaṅgahena saṅgahitā	5	
PA_dt_2.4:5.15_1	āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, tehi dhammehi ye dhammā khandhasaṅgahena	5	
PA_dt_2.4:5.15_2	saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi	5	
PA_dt_2.4:5.15_3	katihāyatanehi katihi dhātūhi saṅgahitā?	5	
PA_dt_2.4:5.16	Te dhammā ekena khandhena ekenāyatanena ekāya dhātuyā saṅgahitā.	5	
PA_dt_2.4:6.1	Dve saccā pannarasindriyā,	6	
PA_dt_2.4:6.2	Ekādasa paṭiccapadā;	6	
PA_dt_2.4:6.3	Uddhaṁ puna ekādasa,	6	
PA_dt_2.4:6.4	Gocchakapadamettha tiṁsavidhāti. [69]	6	
PA_dt_2.4:7.1	Saṅgahitena saṅgahitapadaniddeso catuttho.	7	
