segmentnr	original	folio	analyzed
PA_mnd_16:0.1	Mahāniddesa	0	
PA_mnd_16:0.2	Aṭṭhakavagga	0	
PA_mnd_16:0.3	16. Sāriputtasuttaniddesa	0	
PA_mnd_16:1.1	Atha sāriputtasuttaniddesaṁ vakkhati—	1	
PA_mnd_16:2.1	Na me diṭṭho ito pubbe,	2	
PA_mnd_16:2.2	(iccāyasmā sāriputto)	2	
PA_mnd_16:2.3	Na suto uda kassaci;	2	
PA_mnd_16:2.4	Evaṁ vagguvado satthā,	2	
PA_mnd_16:2.5	Tusitā gaṇimāgato.	2	
PA_mnd_16:3.1	Na me diṭṭho ito pubbeti.	3	
PA_mnd_16:3.2	Ito pubbe me mayā na diṭṭhapubbo so bhagavā iminā cakkhunā iminā attabhāvena.	3	
PA_mnd_16:3.3	Yadā bhagavā tāvatiṁsabhavane pāricchattakamūle paṇḍukambalasilāyaṁ vassaṁvuṭṭho devagaṇaparivuto majjhe maṇimayena sopāṇena saṅkassanagaraṁ otiṇṇo imaṁ dassanaṁ pubbe na diṭṭhoti—	3	
PA_mnd_16:3.4	na me diṭṭho ito pubbe.	3	
PA_mnd_16:4.1	Iccāyasmā sāriputtoti.	4	
PA_mnd_16:4.2	Iccāti padasandhi padasaṁsaggo padapāripūrī akkharasamavāyo byañjanasiliṭṭhatā padānupubbatāpetaṁ—	4	
PA_mnd_16:4.3	iccāti.	4	
PA_mnd_16:4.4	Āyasmāti piyavacanaṁ garuvacanaṁ sagāravasappatissavacanametaṁ—	4	
PA_mnd_16:4.5	āyasmāti.	4	
PA_mnd_16:4.6	Sāriputtoti tassa therassa nāmaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpoti—	4	
PA_mnd_16:4.7	iccāyasmā sāriputto.	4	
PA_mnd_16:5.1	Na suto uda kassacīti.	5	
PA_mnd_16:5.2	Nāti paṭikkhepo.	5	
PA_mnd_16:5.3	Udāti padasandhi padasaṁsaggo padapāripūrī akkharasamavāyo byañjanasiliṭṭhatā padānupubbatāpetaṁ—	5	
PA_mnd_16:5.4	udāti.	5	
PA_mnd_16:5.5	Kassacīti khattiyassa vā brāhmaṇassa vā vessassa vā suddassa vā gahaṭṭhassa vā pabbajitassa vā devassa vā manussassa vāti—	5	
PA_mnd_16:5.6	na suto uda kassaci.	5	
PA_mnd_16:6.1	Evaṁ vagguvado satthāti.	6	
PA_mnd_16:6.2	Evaṁ vagguvado madhuravado pemanīyavado hadayaṅgamavado karavīkarutamañjughoso.	6	
PA_mnd_16:6.3	Aṭṭhaṅgasamannāgato kho pana tassa bhagavato mukhato ghoso niccharati—	6	
PA_mnd_16:6.4	visaṭṭho ca viññeyyo ca mañju ca savanīyo ca bindu ca avisārī ca gambhīro ca ninnādī ca.	6	
PA_mnd_16:6.5	Yathā parisaṁ kho pana so bhagavā sarena viññāpeti, na assa bahiddhā parisāya ghoso niccharati, brahmassaro kho pana so bhagavā karavīkabhāṇīti—	6	
PA_mnd_16:6.6	evaṁ vagguvado.	6	
PA_mnd_16:7.1	Satthāti satthā bhagavā satthavāho.	7	
PA_mnd_16:7.2_0	Yathā satthavāho satte kantāraṁ tāreti, corakantāraṁ tāreti, vāḷakantāraṁ tāreti,	7	
PA_mnd_16:7.2_1	dubbhikkhakantāraṁ tāreti, nirudakakantāraṁ tāreti uttāreti nittāreti patāreti khemantabhūmiṁ sampāpeti;	7	
PA_mnd_16:7.3_0	evamevaṁ bhagavā satthavāho satte kantāraṁ tāreti, jātikantāraṁ tāreti, jarākantāraṁ	7	
PA_mnd_16:7.3_1	tāreti, byādhikantāraṁ …pe… maraṇakantāraṁ … sokaparidevadukkhadomanassupāyāsakantāraṁ	7	
PA_mnd_16:7.3_2	tāreti, rāgakantāraṁ tāreti, dosakantāraṁ … mohakantāraṁ … mānakantāraṁ … diṭṭhikantāraṁ	7	
PA_mnd_16:7.3_3	… kilesakantāraṁ … duccaritakantāraṁ tāreti, rāgagahanaṁ tāreti, dosagahanaṁ … mohagahanaṁ	7	
PA_mnd_16:7.3_4	… mānagahanaṁ … diṭṭhigahanaṁ … kilesagahanaṁ … duccaritagahanaṁ tāreti uttāreti	7	
PA_mnd_16:7.3_5	nittāreti patāreti khemantaṁ amataṁ nibbānaṁ sampāpetīti.	7	
PA_mnd_16:7.4	Evampi bhagavā satthavāho.	7	
PA_mnd_16:8.1	Atha vā bhagavā netā vinetā anunetā paññāpetā nijjhāpetā pekkhetā pasādetāti.	8	
PA_mnd_16:8.2	Evampi bhagavā satthavāho.	8	
PA_mnd_16:9.1_0	Atha vā bhagavā anuppannassa maggassa uppādetā, asañjātassa maggassa sañjanetā, anakkhātassa	9	
PA_mnd_16:9.1_1	maggassa akkhātā, maggaññū maggavidū maggakovido maggānugā ca pana etarahi sāvakā	9	
PA_mnd_16:9.1_2	viharanti pacchā samannāgatāti.	9	
PA_mnd_16:9.2	Evampi bhagavā satthavāhoti—	9	
PA_mnd_16:9.3	evaṁ vagguvado satthā.	9	
PA_mnd_16:10.1	Tusitā gaṇimāgatoti.	10	
PA_mnd_16:10.2	Bhagavā tusitakāyā cavitvā sato sampajāno mātukucchiṁ okkantoti.	10	
PA_mnd_16:10.3	Evampi tusitā gaṇimāgato.	10	
PA_mnd_16:11.1	Atha vā devā vuccanti tusitā.	11	
PA_mnd_16:11.2	Te tuṭṭhā santuṭṭhā attamanā pamuditā pītisomanassajātā devalokato gaṇiṁ āgatoti.	11	
